Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Luiz Lúcio Reis Júnior,br BRA,GK,22-082,26,2340.0,90.0,100.0,26.0,26,90.0,26,0,,0,1.27,25.0,33.0,-8.0,-0.31,,26.4,33.9,-7.5,-0.29,,Matches
Enea Mihaj,al ALB,DF,24-275,24,2136.0,89.0,91.3,23.7,24,89.0,23,0,,0,1.38,25.0,27.0,-2.0,-0.08,2.56,23.5,28.9,-5.4,-0.23,0.7,Matches
Riccieli,br BRA,DF,24-201,23,2025.0,88.0,86.5,22.5,23,88.0,22,0,,0,1.39,25.0,27.0,-2.0,-0.09,1.63,23.3,27.6,-4.4,-0.19,0.69,Matches
Santiago Colombatto,ar ARG,MF,26-079,25,1992.0,80.0,85.1,22.1,23,84.0,17,2,28.0,0,1.28,23.0,26.0,-3.0,-0.14,1.16,21.6,27.9,-6.3,-0.28,0.03,Matches
Alexandre Penetra,pt POR,DF,21-209,22,1928.0,88.0,82.4,21.4,22,88.0,18,0,,4,1.36,23.0,30.0,-7.0,-0.33,-0.11,22.5,29.6,-7.1,-0.33,-0.25,Matches
Ivo Rodrigues,pt POR,"MF,FW",28-007,23,1746.0,76.0,74.6,19.4,19,85.0,7,4,34.0,0,1.43,19.0,21.0,-2.0,-0.1,0.81,20.8,24.0,-3.2,-0.16,0.49,Matches
Moura,pt POR,DF,23-233,22,1642.0,75.0,70.2,18.2,18,87.0,16,4,18.0,0,1.45,18.0,19.0,-1.0,-0.05,0.85,18.8,24.3,-5.5,-0.3,-0.05,Matches
Zaydou Youssouf,fr FRA,MF,23-269,24,1591.0,66.0,68.0,17.7,18,80.0,5,6,26.0,1,1.13,16.0,15.0,1.0,0.06,1.14,18.3,18.8,-0.6,-0.03,0.8,Matches
Ivan Jaime Pajuelo,es ESP,"FW,MF",22-192,16,1230.0,77.0,52.6,13.7,14,83.0,3,2,38.0,1,1.44,13.0,12.0,1.0,0.07,0.8,15.6,16.2,-0.6,-0.04,0.52,Matches
Rúben Lima,pt POR,DF,33-185,14,943.0,67.0,40.3,10.5,11,82.0,6,3,13.0,11,0.93,8.0,17.0,-9.0,-0.86,-0.92,8.7,15.1,-6.4,-0.61,-0.55,Matches
Álex Millán,es ESP,FW,23-150,13,772.0,59.0,33.0,8.6,10,70.0,1,3,23.0,0,0.85,9.0,11.0,-2.0,-0.23,0.11,9.0,9.7,-0.7,-0.08,0.31,Matches
Jhonder Cádiz,ve VEN,FW,27-251,18,969.0,54.0,41.4,10.8,9,84.0,5,9,24.0,2,1.28,10.0,10.0,0.0,0.0,0.53,12.5,13.1,-0.6,-0.06,0.39,Matches
