Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Luiz Lúcio Reis Júnior,br BRA,GK,22-064,24,24,2160.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Enea Mihaj,al ALB,DF,24-257,22,22,1980.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.05,0.04,0.05,Matches
Riccieli,br BRA,DF,24-183,21,21,1845.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.7,1.1,3.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches
Santiago Colombatto,ar ARG,MF,26-061,23,21,1825.0,20.3,2.0,3.0,5.0,2.0,0.0,1.0,7.0,0.0,2.0,1.2,2.6,3.9,22.0,76.0,34.0,0.1,0.15,0.25,0.1,0.25,0.1,0.13,0.23,0.06,0.19,Matches
Alexandre Penetra,pt POR,DF,21-191,20,20,1748.0,19.4,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.9,0.9,1.6,2.5,14.0,59.0,49.0,0.1,0.05,0.15,0.1,0.15,0.05,0.08,0.13,0.05,0.13,Matches
Ivo Rodrigues,pt POR,"MF,FW",27-354,21,17,1571.0,17.5,1.0,5.0,6.0,1.0,0.0,0.0,4.0,1.0,1.4,1.4,2.6,4.0,41.0,105.0,104.0,0.06,0.29,0.34,0.06,0.34,0.08,0.15,0.23,0.08,0.23,Matches
Moura,pt POR,DF,23-215,20,16,1462.0,16.2,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.9,0.9,1.6,2.4,35.0,35.0,96.0,0.06,0.06,0.12,0.06,0.12,0.05,0.1,0.15,0.05,0.15,Matches
Zaydou Youssouf,fr FRA,MF,23-251,22,16,1427.0,15.9,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.9,0.9,0.3,1.3,18.0,76.0,17.0,0.13,0.0,0.13,0.13,0.13,0.06,0.02,0.08,0.06,0.08,Matches
Ivan Jaime Pajuelo,es ESP,"FW,MF",22-174,14,12,1053.0,11.7,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,3.3,3.3,1.7,5.0,34.0,63.0,51.0,0.43,0.17,0.6,0.43,0.6,0.28,0.14,0.42,0.28,0.42,Matches
Rúben Lima,pt POR,DF,33-167,14,11,943.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6,0.6,9.0,44.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches
Álex Millán,es ESP,FW,23-132,13,10,772.0,8.6,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.8,2.0,1.3,3.3,9.0,15.0,44.0,0.23,0.0,0.23,0.23,0.23,0.33,0.15,0.48,0.24,0.39,Matches
Jhonder Cádiz,ve VEN,FW,27-233,16,8,858.0,9.5,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,2.8,2.8,1.1,3.9,12.0,16.0,48.0,0.1,0.31,0.42,0.1,0.42,0.29,0.12,0.41,0.29,0.41,Matches
Gustavo Assuncao,pt POR,MF,22-354,15,8,755.0,8.4,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.1,0.1,0.7,0.7,11.0,35.0,9.0,0.12,0.12,0.24,0.12,0.24,0.01,0.08,0.09,0.01,0.09,Matches
Junior Kadile,fr FRA,"FW,MF",20-093,13,8,639.0,7.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.5,1.3,0.5,1.8,32.0,11.0,63.0,0.14,0.0,0.14,0.14,0.14,0.21,0.07,0.28,0.19,0.25,Matches
