Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Vanja Milinković-Savić,rs SRB,GK,26-042,27.0,3,0,0,0,4,0,0,1,1,0.0,0.0,0,39.0,9.0,1.0,90.0,Matches
Nikola Vlašić,hr CRO,"MF,FW",25-181,21.4,1,0,0,22,24,12,32,4,16,0.0,0.0,0,91.0,19.0,39.0,32.8,Matches
Koffi Djidji,ci CIV,DF,30-124,20.3,2,0,0,20,3,1,13,27,19,0.0,2.0,0,99.0,33.0,39.0,45.8,Matches
Perr Schuurs,nl NED,DF,23-128,18.1,4,0,0,27,3,1,1,19,16,0.0,0.0,0,119.0,42.0,39.0,51.9,Matches
Ricardo Rodríguez,ch SUI,DF,30-221,19.7,1,0,0,20,7,0,47,26,24,0.0,0.0,0,110.0,24.0,24.0,50.0,Matches
Alessandro Buongiorno,it ITA,DF,23-301,19.4,8,0,0,45,22,0,6,40,15,0.0,0.0,0,111.0,62.0,23.0,72.9,Matches
Karol Linetty,pl POL,MF,28-060,17.8,6,0,0,40,17,4,15,16,16,0.0,1.0,0,106.0,23.0,22.0,51.1,Matches
Aleksei Miranchuk,ru RUS,MF,27-168,16.8,0,0,0,6,20,0,27,1,3,1.0,0.0,0,67.0,6.0,19.0,24.0,Matches
Antonio Sanabria,py PAR,FW,27-030,17.1,4,0,0,25,19,10,0,3,4,0.0,0.0,0,44.0,44.0,78.0,36.1,Matches
Wilfried Singo,ci CIV,DF,22-099,15.4,3,0,0,28,28,0,32,8,14,0.0,0.0,0,80.0,36.0,16.0,69.2,Matches
Samuele Ricci,it ITA,MF,21-225,14.8,5,0,0,16,38,0,16,12,11,0.0,0.0,0,95.0,6.0,7.0,46.2,Matches
Saša Lukić,rs SRB,MF,26-233,13.3,4,0,0,26,10,0,25,13,14,0.0,0.0,0,81.0,22.0,22.0,50.0,Matches
Valentino Lazaro,at AUT,DF,27-010,11.8,4,0,0,11,3,1,65,2,5,0.0,1.0,0,73.0,10.0,10.0,50.0,Matches
Mërgim Vojvoda,xk KVX,DF,28-061,13.1,3,0,0,15,6,1,30,8,10,0.0,0.0,0,75.0,7.0,14.0,33.3,Matches
Nemanja Radonjić,rs SRB,"MF,FW",27-047,12.8,1,0,0,17,11,11,59,2,1,0.0,0.0,0,50.0,6.0,12.0,33.3,Matches
Ola Aina,ng NGA,DF,26-177,9.0,5,0,0,15,15,1,31,9,11,0.0,1.0,0,53.0,12.0,9.0,57.1,Matches
Demba Seck,sn SEN,"FW,MF",22-052,4.3,0,0,0,4,14,6,5,1,2,0.0,0.0,0,18.0,3.0,9.0,25.0,Matches
Yann Karamoh,fr FRA,"MF,FW",24-269,4.7,1,0,0,9,7,9,7,0,2,0.0,0.0,0,14.0,3.0,15.0,16.7,Matches
David Zima,cz CZE,DF,22-146,4.5,0,0,0,4,2,0,0,9,5,0.0,0.0,0,24.0,15.0,9.0,62.5,Matches
Ivan Ilić,rs SRB,MF,22-017,4.4,1,0,0,4,8,1,3,3,3,1.0,0.0,0,28.0,7.0,6.0,53.8,Matches
Pietro Pellegri,it ITA,FW,22-017,4.1,2,0,0,9,13,3,3,0,1,0.0,0.0,0,9.0,8.0,26.0,23.5,Matches
Michel Ndary Adopo,fr FRA,"MF,DF",22-258,2.8,1,0,0,6,2,0,0,1,2,0.0,0.0,0,20.0,8.0,5.0,61.5,Matches
Andrew Gravillon,gp GLP,DF,25-054,1.7,1,0,0,4,1,0,2,8,1,0.0,0.0,0,5.0,1.0,2.0,33.3,Matches
Emirhan İlkhan,tr TUR,MF,18-306,1.0,1,0,0,5,0,0,0,2,1,0.0,0.0,0,7.0,1.0,2.0,33.3,Matches
Brian Bayeye,fr FRA,DF,22-277,0.6,0,0,0,0,1,0,1,1,0,0.0,0.0,0,9.0,0.0,1.0,0.0,Matches
Gvidas Gineitis,lt LTU,MF,18-353,0.5,1,0,0,3,0,0,0,0,0,0.0,0.0,0,5.0,0.0,1.0,0.0,Matches
Jacopo Segre,it ITA,DF,26-045,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,1.0,1.0,50.0,Matches
Ronaldo Vieira,gw GNB,MF,24-258,0.2,0,0,0,0,0,0,1,0,0,,,0,,,,,Matches
Squad Total,,,26.0,27.0,62,0,0,381,278,61,421,216,197,2.0,5.0,0,1436.0,408.0,452.0,47.4,
Opponent Total,,,27.1,27.0,47,0,0,296,367,28,451,218,235,4.0,2.0,0,1397.0,452.0,408.0,52.6,
