Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Vanja Milinković-Savić,rs SRB,GK,26-042,27.0,5.0,0.19,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Nikola Vlašić,hr CRO,"MF,FW",25-181,21.4,82.0,3.83,68.0,4.0,3.0,5.0,1.0,1.0,4.0,0.19,3.0,0.0,0.0,0.0,1.0,0.0,Matches
Koffi Djidji,ci CIV,DF,30-124,20.3,12.0,0.59,10.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Perr Schuurs,nl NED,DF,23-128,18.1,12.0,0.66,10.0,0.0,0.0,0.0,1.0,1.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Ricardo Rodríguez,ch SUI,DF,30-221,19.7,37.0,1.88,30.0,5.0,1.0,1.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Alessandro Buongiorno,it ITA,DF,23-301,19.4,14.0,0.72,9.0,0.0,0.0,2.0,1.0,2.0,2.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,Matches
Karol Linetty,pl POL,MF,28-060,17.8,35.0,1.97,27.0,3.0,1.0,1.0,2.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Aleksei Miranchuk,ru RUS,MF,27-168,16.8,62.0,3.69,52.0,3.0,1.0,2.0,3.0,1.0,7.0,0.42,6.0,0.0,0.0,0.0,1.0,0.0,Matches
Antonio Sanabria,py PAR,FW,27-030,17.1,29.0,1.7,21.0,0.0,5.0,1.0,1.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Wilfried Singo,ci CIV,DF,22-099,15.4,32.0,2.07,18.0,0.0,6.0,6.0,2.0,0.0,4.0,0.26,2.0,0.0,1.0,1.0,0.0,0.0,Matches
Samuele Ricci,it ITA,MF,21-225,14.8,29.0,1.95,21.0,1.0,1.0,4.0,2.0,0.0,1.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Saša Lukić,rs SRB,MF,26-233,13.3,44.0,3.31,35.0,3.0,0.0,2.0,3.0,1.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Valentino Lazaro,at AUT,DF,27-010,11.8,42.0,3.55,25.0,13.0,2.0,2.0,0.0,0.0,3.0,0.25,2.0,1.0,0.0,0.0,0.0,0.0,Matches
