Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Vanja Milinković-Savić,rs SRB,GK,26-045,28.0,34,4,0,6,0,29.1,0.24,-4.9,-0.17,197,684,28.8,1046,124,46.7,40.6,212,92.0,70.0,357,24,6.7,50,1.79,16.4,Matches
Squad Total,,,26.0,28.0,34,4,0,6,0,29.1,0.24,-4.9,-0.17,197,684,28.8,1046,124,46.7,40.6,212,92.0,70.0,357,24,6.7,50,1.79,16.4,
Opponent Total,,,27.1,28.0,30,2,0,1,0,32.5,0.29,2.5,0.09,179,462,38.7,869,128,41.1,36.2,187,56.1,43.0,347,18,5.2,14,0.5,12.5,
