Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Vanja Milinković-Savić,rs SRB,GK,26-042,27,27,2430,27.0,33,1.22,102,69,71.6,10,7,10,7,25.9,5,4,0,1,0.0,Matches
Squad Total,,,26.0,27,27,2430,27.0,33,1.22,102,69,71.6,10,7,10,7,25.9,5,4,0,1,0.0,
Opponent Total,,,27.1,27,27,2430,27.0,29,1.07,104,75,74.0,10,7,10,7,25.9,2,2,0,0,0.0,
