Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Danilo,br BRA,DF,31-262,27.1,4,0,0,27,15,0,17,36,40,0,0,0,139,39,29,57.4,Matches
Filip Kostić,rs SRB,"DF,FW",30-153,22.5,3,0,0,26,7,2,176,11,22,0,0,0,112,10,9,52.6,Matches
Gleison Bremer,br BRA,DF,26-016,23.4,5,0,0,24,10,1,0,34,14,0,1,0,136,57,38,60.0,Matches
Adrien Rabiot,fr FRA,MF,28-000,21.5,5,0,0,26,35,2,24,20,23,0,0,0,133,39,28,58.2,Matches
Manuel Locatelli,it ITA,MF,25-085,20.9,6,0,0,30,25,0,9,24,25,0,0,0,138,29,24,54.7,Matches
Wojciech Szczęsny,pl POL,GK,32-350,19.5,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,100.0,Matches
Dušan Vlahović,rs SRB,FW,23-065,16.6,0,0,0,17,17,17,5,3,4,1,0,0,43,28,36,43.8,Matches
Alex Sandro,br BRA,DF,32-067,16.2,4,1,0,21,21,1,14,13,13,1,0,0,111,33,18,64.7,Matches
Juan Cuadrado,co COL,"DF,FW",34-312,15.4,3,1,0,20,27,0,63,16,23,1,0,0,70,7,8,46.7,Matches
Weston McKennie,us USA,"MF,DF",24-218,11.7,0,0,0,13,7,3,15,11,5,0,0,0,43,12,16,42.9,Matches
Nicolò Fagioli,it ITA,MF,22-050,11.6,2,0,0,20,19,1,18,7,12,1,0,0,72,0,6,0.0,Matches
Arkadiusz Milik,pl POL,FW,29-034,11.6,3,1,1,13,21,3,4,0,5,0,0,0,28,25,40,38.5,Matches
Ángel Di María,ar ARG,"FW,MF",35-048,10.1,0,1,0,5,12,4,62,4,3,0,0,0,37,1,1,50.0,Matches
Mattia De Sciglio,it ITA,DF,30-165,11.2,0,0,0,4,11,0,24,4,7,0,0,0,40,10,11,47.6,Matches
Fabio Miretti,it ITA,"MF,FW",19-243,10.5,1,0,0,18,20,1,18,2,7,1,0,0,60,7,15,31.8,Matches
Moise Kean,it ITA,FW,23-034,9.7,5,1,0,14,15,8,4,4,6,0,0,0,31,7,10,41.2,Matches
Mattia Perin,it ITA,GK,30-144,8.5,0,0,0,0,1,0,0,0,0,0,0,0,16,2,0,100.0,Matches
Federico Gatti,it ITA,DF,24-283,8.0,3,0,0,9,10,0,1,13,5,0,0,0,58,16,13,55.2,Matches
Leonardo Bonucci,it ITA,DF,35-337,7.7,1,0,0,10,5,1,0,9,4,0,0,0,41,11,18,37.9,Matches
Leandro Paredes,ar ARG,MF,28-278,6.6,3,1,0,10,7,0,22,9,10,0,1,0,40,1,1,50.0,Matches
Daniele Rugani,it ITA,DF,28-248,3.9,0,0,0,4,0,1,0,4,0,0,0,0,8,7,4,63.6,Matches
Matìas Soulé,ar ARG,"MF,DF",19-353,3.6,0,0,0,3,5,0,6,3,3,0,0,0,23,2,12,14.3,Matches
Enzo Barrenechea,ar ARG,MF,21-316,1.8,0,0,0,3,1,0,0,2,3,0,0,0,9,1,1,50.0,Matches
Federico Chiesa,it ITA,"DF,MF",25-160,4.4,1,0,0,5,7,1,19,0,5,0,0,0,20,0,2,0.0,Matches
Denis Zakaria,ch SUI,MF,26-134,1.4,0,0,0,0,0,0,3,2,3,0,0,0,5,0,0,,Matches
Samuel Iling-Junior,eng ENG,"DF,FW",19-181,1.3,1,0,0,4,1,0,4,1,1,0,0,0,8,1,1,50.0,Matches
Paul Pogba,fr FRA,"MF,DF",30-019,0.4,0,0,0,1,3,0,0,0,0,0,0,0,0,3,1,75.0,Matches
Nicolò Rovella,it ITA,MF,21-120,0.3,1,0,0,1,1,0,3,0,1,0,0,0,1,0,0,,Matches
Squad Total,,,28.4,28.0,51,6,1,328,303,46,511,232,244,5,2,0,1443,355,342,50.9,
Opponent Total,,,27.5,28.0,60,2,0,316,300,37,523,266,244,0,5,0,1424,342,355,49.1,
