Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Danilo,br BRA,DF,31-247,26,2263.0,87.0,96.7,25.1,25,90.0,25,1,13.0,0,2.04,43.0,20.0,23.0,0.91,2.08,37.6,26.1,11.5,0.46,1.17,Matches
Filip Kostić,rs SRB,"DF,FW",30-138,26,1910.0,73.0,81.6,21.2,24,77.0,9,2,34.0,0,2.04,32.0,22.0,10.0,0.47,-2.04,28.3,24.3,4.0,0.19,-1.26,Matches
Gleison Bremer,br BRA,DF,26-001,22,1926.0,88.0,82.3,21.4,22,88.0,18,0,,0,1.86,33.0,22.0,11.0,0.51,-1.88,28.6,24.4,4.3,0.2,-1.24,Matches
Adrien Rabiot,fr FRA,MF,27-350,22,1848.0,84.0,79.0,20.5,21,87.0,17,1,24.0,0,2.18,38.0,17.0,21.0,1.02,0.84,31.4,18.5,12.9,0.63,1.0,Matches
Manuel Locatelli,it ITA,MF,25-070,22,1701.0,77.0,72.7,18.9,20,81.0,10,2,45.0,0,2.09,33.0,11.0,22.0,1.16,1.16,29.3,17.3,12.0,0.64,0.8,Matches
Wojciech Szczęsny,pl POL,GK,32-335,18,1572.0,87.0,67.2,17.5,18,87.0,17,0,,4,2.11,30.0,16.0,14.0,0.8,-0.14,26.3,16.2,10.2,0.58,0.5,Matches
Alex Sandro,br BRA,DF,32-052,21,1455.0,69.0,62.2,16.2,17,82.0,13,4,15.0,2,2.1,31.0,14.0,17.0,1.05,0.54,24.7,17.3,7.4,0.46,0.11,Matches
Dušan Vlahović,rs SRB,FW,23-050,17,1371.0,81.0,58.6,15.2,16,84.0,7,1,26.0,1,1.94,27.0,11.0,16.0,1.05,0.49,22.2,15.9,6.3,0.42,-0.01,Matches
Juan Cuadrado,co COL,"DF,FW",34-297,20,1304.0,65.0,55.7,14.5,16,74.0,5,4,29.0,0,2.2,26.0,8.0,18.0,1.24,0.89,21.3,13.9,7.3,0.51,0.2,Matches
Weston McKennie,us USA,"MF,DF",24-203,15,1052.0,70.0,45.0,11.7,13,76.0,6,2,30.0,1,1.73,15.0,13.0,2.0,0.17,-1.23,16.0,14.5,1.4,0.12,-0.54,Matches
