Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Wojciech Szczęsny,pl POL,GK,32-353,19.5,16,0,0,4,0,15.8,0.27,-0.2,-0.01,95,210,45.2,453,86,34.7,34.8,106,50.0,42.2,268,9,3.4,18,0.92,15.2,Matches
Mattia Perin,it ITA,GK,30-147,8.5,6,1,0,0,0,10.1,0.24,4.1,0.48,30,99,30.3,244,44,30.3,31.1,54,46.3,39.1,134,4,3.0,11,1.29,15.8,Matches
Squad Total,,,28.4,28.0,22,1,0,4,0,25.8,0.26,3.8,0.14,125,309,40.5,697,130,33.1,33.5,160,48.8,41.1,402,13,3.2,29,1.04,15.4,
Opponent Total,,,27.5,28.0,46,3,3,9,0,40.0,0.28,-6.0,-0.22,141,333,42.3,691,113,33.9,33.9,201,49.3,41.6,396,11,2.8,22,0.79,14.7,
