Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Danilo,br BRA,DF,31-265,27.1,1909,202,800,945,173,33,1909,17,3,17.6,9,52.9,1012,4686,2546,27,20,0,17,7,1255,34,Matches
Filip Kostić,rs SRB,"DF,FW",30-156,22.5,1155,28,179,463,526,46,1155,38,17,44.7,16,42.1,608,3784,1994,78,40,18,44,17,728,168,Matches
Gleison Bremer,br BRA,DF,26-019,23.4,1561,245,871,639,58,35,1561,6,2,33.3,4,66.7,875,3624,1762,6,6,0,13,6,1011,3,Matches
Adrien Rabiot,fr FRA,MF,28-003,21.5,1078,48,234,547,313,52,1078,40,19,47.5,12,30.0,600,3934,1911,40,46,2,43,25,684,67,Matches
Manuel Locatelli,it ITA,MF,25-088,20.9,1312,76,362,738,227,12,1312,24,13,54.2,10,41.7,615,2443,1057,21,13,3,24,16,847,25,Matches
Wojciech Szczęsny,pl POL,GK,32-353,19.5,590,518,587,3,0,0,590,0,0,,0,,347,1814,1048,0,0,0,1,0,289,0,Matches
Dušan Vlahović,rs SRB,FW,23-068,16.6,483,9,23,232,236,75,480,26,11,42.3,14,53.8,269,1307,488,18,20,10,45,31,372,98,Matches
Alex Sandro,br BRA,DF,32-070,16.2,1177,97,416,618,154,10,1177,21,14,66.7,2,9.5,607,3329,1959,40,28,2,23,11,733,20,Matches
Juan Cuadrado,co COL,"DF,FW",34-315,15.4,1047,28,269,501,285,38,1047,30,10,33.3,13,43.3,596,3071,1716,30,22,16,25,8,712,91,Matches
Weston McKennie,us USA,"MF,DF",24-221,11.7,526,25,115,249,164,22,526,9,7,77.8,2,22.2,231,1171,678,19,11,2,20,12,349,54,Matches
Nicolò Fagioli,it ITA,MF,22-053,11.6,532,11,85,294,158,8,532,15,6,40.0,7,46.7,337,1584,656,19,13,2,26,18,375,37,Matches
Arkadiusz Milik,pl POL,FW,29-037,11.6,414,11,34,209,176,46,414,14,7,50.0,5,35.7,227,911,353,8,11,1,32,9,325,58,Matches
Ángel Di María,ar ARG,"FW,MF",35-051,10.1,553,1,48,244,273,25,552,49,17,34.7,28,57.1,356,2274,1025,32,29,7,21,23,416,50,Matches
Mattia De Sciglio,it ITA,DF,30-168,11.2,636,29,188,328,123,4,636,9,2,22.2,3,33.3,331,1542,720,14,11,0,8,7,394,38,Matches
Fabio Miretti,it ITA,"MF,FW",19-246,10.5,546,11,88,272,194,36,546,33,14,42.4,15,45.5,313,1546,808,24,15,5,33,20,377,70,Matches
Moise Kean,it ITA,FW,23-037,9.7,283,3,28,127,135,46,283,32,9,28.1,20,62.5,184,1199,502,24,11,14,23,25,218,66,Matches
Mattia Perin,it ITA,GK,30-147,8.5,308,280,305,3,0,0,308,0,0,,0,,193,1007,722,0,0,0,0,0,155,0,Matches
Federico Gatti,it ITA,DF,24-286,8.0,582,58,292,262,34,11,582,2,1,50.0,0,0.0,352,1817,1021,6,4,0,3,3,395,5,Matches
Leonardo Bonucci,it ITA,DF,35-340,7.7,499,74,255,241,7,5,498,1,1,100.0,0,0.0,293,1254,688,2,2,0,2,1,342,1,Matches
Leandro Paredes,ar ARG,MF,28-281,6.6,482,20,129,266,88,4,482,4,2,50.0,1,25.0,243,925,520,7,4,2,4,2,330,8,Matches
Daniele Rugani,it ITA,DF,28-251,3.9,233,33,138,87,8,3,233,0,0,,0,,143,643,417,2,0,0,1,0,163,0,Matches
Matìas Soulé,ar ARG,"MF,DF",19-356,3.6,190,1,29,78,84,14,190,21,10,47.6,9,42.9,116,824,381,10,8,4,9,5,131,33,Matches
Enzo Barrenechea,ar ARG,MF,21-319,1.8,138,3,36,90,13,2,138,1,0,0.0,1,100.0,79,343,171,1,1,0,1,1,93,2,Matches
Federico Chiesa,it ITA,"DF,MF",25-163,4.4,213,4,31,80,108,16,213,20,12,60.0,8,40.0,121,815,513,20,13,6,9,6,141,36,Matches
Denis Zakaria,ch SUI,MF,26-137,1.4,51,2,14,30,9,1,51,0,0,,0,,27,149,104,2,3,0,1,1,36,3,Matches
Samuel Iling-Junior,eng ENG,"DF,FW",19-184,1.3,61,1,15,18,30,1,61,5,1,20.0,3,60.0,33,308,154,6,8,1,5,2,36,9,Matches
Paul Pogba,fr FRA,"MF,DF",30-022,0.4,25,0,0,16,9,4,25,0,0,,0,,14,51,17,1,0,1,2,1,21,4,Matches
Nicolò Rovella,it ITA,MF,21-123,0.3,29,0,4,17,9,0,29,2,2,100.0,0,0.0,21,125,66,1,1,0,1,0,24,2,Matches
Squad Total,,,28.4,28.0,16613,1818,5575,7597,3594,549,16608,419,180,43.0,182,43.4,9143,46480,23997,458,340,96,436,257,10952,982,
Opponent Total,,,27.5,28.0,17295,1714,5081,8093,4317,475,17293,436,179,41.1,199,45.6,10237,54491,28381,532,452,89,446,222,11667,1034,
