Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Wojciech Szczęsny,pl POL,GK,32-335,18,18,1572,17.5,16,0.92,52,36,69.2,12,2,4,10,55.6,0,0,0,0,,Matches
Mattia Perin,it ITA,GK,30-129,9,8,768,8.5,6,0.7,34,27,85.3,4,3,1,5,62.5,2,1,1,0,50.0,Matches
Squad Total,,,28.4,26,26,2340,26.0,22,0.85,86,63,75.6,16,5,5,15,57.7,2,1,1,0,50.0,
Opponent Total,,,27.3,26,26,2340,26.0,44,1.69,128,83,68.0,5,5,16,5,19.2,5,3,1,1,25.0,
