Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Gavin Bazunu,ie IRL,GK,20-354,21.0,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,19,1,Matches
James Ward-Prowse,eng ENG,MF,28-100,21.0,35,19,13,18,4,10,26,38.5,16,13,1,12,27,62,21,0,Matches
Mohammed Salisu,gh GHA,DF,23-298,20.0,46,25,32,13,1,22,30,73.3,8,49,20,29,29,75,108,1,Matches
Che Adams,sct SCO,FW,26-211,17.3,15,12,6,7,2,7,9,77.8,2,9,3,6,4,19,18,0,Matches
Mohamed Elyounoussi,no NOR,"MF,FW",28-189,15.6,29,16,12,14,3,11,24,45.8,13,24,2,22,12,41,26,0,Matches
Kyle Walker-Peters,eng ENG,DF,25-302,15.6,30,16,16,11,3,9,18,50.0,9,23,5,18,12,42,27,0,Matches
Romain Perraud,fr FRA,DF,25-140,12.3,29,18,10,14,5,14,22,63.6,8,13,3,10,14,43,21,0,Matches
Armel Bella Kotchap,de GER,DF,21-060,11.4,19,7,17,2,0,8,9,88.9,1,18,6,12,27,46,59,0,Matches
Adam Armstrong,eng ENG,FW,25-364,11.4,10,6,3,4,3,0,6,0.0,6,13,3,10,3,13,5,0,Matches
Joe Aribo,ng NGA,"MF,FW",26-203,12.0,29,19,13,12,4,11,19,57.9,8,13,1,12,8,37,10,0,Matches
Roméo Lavia,be BEL,MF,19-034,8.9,21,11,9,11,1,6,12,50.0,6,19,3,16,13,34,5,0,Matches
Ibrahima Diallo,fr FRA,MF,23-338,7.9,18,10,10,7,1,7,9,77.8,2,8,1,7,5,23,8,0,Matches
Stuart Armstrong,sct SCO,"MF,FW",30-316,8.5,14,8,6,6,2,3,17,17.6,14,9,0,9,3,17,6,0,Matches
Duje Ćaleta-Car,hr CRO,DF,26-145,8.0,11,7,7,3,1,5,6,83.3,1,10,8,2,13,24,42,1,Matches
Lyanco,br BRA,DF,26-008,7.6,13,8,8,5,0,7,12,58.3,5,10,8,2,12,25,27,2,Matches
Moussa Djenepo,ml MLI,"DF,FW",24-239,6.4,17,9,11,5,1,9,20,45.0,11,12,2,10,11,28,6,0,Matches
Ainsley Maitland-Niles,eng ENG,"MF,DF",25-164,6.0,15,9,6,8,1,8,11,72.7,3,11,1,10,8,23,14,0,Matches
Samuel Edozie,eng ENG,"FW,MF",20-012,5.9,15,8,5,9,1,3,7,42.9,4,5,0,5,6,21,6,0,Matches
Sekou Mara,fr FRA,"FW,MF",20-194,3.6,10,6,4,5,1,2,6,33.3,4,4,0,4,0,10,2,0,Matches
Jan Bednarek,pl POL,DF,26-303,2.8,5,3,4,1,0,1,1,100.0,0,6,4,2,13,18,10,0,Matches
Juan Larios,es ESP,DF,19-028,1.7,7,6,6,1,0,5,5,100.0,0,2,0,2,3,10,4,0,Matches
Theo Walcott,eng ENG,"FW,MF",33-330,1.5,3,1,2,0,1,2,2,100.0,0,0,0,0,1,4,0,0,Matches
James Bree,eng ENG,DF,25-121,1.0,2,0,1,1,0,1,1,100.0,0,1,0,1,2,4,1,0,Matches
Oriol Romeu,es ESP,MF,31-138,0.8,1,0,0,1,0,0,0,,0,1,0,1,1,2,1,0,Matches
Yan Valery,tn TUN,DF,23-352,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0,Matches
Carlos Alcaraz,ar ARG,MF,20-071,0.6,1,1,0,1,0,0,0,,0,1,1,0,0,1,1,0,Matches
Jack Stephens,eng ENG,DF,29-013,0.5,2,2,2,0,0,1,1,100.0,0,1,1,0,1,3,2,0,Matches
Paul Onuachu,ng NGA,FW,28-257,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Kamaldeen Sulemana,gh GHA,MF,20-359,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Mislav Oršić,hr CRO,MF,30-042,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
Nathan Redmond,eng ENG,DF,28-340,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,25.1,21.0,399,228,205,159,35,153,274,55.8,121,276,73,203,229,628,453,5,
Opponent Total,,,27.5,21.0,398,223,181,165,52,174,324,53.7,150,252,68,184,174,572,459,2,
