Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Gavin Bazunu,ie IRL,GK,20-354,21.0,782,573,205,51,0,0,0,0,0,0,0,0,474,4,0,Matches
James Ward-Prowse,eng ENG,MF,28-100,21.0,1220,1037,181,81,1,10,159,3,85,38,42,0,924,2,22,Matches
Mohammed Salisu,gh GHA,DF,23-298,20.0,1122,1006,110,25,1,10,13,85,0,0,0,0,825,6,12,Matches
Che Adams,sct SCO,FW,26-211,17.3,380,374,5,0,2,7,9,3,0,0,0,0,252,1,12,Matches
Mohamed Elyounoussi,no NOR,"MF,FW",28-189,15.6,422,410,11,1,5,1,24,7,1,1,0,0,281,1,15,Matches
Kyle Walker-Peters,eng ENG,DF,25-302,15.6,679,532,145,5,0,1,34,140,0,0,0,0,493,2,31,Matches
Romain Perraud,fr FRA,DF,25-140,12.3,528,429,95,5,1,0,45,89,1,0,0,0,372,4,22,Matches
Armel Bella Kotchap,de GER,DF,21-060,11.4,456,443,13,9,0,8,4,4,0,0,0,0,344,0,6,Matches
Adam Armstrong,eng ENG,FW,25-364,11.4,252,221,31,0,0,4,13,3,0,0,0,0,185,0,16,Matches
Joe Aribo,ng NGA,"MF,FW",26-203,12.0,350,344,6,0,0,0,6,2,0,0,0,0,256,0,14,Matches
Roméo Lavia,be BEL,MF,19-034,8.9,348,346,2,1,2,5,1,0,1,0,0,1,302,0,4,Matches
Ibrahima Diallo,fr FRA,MF,23-338,7.9,324,317,7,7,0,2,3,0,0,0,0,0,249,0,9,Matches
Stuart Armstrong,sct SCO,"MF,FW",30-316,8.5,366,351,15,0,1,3,16,8,0,0,0,0,291,0,13,Matches
Duje Ćaleta-Car,hr CRO,DF,26-145,8.0,414,393,18,13,0,0,1,1,0,0,0,0,351,3,1,Matches
Lyanco,br BRA,DF,26-008,7.6,330,295,34,8,1,1,2,26,0,0,0,0,237,1,4,Matches
Moussa Djenepo,ml MLI,"DF,FW",24-239,6.4,213,187,25,3,0,2,12,22,0,0,0,0,157,1,9,Matches
Ainsley Maitland-Niles,eng ENG,"MF,DF",25-164,6.0,258,241,17,2,1,2,6,15,0,0,0,0,215,0,4,Matches
Samuel Edozie,eng ENG,"FW,MF",20-012,5.9,149,148,0,0,1,0,10,0,0,0,0,0,101,1,10,Matches
Sekou Mara,fr FRA,"FW,MF",20-194,3.6,56,54,2,0,1,0,0,0,0,0,0,0,40,0,1,Matches
Jan Bednarek,pl POL,DF,26-303,2.8,129,121,8,8,0,0,0,0,0,0,0,0,112,0,0,Matches
Juan Larios,es ESP,DF,19-028,1.7,82,59,23,0,0,0,4,23,0,0,0,0,63,0,2,Matches
Theo Walcott,eng ENG,"FW,MF",33-330,1.5,31,30,1,0,0,0,4,0,0,0,0,0,22,0,0,Matches
James Bree,eng ENG,DF,25-121,1.0,45,39,6,2,0,0,4,4,0,0,0,0,34,0,0,Matches
Oriol Romeu,es ESP,MF,31-138,0.8,30,30,0,0,0,0,1,0,0,0,0,0,28,0,0,Matches
Yan Valery,tn TUN,DF,23-352,0.5,23,23,0,0,0,0,1,0,0,0,0,0,15,0,1,Matches
Carlos Alcaraz,ar ARG,MF,20-071,0.6,23,23,0,0,0,1,0,0,0,0,0,0,15,0,1,Matches
Jack Stephens,eng ENG,DF,29-013,0.5,28,25,3,1,0,0,0,2,0,0,0,0,23,0,0,Matches
Paul Onuachu,ng NGA,FW,28-257,0.5,11,11,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
Kamaldeen Sulemana,gh GHA,MF,20-359,0.5,15,14,1,0,0,0,0,0,0,0,0,0,7,0,1,Matches
Mislav Oršić,hr CRO,MF,30-042,0.1,3,2,1,0,0,0,0,1,0,0,0,0,2,0,0,Matches
Nathan Redmond,eng ENG,DF,28-340,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
Squad Total,,,25.1,21.0,9070,8079,965,222,17,57,373,438,88,39,42,1,6679,26,210,
Opponent Total,,,27.5,21.0,11361,10345,988,255,25,104,361,444,110,44,39,3,8906,28,220,
