Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Max Kilman,eng ENG,DF,25-315,29.0,2020,347,1199,781,53,21,2020,18,14,77.8,4,22.2,1169,6218,3736,27,10,1,14,7,1394,4,Matches
José Sá,pt POR,GK,30-076,29.0,1046,947,1043,4,0,0,1046,2,2,100.0,0,0.0,593,3652,2404,0,0,0,3,0,487,0,Matches
Rúben Neves,pt POR,MF,26-021,27.6,2084,149,683,1104,317,21,2082,24,16,66.7,6,25.0,1122,5076,2494,24,28,1,17,10,1377,15,Matches
Nélson Semedo,pt POR,DF,29-138,20.8,1338,103,412,603,339,22,1338,48,22,45.8,22,45.8,741,3986,2094,40,37,4,30,16,796,114,Matches
Matheus Nunes,pt POR,MF,24-219,19.8,982,46,233,469,297,42,982,55,27,49.1,18,32.7,628,4190,2005,45,36,6,33,27,698,93,Matches
João Moutinho,pt POR,MF,36-207,18.9,1150,42,236,618,304,14,1150,14,8,57.1,6,42.9,575,2358,1239,18,22,0,13,5,717,28,Matches
Daniel Podence,pt POR,"FW,MF",27-164,17.3,805,10,110,301,406,64,805,54,21,38.9,31,57.4,478,2383,1092,38,24,17,44,28,559,136,Matches
Nathan Collins,ie IRL,DF,21-338,17.5,1184,176,694,454,43,12,1184,7,6,85.7,0,0.0,645,3166,1669,11,9,2,9,6,812,5,Matches
Jonny Castro,es ESP,DF,29-031,14.0,1004,53,343,444,227,13,1004,32,14,43.8,15,46.9,499,2623,1495,24,18,4,16,13,600,46,Matches
Hugo Bueno,es ESP,DF,20-197,11.8,691,43,271,220,206,13,691,29,12,41.4,12,41.4,333,2315,1219,43,26,4,15,9,366,56,Matches
Adama Traoré,es ESP,"FW,MF",27-068,13.8,604,10,73,224,322,46,604,86,39,45.3,29,33.7,404,3495,1838,72,36,19,54,22,478,138,Matches
Pedro Neto,pt POR,"FW,MF",23-025,8.3,414,4,54,124,242,40,414,45,15,33.3,25,55.6,267,1897,959,32,16,15,26,9,292,96,Matches
Rayan Aït Nouri,dz ALG,DF,21-301,11.5,709,39,224,263,232,28,709,45,24,53.3,18,40.0,378,2150,1216,30,13,10,27,10,430,76,Matches
Craig Dawson,eng ENG,DF,32-332,8.2,632,102,354,259,21,10,632,1,1,100.0,0,0.0,382,1526,819,2,3,0,3,1,450,1,Matches
Diego Costa,es ESP,FW,34-178,8.2,185,10,21,67,99,43,185,5,2,40.0,3,60.0,96,517,183,11,3,8,13,7,130,39,Matches
Hwang Hee-chan,kr KOR,FW,27-067,7.9,264,5,42,116,112,19,264,17,7,41.2,7,41.2,146,876,425,16,5,6,21,12,170,36,Matches
Mario Lemina,ga GAB,MF,29-214,7.1,432,33,159,245,35,4,432,10,7,70.0,1,10.0,230,1138,570,3,4,0,6,7,282,3,Matches
Gonçalo Guedes,pt POR,"FW,MF",26-125,7.9,280,3,28,105,153,30,280,15,5,33.3,7,46.7,174,1303,644,20,12,7,17,7,199,54,Matches
Raúl Jiménez,mx MEX,FW,31-333,8.3,260,11,27,117,116,40,260,8,4,50.0,3,37.5,132,551,207,5,3,2,20,11,197,44,Matches
Pablo Sarabia,es ESP,"FW,MF",30-327,6.2,331,4,46,139,152,19,331,9,1,11.1,7,77.8,204,968,419,10,12,1,6,10,232,41,Matches
Matheus Cunha,br BRA,FW,23-311,5.7,209,8,36,93,84,30,209,15,8,53.3,5,33.3,101,582,197,6,3,3,21,7,118,29,Matches
Toti Gomes,pt POR,DF,24-077,4.4,314,54,159,127,28,2,314,1,1,100.0,0,0.0,183,825,509,0,5,0,2,1,200,10,Matches
Boubacar Traoré,ml MLI,MF,21-226,4.3,157,6,37,96,26,2,157,7,3,42.9,3,42.9,74,448,241,4,3,0,2,3,84,2,Matches
Leander Dendoncker,be BEL,MF,27-353,2.4,128,6,33,75,21,5,128,2,1,50.0,1,50.0,60,205,77,1,0,0,2,2,77,3,Matches
Morgan Gibbs-White,eng ENG,"FW,MF",23-066,2.0,119,1,18,53,49,4,119,8,2,25.0,5,62.5,62,257,137,4,3,1,3,1,82,12,Matches
Joseph Hodge,ie IRL,MF,20-201,1.9,103,5,25,47,31,3,103,0,0,,0,,50,156,76,1,2,0,1,2,65,4,Matches
João Gomes,br BRA,"MF,FW",22-050,1.8,121,4,29,67,25,1,121,5,1,20.0,2,40.0,48,279,118,2,1,0,4,0,67,2,Matches
Sasa Kalajdzic,at AUT,FW,25-270,0.5,7,0,2,1,4,2,7,0,0,,0,,2,6,3,0,0,0,1,0,5,1,Matches
Chem Campbell,wls WAL,"FW,MF",20-094,0.8,47,1,6,19,23,5,47,4,2,50.0,2,50.0,39,303,70,2,6,1,3,6,36,10,Matches
Dexter Lembikisa,jm JAM,DF,19-150,0.3,13,0,3,7,3,0,13,0,0,,0,,7,29,21,2,0,0,0,0,8,3,Matches
Connor Ronan,ie IRL,MF,25-028,0.0,4,0,0,3,1,0,4,1,1,100.0,0,0.0,1,4,2,0,0,0,0,0,3,1,Matches
Squad Total,,,27.3,29.0,17637,2222,6600,7245,3971,555,17635,567,266,46.9,232,40.9,9823,53482,28178,493,340,112,426,239,11411,1102,
Opponent Total,,,27.2,29.0,17056,1709,5258,7447,4516,777,17053,526,233,44.3,224,42.6,9806,52892,27167,527,371,163,424,303,10927,1182,
