Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Max Kilman,eng ENG,DF,25-299,27.0,28,15,22,5,1,13,22,59.1,9,53,33,20,16,44,122,0,Matches
José Sá,pt POR,GK,30-060,27.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,8,2,Matches
Rúben Neves,pt POR,MF,26-005,25.7,62,34,25,25,12,23,57,40.4,34,43,19,24,37,99,70,1,Matches
Matheus Nunes,pt POR,MF,24-203,18.8,46,31,22,16,8,15,35,42.9,20,17,2,15,11,57,25,1,Matches
Nélson Semedo,pt POR,DF,29-122,19.1,54,33,36,15,3,25,44,56.8,19,29,11,18,20,74,57,1,Matches
João Moutinho,pt POR,MF,36-191,18.2,47,26,22,19,6,17,42,40.5,25,20,6,14,17,64,17,0,Matches
Nathan Collins,ie IRL,DF,21-322,17.0,22,12,17,5,0,12,20,60.0,8,26,21,5,21,43,72,0,Matches
Daniel Podence,pt POR,"FW,MF",27-148,16.1,26,16,13,9,4,6,26,23.1,20,13,0,13,5,31,6,0,Matches
Jonny Castro,es ESP,DF,29-015,13.1,32,13,22,9,1,16,33,48.5,17,26,5,21,13,45,27,1,Matches
Hugo Bueno,es ESP,DF,20-181,11.6,27,14,22,3,2,15,27,55.6,12,12,1,11,9,36,29,0,Matches
Adama Traoré,es ESP,"FW,MF",27-052,12.7,12,6,5,4,3,3,5,60.0,2,7,1,6,2,14,8,0,Matches
Rayan Aït Nouri,fr FRA,DF,21-285,11.5,33,20,25,7,1,9,14,64.3,5,3,0,3,9,42,27,0,Matches
Hwang Hee-chan,kr KOR,FW,27-051,7.9,10,6,4,4,2,5,13,38.5,8,12,0,12,1,11,3,0,Matches
Diego Costa,es ESP,FW,34-162,7.9,2,0,2,0,0,1,3,33.3,2,5,1,4,2,4,8,0,Matches
Pedro Neto,pt POR,"FW,MF",23-009,7.7,10,6,4,2,4,6,13,46.2,7,2,0,2,3,13,2,0,Matches
Gonçalo Guedes,pt POR,"FW,MF",26-109,7.9,8,6,4,3,1,5,8,62.5,3,4,0,4,1,9,2,0,Matches
Craig Dawson,eng ENG,DF,32-316,7.0,5,3,3,2,0,2,5,40.0,3,12,10,2,4,9,41,1,Matches
Mario Lemina,ga GAB,MF,29-198,5.6,15,10,11,4,0,7,9,77.8,2,11,3,8,7,22,12,0,Matches
Raúl Jiménez,mx MEX,FW,31-317,7.3,8,6,3,4,1,2,4,50.0,2,9,0,9,0,8,8,0,Matches
Pablo Sarabia,es ESP,"FW,MF",30-311,5.2,7,4,2,3,2,3,9,33.3,6,3,0,3,0,7,1,0,Matches
Matheus Cunha,br BRA,FW,23-295,4.5,4,1,0,3,1,1,2,50.0,1,8,2,6,3,7,6,0,Matches
Boubacar Traoré,ml MLI,MF,21-210,4.3,10,4,4,3,3,2,6,33.3,4,4,2,2,7,17,1,0,Matches
Toti Gomes,pt POR,DF,24-061,3.4,4,2,4,0,0,2,2,100.0,0,6,5,1,2,6,24,0,Matches
Leander Dendoncker,be BEL,MF,27-337,2.4,4,2,0,3,1,2,3,66.7,1,2,0,2,9,13,4,0,Matches
Morgan Gibbs-White,eng ENG,"FW,MF",23-050,2.0,3,1,3,0,0,2,3,66.7,1,2,0,2,1,4,3,0,Matches
Joseph Hodge,ie IRL,MF,20-185,1.9,5,2,1,3,1,3,4,75.0,1,5,0,5,0,5,2,1,Matches
Sasa Kalajdzic,at AUT,FW,25-254,0.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
Chem Campbell,wls WAL,"FW,MF",20-078,0.8,2,1,1,1,0,0,1,0.0,1,2,0,2,1,3,0,0,Matches
João Gomes,br BRA,"MF,FW",22-034,0.8,5,1,2,3,0,2,5,40.0,3,0,0,0,0,5,2,0,Matches
Dexter Lembikisa,jm JAM,DF,19-134,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Connor Ronan,ie IRL,MF,25-012,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,27.2,27.0,492,275,280,155,57,200,416,48.1,216,336,122,214,202,694,587,8,
Opponent Total,,,27.2,27.0,436,246,203,147,86,217,464,46.8,247,304,85,219,233,669,506,8,
