Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
José Sá,pt POR,GK,30-079,29,29,2610,29.0,42,1.45,127,84,67.7,7,7,15,7,24.1,3,1,2,0,66.7,Matches
Squad Total,,,27.3,29,29,2610,29.0,42,1.45,127,84,67.7,7,7,15,7,24.1,3,1,2,0,66.7,
Opponent Total,,,27.2,29,29,2610,29.0,23,0.79,94,73,77.7,15,7,7,12,41.4,2,2,0,0,0.0,
