Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Max Kilman,eng ENG,DF,25-300,28.0,1616,1588,21,21,0,18,2,0,0,0,0,0,1333,7,13,Matches
José Sá,pt POR,GK,30-061,28.0,955,685,266,55,0,1,0,0,0,0,0,0,689,4,1,Matches
Rúben Neves,pt POR,MF,26-006,26.6,1680,1571,104,85,5,22,28,9,4,2,1,0,1394,5,28,Matches
Nélson Semedo,pt POR,DF,29-123,19.8,1005,847,155,2,4,1,38,153,0,0,0,0,815,3,20,Matches
Matheus Nunes,pt POR,MF,24-204,18.8,714,688,24,12,3,24,28,5,7,3,3,0,561,2,19,Matches
João Moutinho,pt POR,MF,36-192,18.4,975,863,108,52,7,6,50,3,29,9,11,0,789,4,16,Matches
Daniel Podence,pt POR,"FW,MF",27-149,16.8,573,530,40,5,7,7,43,10,19,5,7,0,387,3,17,Matches
Nathan Collins,ie IRL,DF,21-323,17.5,1009,984,22,16,0,8,0,6,0,0,0,0,894,3,4,Matches
Jonny Castro,es ESP,DF,29-016,14.0,832,698,132,12,3,1,18,120,0,0,0,0,701,2,23,Matches
Hugo Bueno,es ESP,DF,20-182,11.6,543,430,110,5,0,0,46,93,12,2,10,0,439,3,16,Matches
Pedro Neto,pt POR,"FW,MF",23-010,8.2,302,270,32,9,0,3,52,2,21,10,6,0,226,0,10,Matches
Adama Traoré,es ESP,"FW,MF",27-053,13.1,402,399,1,0,2,0,66,1,0,0,0,0,266,2,20,Matches
Rayan Aït Nouri,fr FRA,DF,21-286,11.5,552,464,86,5,0,2,21,78,3,1,2,0,446,2,16,Matches
Hwang Hee-chan,kr KOR,FW,27-052,7.9,176,169,6,0,0,0,7,3,0,0,0,0,132,1,5,Matches
Diego Costa,es ESP,FW,34-163,7.9,110,105,5,1,0,0,5,0,0,0,0,0,80,0,8,Matches
Gonçalo Guedes,pt POR,"FW,MF",26-110,7.9,201,182,19,2,0,4,27,2,14,3,8,2,138,0,8,Matches
Craig Dawson,eng ENG,DF,32-317,7.5,468,455,12,9,0,1,0,3,0,0,0,0,394,1,1,Matches
Mario Lemina,ga GAB,MF,29-199,6.6,324,321,3,3,0,3,1,0,0,0,0,0,284,0,5,Matches
Raúl Jiménez,mx MEX,FW,31-318,8.3,172,154,18,0,1,1,5,4,0,0,0,0,122,0,4,Matches
Pablo Sarabia,es ESP,"FW,MF",30-312,5.7,242,213,28,5,1,2,31,3,20,16,1,0,176,1,9,Matches
Matheus Cunha,br BRA,FW,23-296,4.8,105,90,14,1,0,0,3,3,0,0,0,0,77,1,2,Matches
Boubacar Traoré,ml MLI,MF,21-211,4.3,125,122,0,0,0,0,1,0,0,0,0,0,97,3,1,Matches
Toti Gomes,pt POR,DF,24-062,3.4,173,169,4,2,0,2,1,2,0,0,0,0,147,0,1,Matches
Leander Dendoncker,be BEL,MF,27-338,2.4,99,96,3,3,0,2,1,0,0,0,0,0,86,0,5,Matches
Morgan Gibbs-White,eng ENG,"FW,MF",23-051,2.0,95,88,7,2,0,1,8,1,4,0,3,0,75,0,2,Matches
Joseph Hodge,ie IRL,MF,20-186,1.9,87,83,2,0,0,0,1,2,0,0,0,0,69,2,3,Matches
João Gomes,br BRA,"MF,FW",22-035,1.8,94,90,3,2,0,1,1,0,0,0,0,0,71,1,5,Matches
Sasa Kalajdzic,at AUT,FW,25-255,0.5,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1,Matches
Chem Campbell,wls WAL,"FW,MF",20-079,0.8,32,31,1,0,0,0,4,0,1,1,0,0,23,0,1,Matches
Dexter Lembikisa,jm JAM,DF,19-135,0.3,13,12,1,0,0,0,1,1,0,0,0,0,10,0,2,Matches
Connor Ronan,ie IRL,MF,25-013,0.0,4,3,1,1,0,0,1,0,0,0,0,0,3,0,0,Matches
Squad Total,,,27.3,28.0,13682,12404,1228,310,33,110,490,504,134,52,52,2,10926,50,266,
Opponent Total,,,27.1,28.0,13603,12290,1287,351,44,120,547,558,143,71,46,4,10854,26,255,
