Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Nico Schlotterbeck,de GER,DF,23-108,24.3,56,32,34,21,1,35,51,68.6,16,36,19,17,30,86,70,1,Matches
Jude Bellingham,eng ENG,MF,19-263,23.1,62,33,23,26,13,29,39,74.4,10,43,3,40,29,91,22,0,Matches
Julian Brandt,de GER,"MF,FW",26-321,19.5,20,14,3,11,6,9,27,33.3,18,13,0,13,14,34,6,1,Matches
Raphaël Guerreiro,pt POR,"DF,MF",29-087,18.4,27,13,10,12,5,16,26,61.5,10,13,1,12,26,53,14,0,Matches
Gregor Kobel,ch SUI,GK,25-103,18.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1,Matches
Niklas Süle,de GER,DF,27-197,15.8,14,11,10,2,2,5,10,50.0,5,22,13,9,11,25,35,0,Matches
Mats Hummels,de GER,DF,34-093,15.1,41,21,21,19,1,21,36,58.3,15,21,12,9,23,64,65,1,Matches
Salih Özcan,tr TUR,MF,25-067,14.9,24,14,6,14,4,13,32,40.6,19,20,2,18,21,45,16,1,Matches
Donyell Malen,nl NED,FW,24-059,11.8,9,4,2,3,4,4,6,66.7,2,10,0,10,4,13,6,0,Matches
Marco Reus,de GER,"MF,FW",33-292,12.2,24,14,9,13,2,5,20,25.0,15,9,3,6,5,29,7,0,Matches
Marius Wolf,de GER,DF,27-296,12.7,17,12,7,7,3,10,18,55.6,8,33,9,24,17,34,21,1,Matches
Karim Adeyemi,de GER,"FW,MF",21-060,8.9,11,7,3,5,3,6,18,33.3,12,11,0,11,6,17,1,0,Matches
Emre Can,de GER,MF,29-066,12.1,41,20,15,22,4,15,26,57.7,11,8,1,7,15,56,24,1,Matches
Youssoufa Moukoko,de GER,FW,18-119,10.5,12,6,3,6,3,3,6,50.0,3,6,0,6,1,13,1,0,Matches
Julian Ryerson,no NOR,DF,25-122,7.8,13,5,9,3,1,11,14,78.6,3,6,1,5,6,19,12,0,Matches
Anthony Modeste,fr FRA,FW,34-339,8.9,4,4,2,0,2,2,5,40.0,3,6,0,6,2,6,21,0,Matches
Alexander Meyer,de GER,GK,31-340,7.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
Thomas Meunier,be BEL,DF,31-188,6.5,16,7,8,5,3,10,17,58.8,7,7,2,5,9,25,16,0,Matches
Sébastien Haller,ci CIV,FW,28-270,6.2,0,0,0,0,0,0,2,0.0,2,4,0,4,0,0,5,0,Matches
Gio Reyna,us USA,"FW,MF",20-126,5.9,11,5,2,5,4,4,9,44.4,5,7,2,5,3,14,4,0,Matches
Jamie Bynoe-Gittens,eng ENG,"FW,MF",18-223,5.4,7,4,2,4,1,2,6,33.3,4,0,0,0,0,7,2,0,Matches
Mahmoud Dahoud,de GER,MF,27-077,3.4,10,8,3,4,3,7,7,100.0,0,6,2,4,7,17,2,0,Matches
Thorgan Hazard,be BEL,"FW,DF",29-355,5.2,17,6,5,11,1,12,17,70.6,5,6,0,6,5,22,5,0,Matches
Felix Passlack,de GER,DF,24-294,0.5,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
Tom Rothe,de GER,DF,18-141,0.3,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,2,0,Matches
Justin Njinmah,de GER,FW,22-124,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Antonios Papadopoulos,de GER,DF,23-190,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
Marco Pašalić,hr CRO,MF,22-186,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.4,25.0,438,241,177,195,66,220,394,55.8,174,287,70,217,236,674,363,7,
Opponent Total,,,27.2,25.0,529,314,255,217,57,257,527,48.8,270,313,85,228,263,792,514,7,
