Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
1,Dortmund,12,10,1,1,36,12,24,31,2.58,23.5,12.3,11.2,0.93,13,7,1,5,19,19,0,22,1.69,22.1,19.9,2.3,0.17
2,Bayern Munich,12,8,4,0,39,11,28,28,2.33,31.0,11.3,19.7,1.64,12,7,3,2,32,14,18,24,2.0,21.3,14.0,7.3,0.61
3,RB Leipzig,12,9,2,1,28,10,18,29,2.42,24.0,11.9,12.0,1.0,13,4,4,5,21,20,1,16,1.23,21.3,15.3,6.0,0.46
