Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Nico Schlotterbeck,de GER,DF,23-108,24.3,1845,1781,62,53,2,48,11,9,0,0,0,0,1593,2,23,Matches
Jude Bellingham,eng ENG,MF,19-263,23.1,1241,1195,41,26,8,21,22,13,1,0,0,0,1004,5,23,Matches
Julian Brandt,de GER,"MF,FW",26-321,19.5,999,880,114,17,4,10,127,10,85,32,40,2,759,5,21,Matches
Raphaël Guerreiro,pt POR,"DF,MF",29-087,18.4,1249,1064,184,37,3,4,52,125,22,4,12,0,1038,1,23,Matches
Gregor Kobel,ch SUI,GK,25-103,18.0,727,562,163,35,0,1,0,0,0,0,0,0,588,2,0,Matches
Niklas Süle,de GER,DF,27-197,15.8,1237,1148,88,37,1,21,10,51,0,0,0,0,1111,1,14,Matches
Mats Hummels,de GER,DF,34-093,15.1,1070,1036,31,27,1,19,3,4,0,0,0,0,935,3,9,Matches
Salih Özcan,tr TUR,MF,25-067,14.9,831,793,37,29,1,6,3,6,0,0,0,0,722,1,7,Matches
Donyell Malen,nl NED,FW,24-059,11.8,370,341,27,1,1,3,43,4,20,14,5,0,272,2,11,Matches
Marco Reus,de GER,"MF,FW",33-292,12.2,398,367,30,17,0,1,14,1,2,0,0,0,312,1,14,Matches
Marius Wolf,de GER,DF,27-296,12.7,746,618,128,16,3,7,41,110,2,2,0,0,579,0,27,Matches
Karim Adeyemi,de GER,"FW,MF",21-060,8.9,287,274,12,3,0,1,15,4,5,5,0,0,210,1,13,Matches
Emre Can,de GER,MF,29-066,12.1,712,697,14,11,0,4,0,2,0,0,0,0,626,1,5,Matches
Youssoufa Moukoko,de GER,FW,18-119,10.5,163,139,23,0,1,1,3,0,0,0,0,0,115,1,8,Matches
Julian Ryerson,no NOR,DF,25-122,7.8,500,419,81,3,2,1,22,78,0,0,0,0,405,0,15,Matches
Anthony Modeste,fr FRA,FW,34-339,8.9,121,113,6,0,0,0,2,0,0,0,0,0,72,2,1,Matches
Alexander Meyer,de GER,GK,31-340,7.0,323,261,61,17,0,1,0,0,0,0,0,0,280,1,2,Matches
Thomas Meunier,be BEL,DF,31-188,6.5,435,368,67,5,1,3,16,62,0,0,0,0,322,0,14,Matches
Sébastien Haller,ci CIV,FW,28-270,6.2,161,154,7,0,1,1,1,0,0,0,0,0,106,0,4,Matches
Gio Reyna,us USA,"FW,MF",20-126,5.9,239,217,21,9,0,0,13,8,4,1,3,0,184,1,7,Matches
Jamie Bynoe-Gittens,eng ENG,"FW,MF",18-223,5.4,131,127,3,0,2,0,5,3,0,0,0,0,98,1,1,Matches
Mahmoud Dahoud,de GER,MF,27-077,3.4,242,236,4,2,1,1,3,0,2,0,2,0,198,2,7,Matches
Thorgan Hazard,be BEL,"FW,DF",29-355,5.2,324,268,55,9,0,2,37,26,17,4,12,0,235,1,3,Matches
Felix Passlack,de GER,DF,24-294,0.5,28,24,4,0,0,0,2,4,0,0,0,0,21,0,2,Matches
Tom Rothe,de GER,DF,18-141,0.3,18,14,4,2,0,0,2,2,0,0,0,0,15,0,0,Matches
Justin Njinmah,de GER,FW,22-124,0.2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,Matches
Antonios Papadopoulos,de GER,DF,23-190,0.1,19,19,0,0,0,1,0,0,0,0,0,0,17,0,0,Matches
Marco Pašalić,hr CRO,MF,22-186,0.1,7,7,0,0,0,0,1,0,0,0,0,0,6,0,0,Matches
Squad Total,,,26.4,25.0,14425,13124,1267,356,32,157,448,522,160,62,74,2,11823,34,256,
Opponent Total,,,27.2,25.0,10701,9515,1123,268,38,53,365,452,120,48,54,1,8109,63,229,
