Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Jeremías Ledesma,ar ARG,GK,30-034,25.0,909,756,906,3,0,0,909,3,3,100.0,0,0.0,448,2930,2046,0,1,0,0,0,266,0,Matches
Luis Hernández,es ESP,DF,33-339,24.0,1197,155,596,458,148,10,1197,3,3,100.0,0,0.0,484,2010,1158,4,2,0,3,1,575,4,Matches
Alfonso Espino,uy URU,DF,31-073,23.7,1342,93,461,600,296,19,1342,37,15,40.5,19,51.4,529,2217,1255,33,20,6,38,15,579,86,Matches
Rubén Sobrino,es ESP,"MF,FW",30-291,17.3,577,27,139,242,211,44,577,40,14,35.0,23,57.5,328,2268,1065,29,26,8,34,26,349,48,Matches
Álex Fernández,es ESP,"MF,FW",30-155,15.8,731,30,156,408,170,22,730,7,3,42.9,2,28.6,403,1777,763,16,18,3,16,23,503,23,Matches
Isaac Carcelen,es ESP,DF,29-330,15.7,784,87,319,349,123,6,784,13,11,84.6,2,15.4,298,1349,782,17,11,2,13,12,346,29,Matches
Fali,es ESP,"DF,MF",29-219,14.1,561,86,286,247,32,13,561,4,2,50.0,1,25.0,274,1334,744,3,2,0,5,0,290,7,Matches
Fede San Emeterio,es ESP,MF,26-003,12.9,527,44,179,307,46,6,527,2,1,50.0,0,0.0,258,986,413,1,5,1,7,5,289,5,Matches
Theo Bongonda,cd COD,"MF,FW",27-119,12.9,452,11,81,165,218,28,452,57,20,35.1,27,47.4,262,1869,910,32,22,6,26,12,283,66,Matches
Brian Ocampo,uy URU,"MF,FW",23-267,12.4,493,12,91,192,228,19,493,44,18,40.9,18,40.9,330,2359,1302,40,29,10,30,28,349,81,Matches
Rubén Alcaraz,es ESP,MF,31-322,14.0,734,43,191,435,115,13,733,14,8,57.1,5,35.7,391,2047,827,17,12,2,25,18,419,10,Matches
