Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Jeremías Ledesma,ar ARG,GK,30-052,25.0,835,502,329,116,0,2,0,0,0,0,0,0,421,4,0,Matches
Luis Hernández,es ESP,DF,33-357,25.0,1027,844,181,51,0,22,13,130,0,0,0,0,739,2,11,Matches
Alfonso Espino,uy URU,DF,31-091,24.7,1083,840,235,28,2,8,68,206,1,0,0,0,680,8,44,Matches
Rubén Sobrino,es ESP,"MF,FW",30-309,18.3,404,396,7,0,1,2,9,5,0,0,0,0,288,1,18,Matches
Fali,es ESP,"DF,MF",29-237,15.1,457,438,19,19,1,10,2,0,0,0,0,0,338,0,4,Matches
Álex Fernández,es ESP,"MF,FW",30-173,15.8,615,562,53,32,1,8,29,1,13,4,6,0,514,0,6,Matches
Isaac Carcelen,es ESP,DF,29-348,15.7,602,485,115,16,0,4,26,97,2,1,1,0,473,2,9,Matches
Fede San Emeterio,es ESP,MF,26-021,13.8,445,432,8,8,0,4,3,0,0,0,0,0,346,5,8,Matches
Rubén Alcaraz,es ESP,MF,31-340,15.0,639,589,47,32,3,14,31,0,11,7,1,1,495,3,8,Matches
Theo Bongonda,cd COD,"MF,FW",27-137,13.2,301,265,32,12,0,0,50,3,17,10,2,0,191,4,14,Matches
Brian Ocampo,uy URU,"MF,FW",23-285,12.4,369,338,27,5,0,3,34,5,17,11,3,1,274,4,11,Matches
Anthony Lozano,hn HON,FW,29-346,13.4,238,230,8,0,0,1,6,1,0,0,0,0,159,0,13,Matches
Iván Alejo,es ESP,"MF,FW",28-055,9.9,231,218,11,1,0,0,64,8,2,0,2,0,128,2,14,Matches
Víctor Chust,es ESP,DF,23-032,9.6,397,373,21,19,0,5,0,2,0,0,0,0,327,3,4,Matches
Álvaro Negredo,es ESP,FW,37-229,6.8,137,122,15,0,2,3,0,0,0,0,0,0,81,0,2,Matches
Joseba Zaldúa,es ESP,DF,30-286,7.1,277,222,53,4,0,1,12,49,0,0,0,0,190,2,8,Matches
Gonzalo Escalante,ar ARG,MF,30-010,6.7,256,244,9,4,0,4,3,0,0,0,0,0,194,3,4,Matches
Roger Martí,es ESP,FW,32-093,5.6,94,85,6,0,1,0,0,0,0,0,0,0,65,3,4,Matches
Mamadou Mbaye,sn SEN,DF,24-282,6.2,195,191,2,2,0,1,0,0,0,0,0,0,142,2,4,Matches
Lucas Pérez,es ESP,FW,34-208,7.0,236,184,49,10,0,2,40,1,23,15,6,0,169,3,4,Matches
Sergi Guardiola,es ESP,FW,31-312,5.2,119,115,3,0,0,0,6,0,0,0,0,0,75,1,4,Matches
Santiago Arzamendia,py PAR,"DF,MF",24-336,4.3,170,143,26,4,0,2,8,21,1,1,0,0,115,1,12,Matches
José Mari,es ESP,MF,35-121,3.7,172,163,8,8,0,6,1,0,0,0,0,0,141,1,2,Matches
Tomás Alarcón,cl CHI,MF,24-077,2.5,95,88,7,5,1,3,6,0,2,1,1,0,78,0,0,Matches
Raúl Parra,es ESP,DF,23-131,2.1,72,53,19,1,0,0,4,18,0,0,0,0,43,0,3,Matches
David Gil,es ESP,GK,29-085,2.0,71,46,25,10,0,1,0,0,0,0,0,0,29,0,0,Matches
Blanco,es ESP,MF,22-257,1.8,61,61,0,0,0,1,0,0,0,0,0,0,57,0,0,Matches
Awer Mabil,au AUS,"MF,FW",27-203,1.8,54,48,6,3,0,0,9,1,2,1,1,0,34,0,4,Matches
Cala,es ESP,DF,33-131,1.5,38,33,5,5,0,2,0,0,0,0,0,0,30,0,0,Matches
Jorge Meré,es ESP,DF,25-354,0.8,17,17,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
Mamady Diarra,ml MLI,"MF,DF",22-284,0.7,9,9,0,0,0,0,0,0,0,0,0,0,8,0,1,Matches
Alberto Perea,es ESP,MF,32-108,0.5,12,12,0,0,0,0,1,0,0,0,0,0,10,0,0,Matches
Chris Ramos,es ESP,"FW,MF",26-078,1.6,54,51,1,0,0,0,2,0,0,0,0,0,27,2,3,Matches
Youba Diarra,ml MLI,MF,25-013,0.6,26,26,0,0,1,0,0,0,0,0,0,0,21,0,0,Matches
Carlos García,es ESP,DF,22-273,0.3,24,23,1,1,0,0,0,0,0,0,0,0,20,0,0,Matches
Álvaro Giménez,es ESP,FW,31-322,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Squad Total,,,29.8,27.0,9834,8450,1328,396,13,109,427,548,91,51,23,2,6915,56,219,
Opponent Total,,,28.0,27.0,14249,12799,1397,414,26,182,631,571,144,43,64,0,11409,53,257,
