Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Jeremías Ledesma,ar ARG,GK,30-049,25.0,1,0,0,1,5,0,0,2,1,0,1,0,26,5,2,71.4,Matches
Luis Hernández,es ESP,DF,33-354,25.0,6,1,1,15,4,2,13,20,12,0,0,0,114,31,14,68.9,Matches
Alfonso Espino,uy URU,DF,31-088,24.7,6,0,0,34,23,2,68,31,39,0,3,0,171,23,33,41.1,Matches
Rubén Sobrino,es ESP,"MF,FW",30-306,18.3,8,0,0,37,37,7,9,15,21,0,0,0,111,41,46,47.1,Matches
Fali,es ESP,"DF,MF",29-234,15.1,5,0,0,14,16,1,2,7,13,0,0,0,79,24,20,54.5,Matches
Álex Fernández,es ESP,"MF,FW",30-170,15.8,0,0,0,5,14,0,29,7,6,0,0,0,67,10,28,26.3,Matches
Isaac Carcelen,es ESP,DF,29-345,15.7,2,3,0,13,16,1,26,14,41,0,1,0,94,12,19,38.7,Matches
Fede San Emeterio,es ESP,MF,26-018,13.8,7,0,0,38,17,0,3,7,13,0,0,0,48,18,24,42.9,Matches
Rubén Alcaraz,es ESP,MF,31-337,15.0,8,1,1,29,22,0,31,15,22,0,0,0,110,23,18,56.1,Matches
Theo Bongonda,cd COD,"MF,FW",27-134,13.2,0,0,0,8,22,4,50,5,12,0,0,0,57,10,12,45.5,Matches
Brian Ocampo,uy URU,"MF,FW",23-282,12.4,2,0,0,32,27,2,34,3,15,0,0,0,92,7,13,35.0,Matches
Anthony Lozano,hn HON,FW,29-343,13.4,3,0,0,35,27,7,6,3,2,0,0,0,36,52,63,45.2,Matches
Iván Alejo,es ESP,"MF,FW",28-052,9.9,10,1,1,31,28,1,64,2,18,0,1,0,47,15,14,51.7,Matches
Víctor Chust,es ESP,DF,23-029,9.6,3,0,0,8,3,1,0,10,6,0,1,0,45,16,15,51.6,Matches
Álvaro Negredo,es ESP,FW,37-226,6.8,0,0,0,4,7,5,0,0,4,0,0,0,7,26,20,56.5,Matches
Joseba Zaldúa,es ESP,DF,30-283,7.1,4,0,0,11,4,2,12,11,8,0,0,0,23,19,12,61.3,Matches
Gonzalo Escalante,ar ARG,MF,30-007,6.7,2,0,0,9,11,0,3,9,15,0,1,0,50,12,20,37.5,Matches
Roger Martí,es ESP,FW,32-090,5.6,1,0,0,19,10,7,0,0,3,0,0,0,19,9,17,34.6,Matches
Mamadou Mbaye,sn SEN,DF,24-279,6.2,1,0,0,4,1,2,0,3,3,0,1,0,23,19,14,57.6,Matches
Lucas Pérez,es ESP,FW,34-205,7.0,3,0,0,5,4,6,40,1,2,0,0,0,21,2,8,20.0,Matches
Sergi Guardiola,es ESP,FW,31-309,5.2,1,0,0,5,11,5,6,0,4,0,0,0,16,4,12,25.0,Matches
Santiago Arzamendia,py PAR,"DF,MF",24-333,4.3,0,0,0,4,2,0,8,1,6,0,0,0,37,5,6,45.5,Matches
José Mari,es ESP,MF,35-118,3.7,2,0,0,5,7,0,1,5,7,0,0,0,34,5,7,41.7,Matches
Tomás Alarcón,cl CHI,MF,24-074,2.5,2,1,1,4,3,0,6,2,2,0,0,0,14,3,1,75.0,Matches
Raúl Parra,es ESP,DF,23-128,2.1,1,0,0,4,1,0,4,1,1,0,0,0,10,0,0,,Matches
David Gil,es ESP,GK,29-082,2.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
Blanco,es ESP,MF,22-254,1.8,0,0,0,2,1,0,0,1,4,0,0,0,7,3,0,100.0,Matches
Awer Mabil,au AUS,"MF,FW",27-200,1.8,0,0,0,0,3,0,9,0,0,0,0,0,6,1,5,16.7,Matches
Cala,es ESP,DF,33-128,1.5,0,0,0,1,5,0,0,1,1,0,0,0,3,3,4,42.9,Matches
Jorge Meré,es ESP,DF,25-351,0.8,0,0,0,0,1,0,0,0,2,0,0,0,3,4,3,57.1,Matches
Mamady Diarra,ml MLI,"MF,DF",22-281,0.7,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,,Matches
Alberto Perea,es ESP,MF,32-105,0.5,0,0,0,0,2,0,1,0,0,0,0,0,2,0,2,0.0,Matches
Chris Ramos,es ESP,"FW,MF",26-075,1.6,1,0,0,6,5,0,2,1,2,0,0,0,8,16,15,51.6,Matches
Youba Diarra,ml MLI,MF,25-010,0.6,1,0,0,2,0,0,0,1,0,0,0,0,9,0,2,0.0,Matches
Carlos García,es ESP,DF,22-270,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Álvaro Giménez,es ESP,FW,31-319,0.2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,29.8,27.0,80,7,4,387,341,56,427,178,286,0,9,0,1398,419,469,47.2,
Opponent Total,,,28.0,27.0,68,7,5,362,364,53,631,174,274,6,2,1,1400,469,419,52.8,
