Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Jeremías Ledesma,ar ARG,GK,30-049,25,2250.0,90.0,92.6,25.0,25,90.0,25,0,,0,1.08,20.0,37.0,-17.0,-0.68,0.32,21.9,40.1,-18.2,-0.73,-0.17,Matches
Luis Hernández,es ESP,DF,33-354,25,2249.0,90.0,92.6,25.0,25,90.0,24,0,,1,1.08,20.0,38.0,-18.0,-0.72,-0.22,22.4,40.7,-18.3,-0.73,-0.21,Matches
Alfonso Espino,uy URU,DF,31-088,26,2222.0,85.0,91.4,24.7,25,88.0,23,1,18.0,0,1.08,21.0,35.0,-14.0,-0.57,1.6,22.5,38.6,-16.1,-0.65,0.73,Matches
Rubén Sobrino,es ESP,"MF,FW",30-306,23,1644.0,71.0,67.7,18.3,18,85.0,12,5,22.0,1,1.09,14.0,21.0,-7.0,-0.38,0.99,16.8,27.3,-10.5,-0.58,0.44,Matches
Fali,es ESP,"DF,MF",29-234,19,1362.0,72.0,56.0,15.1,17,76.0,10,2,34.0,5,1.11,13.0,20.0,-7.0,-0.46,0.55,13.9,21.7,-7.8,-0.52,0.45,Matches
Álex Fernández,es ESP,"MF,FW",30-170,23,1423.0,62.0,58.6,15.8,16,79.0,9,7,23.0,2,1.17,12.0,20.0,-8.0,-0.51,0.48,14.9,24.4,-9.5,-0.6,0.27,Matches
Isaac Carcelen,es ESP,DF,29-345,18,1416.0,79.0,58.3,15.7,16,82.0,10,2,52.0,2,1.28,13.0,13.0,0.0,0.0,1.69,15.9,21.7,-5.8,-0.37,0.84,Matches
Fede San Emeterio,es ESP,MF,26-018,23,1243.0,54.0,51.2,13.8,16,69.0,2,7,21.0,0,1.09,9.0,17.0,-8.0,-0.58,0.25,10.8,21.0,-10.2,-0.74,-0.05,Matches
Rubén Alcaraz,es ESP,MF,31-337,21,1349.0,64.0,55.5,15.0,15,77.0,5,6,31.0,0,1.29,14.0,18.0,-4.0,-0.27,0.98,13.8,22.2,-8.4,-0.56,0.35,Matches
Theo Bongonda,cd COD,"MF,FW",27-134,20,1190.0,60.0,49.0,13.2,15,69.0,1,5,31.0,5,1.15,11.0,15.0,-4.0,-0.3,0.79,11.8,18.3,-6.6,-0.5,0.43,Matches
Brian Ocampo,uy URU,"MF,FW",23-282,18,1119.0,62.0,46.0,12.4,15,69.0,2,3,26.0,1,1.17,10.0,17.0,-7.0,-0.56,0.26,10.2,19.3,-9.1,-0.73,-0.03,Matches
Anthony Lozano,hn HON,FW,29-343,22,1203.0,55.0,49.5,13.4,12,77.0,5,10,28.0,3,1.0,9.0,16.0,-7.0,-0.52,0.36,10.8,18.7,-8.0,-0.6,0.24,Matches
Iván Alejo,es ESP,"MF,FW",28-052,21,887.0,42.0,36.5,9.9,9,69.0,1,12,23.0,2,1.05,6.0,15.0,-9.0,-0.91,-0.33,9.6,15.9,-6.3,-0.64,0.12,Matches
Víctor Chust,es ESP,DF,23-029,12,863.0,72.0,35.5,9.6,9,83.0,8,3,39.0,2,0.92,7.0,20.0,-13.0,-1.36,-1.01,6.9,18.8,-11.8,-1.23,-0.8,Matches
Álvaro Negredo,es ESP,FW,37-226,15,615.0,41.0,25.3,6.8,8,64.0,1,7,14.0,8,0.73,6.0,13.0,-7.0,-1.02,-0.43,7.3,13.3,-6.0,-0.87,-0.21,Matches
Joseba Zaldúa,es ESP,DF,30-283,10,639.0,64.0,26.3,7.1,7,84.0,5,3,17.0,0,0.7,3.0,17.0,-14.0,-1.97,-1.72,4.3,13.7,-9.4,-1.33,-0.83,Matches
Gonzalo Escalante,ar ARG,MF,30-007,8,600.0,75.0,24.7,6.7,7,79.0,4,1,45.0,0,1.5,7.0,8.0,-1.0,-0.15,0.74,6.4,9.5,-3.1,-0.47,0.33,Matches
Roger Martí,es ESP,FW,32-090,8,507.0,63.0,20.9,5.6,7,71.0,0,1,13.0,1,1.5,5.0,6.0,-1.0,-0.18,0.66,4.7,7.9,-3.2,-0.57,0.19,Matches
Mamadou Mbaye,sn SEN,DF,24-279,8,559.0,70.0,23.0,6.2,6,80.0,5,2,40.0,9,1.13,4.0,11.0,-7.0,-1.13,-0.55,7.0,9.9,-2.9,-0.46,0.33,Matches
Lucas Pérez,es ESP,FW,34-205,14,628.0,45.0,25.8,7.0,5,80.0,2,9,25.0,1,0.79,7.0,14.0,-7.0,-1.0,-0.4,6.5,14.9,-8.5,-1.21,-0.67,Matches
Sergi Guardiola,es ESP,FW,31-309,7,466.0,67.0,19.2,5.2,5,83.0,2,2,25.0,0,1.29,6.0,5.0,1.0,0.19,1.11,6.0,6.6,-0.5,-0.1,0.76,Matches
Santiago Arzamendia,py PAR,"DF,MF",24-333,9,389.0,43.0,16.0,4.3,4,79.0,2,5,15.0,18,0.89,0.0,10.0,-10.0,-2.31,-1.92,3.6,8.6,-4.9,-1.14,-0.5,Matches
José Mari,es ESP,MF,35-118,14,336.0,24.0,13.8,3.7,2,55.0,0,12,19.0,5,1.07,5.0,7.0,-2.0,-0.54,0.19,4.2,8.0,-3.8,-1.01,-0.34,Matches
Tomás Alarcón,cl CHI,MF,24-074,4,223.0,56.0,9.2,2.5,2,83.0,1,2,29.0,4,0.0,0.0,7.0,-7.0,-2.83,-2.34,1.2,5.4,-4.2,-1.7,-1.08,Matches
Raúl Parra,es ESP,DF,23-128,4,190.0,48.0,7.8,2.1,2,79.0,0,2,17.0,8,1.75,1.0,2.0,-1.0,-0.47,0.25,1.7,2.5,-0.8,-0.38,0.36,Matches
David Gil,es ESP,GK,29-082,2,180.0,90.0,7.4,2.0,2,90.0,2,0,,14,0.5,1.0,3.0,-2.0,-1.0,-0.32,2.4,3.5,-1.1,-0.56,0.17,Matches
Blanco,es ESP,MF,22-254,3,158.0,53.0,6.5,1.8,2,67.0,0,1,25.0,9,0.0,1.0,6.0,-5.0,-2.85,-2.29,0.6,3.4,-2.8,-1.57,-0.91,Matches
Awer Mabil,au AUS,"MF,FW",27-200,5,165.0,33.0,6.8,1.8,1,61.0,0,4,26.0,8,0.0,1.0,6.0,-5.0,-2.73,-2.17,0.9,5.2,-4.3,-2.33,-1.73,Matches
Cala,es ESP,DF,33-128,3,137.0,46.0,5.6,1.5,1,72.0,0,2,33.0,9,0.67,0.0,3.0,-3.0,-1.97,-1.34,0.8,2.5,-1.7,-1.15,-0.46,Matches
