Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Jeremías Ledesma,ar ARG,GK,30-034,25,25,2250,25.0,37,1.48,138,100,78.3,6,9,10,9,36.0,8,7,1,0,12.5,Matches
David Gil,es ESP,GK,29-067,1,1,90,1.0,1,1.0,5,4,100.0,0,1,0,0,0.0,1,1,0,0,0.0,Matches
Squad Total,,,29.8,26,26,2340,26.0,38,1.46,143,104,79.0,6,10,10,9,34.6,9,8,1,0,11.1,
Opponent Total,,,27.9,26,26,2340,26.0,21,0.81,72,52,73.6,10,10,6,11,42.3,2,2,0,0,0.0,
