Player,minutes_played,matches_played,matches_started,tackles,tackles_won,defensive_third_tackles,midfield_tackles,attacking_third_tackles,shots_blocked,interceptions,clearances,errors_leading_to_goal,shot_creating_actions,sca_live_passes,sca_dead_passes,sca_take_ons,sca_shots,sca_fouls_drawn,sca_defensive_actions,goal_creation_actions,gca_live_passes,gca_dead_passes,gca_take_ons,gca_shots,gca_fouls_drawn,gca_defensive_actions,yellow_cards,red_cards,fouls,fouls_drawn,offsides,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerial_duels_won,aerial_duels_lost,short_passes_completed,short_passes_attempted,medium_passes_completed,medium_passes_attempted,long_passes_completed,long_passes_attempted,assists,expected_assists,key_passes,passes_into_final_third,passes_into_penalty_box,crosses_into_penalty_area,progressive_passes,touches_penalty_area_defending,touches_defensive_third,touches_middle_third,touches_attacking_third,touches_penalty_area_attacking,attempted_take_ons,successful_take_ons,tackled_take_ons,carries,total_carrying_distance,progressive_carrying_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,carry_miscontrols,carry_dispossessions,goals,total_shots,shots_on_target,goals_per_shot,average_shot_distance,freekick_shots,penalty_kicks_converted,penalty_kicks_attempted,xG
Pedro Malheiro,2059.0,23,23,70.0,40.0,47.0,22.0,1.0,2.0,26.0,58.0,0.0,30.0,25.0,3.0,0.0,0.0,0.0,2.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,31.0,14.0,0.0,0.0,0.0,0.0,153.0,14.0,24.0,501.0,567.0,385.0,473.0,70.0,158.0,5.0,1.8,12.0,63.0,12.0,12.0,69.0,67.0,523.0,752.0,296.0,13.0,50.0,25.0,23.0,718.0,3701.0,1850.0,31.0,27.0,4.0,25.0,13.0,0.0,13.0,2.0,0.0,26.1,0.0,0.0,0.0,0.5
Gaius Makouta,1937.0,23,22,25.0,12.0,10.0,13.0,2.0,3.0,31.0,35.0,0.0,31.0,24.0,0.0,2.0,3.0,1.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,23.0,39.0,1.0,0.0,1.0,0.0,112.0,41.0,29.0,359.0,423.0,278.0,343.0,61.0,90.0,2.0,1.2,10.0,65.0,7.0,3.0,82.0,48.0,230.0,687.0,232.0,21.0,42.0,19.0,18.0,602.0,3437.0,1442.0,26.0,30.0,3.0,38.0,26.0,0.0,17.0,4.0,0.0,18.7,2.0,0.0,0.0,0.9
Bruno Onyemaechi,1786.0,20,20,38.0,26.0,29.0,8.0,1.0,3.0,30.0,54.0,1.0,29.0,19.0,6.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,16.0,23.0,0.0,0.0,0.0,0.0,144.0,27.0,15.0,343.0,398.0,265.0,370.0,50.0,132.0,1.0,1.5,14.0,54.0,9.0,6.0,72.0,82.0,430.0,511.0,268.0,12.0,33.0,14.0,13.0,579.0,3590.0,1958.0,47.0,43.0,1.0,34.0,5.0,1.0,15.0,2.0,0.07,26.7,0.0,0.0,0.0,0.6
Sebastián Pérez Cardona,1727.0,20,20,45.0,26.0,10.0,31.0,4.0,3.0,27.0,14.0,0.0,32.0,29.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,26.0,32.0,0.0,0.0,0.0,0.0,121.0,7.0,16.0,371.0,403.0,458.0,494.0,153.0,209.0,0.0,0.8,14.0,88.0,12.0,0.0,113.0,30.0,306.0,880.0,127.0,7.0,9.0,3.0,4.0,692.0,2626.0,1310.0,13.0,7.0,0.0,13.0,6.0,1.0,9.0,4.0,0.11,23.7,0.0,0.0,0.0,0.4
Rafael Bracalli,1710.0,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,24.0,6.0,2.0,50.0,50.0,126.0,128.0,166.0,371.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,518.0,601.0,1.0,0.0,0.0,2.0,2.0,0.0,255.0,1567.0,985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Rodrigo Abascal,1575.0,19,19,33.0,23.0,21.0,12.0,0.0,4.0,24.0,79.0,1.0,19.0,17.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0,5.0,1.0,0.0,0.0,0.0,93.0,22.0,17.0,231.0,253.0,395.0,446.0,111.0,226.0,1.0,0.9,5.0,55.0,6.0,2.0,51.0,130.0,575.0,478.0,81.0,11.0,3.0,1.0,2.0,611.0,2241.0,1210.0,6.0,8.0,0.0,9.0,2.0,0.0,7.0,0.0,0.0,34.1,2.0,0.0,0.0,0.7
Vincent Sasso,1580.0,19,18,27.0,18.0,21.0,5.0,1.0,9.0,19.0,72.0,0.0,8.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,7.0,0.0,0.0,3.0,0.0,80.0,33.0,20.0,233.0,254.0,368.0,404.0,50.0,78.0,0.0,0.1,1.0,16.0,0.0,0.0,27.0,125.0,505.0,375.0,26.0,17.0,2.0,0.0,2.0,422.0,2016.0,991.0,3.0,5.0,0.0,2.0,2.0,4.0,11.0,4.0,0.36,10.9,0.0,0.0,0.0,1.7
Yusupha Njie,1512.0,19,16,16.0,9.0,2.0,9.0,5.0,3.0,6.0,10.0,0.0,37.0,22.0,0.0,4.0,6.0,4.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,24.0,36.0,7.0,3.0,0.0,0.0,47.0,32.0,86.0,112.0,137.0,91.0,110.0,17.0,22.0,1.0,0.6,16.0,19.0,10.0,1.0,34.0,14.0,41.0,280.0,221.0,59.0,40.0,18.0,13.0,306.0,1513.0,595.0,27.0,12.0,13.0,64.0,25.0,10.0,51.0,19.0,0.18,16.7,1.0,1.0,3.0,9.1
Reggie Cannon,1431.0,20,16,27.0,18.0,20.0,7.0,0.0,11.0,36.0,66.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,24.0,10.0,0.0,0.0,0.0,0.0,76.0,9.0,19.0,217.0,235.0,356.0,388.0,38.0,87.0,0.0,0.1,0.0,19.0,2.0,0.0,19.0,113.0,511.0,368.0,29.0,0.0,10.0,4.0,6.0,459.0,1785.0,799.0,10.0,7.0,0.0,4.0,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Ricardo Mangas,1251.0,19,15,13.0,4.0,8.0,4.0,1.0,0.0,11.0,19.0,0.0,21.0,17.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,24.0,25.0,7.0,0.0,0.0,0.0,64.0,17.0,24.0,155.0,184.0,87.0,121.0,19.0,36.0,0.0,0.7,8.0,15.0,8.0,1.0,30.0,25.0,141.0,203.0,190.0,31.0,40.0,13.0,20.0,298.0,1804.0,954.0,28.0,22.0,9.0,31.0,20.0,2.0,17.0,6.0,0.12,13.6,0.0,0.0,0.0,1.9
