Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Iván Márquez,es ESP,DF,28-283,25.4,1574,266,935,600,46,33,1574,2,2,100.0,0,0.0,880,4057,1715,10,1,0,7,0,1011,3,Matches
Jasper Cillessen,nl NED,GK,33-331,25.0,952,815,944,8,0,0,952,0,0,,0,,566,3120,2216,0,0,0,1,0,392,0,Matches
Bart van Rooij,nl NED,DF,21-297,25.0,1583,95,529,717,346,18,1583,33,11,33.3,18,54.5,788,4244,2048,49,35,5,25,13,864,98,Matches
Souffian El Karouani,ma MAR,DF,22-151,24.3,1515,83,434,637,472,39,1515,62,22,35.5,36,58.1,779,4602,2804,78,51,14,27,22,850,170,Matches
Lasse Schöne,dk DEN,MF,36-296,24.1,1673,92,418,969,304,4,1673,25,15,60.0,9,36.0,920,4536,1928,15,19,0,17,24,1019,22,Matches
Dirk Proper,nl NED,MF,21-023,23.7,1295,49,339,771,197,37,1295,31,20,64.5,10,32.3,776,3463,1426,14,15,5,34,12,862,24,Matches
Elayis Tavsan,nl NED,FW,21-323,22.2,895,10,105,323,483,86,895,135,59,43.7,56,41.5,632,5829,2860,109,76,41,49,34,662,173,Matches
Oussama Tannane,ma MAR,MF,28-361,19.2,1233,7,92,666,492,28,1232,71,37,52.1,29,40.8,759,4993,2233,68,67,15,49,36,886,83,Matches
Landry Dimata,be BEL,FW,25-199,18.3,491,19,35,239,219,76,489,22,7,31.8,12,54.5,308,1618,557,19,13,10,53,31,411,77,Matches
Magnus Mattsson,dk DEN,"FW,MF",24-022,13.6,622,16,107,271,248,54,622,73,32,43.8,33,45.2,389,2135,921,27,25,12,26,27,440,95,Matches
Philippe Sandler,nl NED,DF,26-037,11.5,864,122,418,412,38,14,864,5,2,40.0,2,40.0,533,3165,1828,15,6,0,4,2,556,4,Matches
Mikkel Duelund,dk DEN,"MF,FW",25-263,10.3,451,13,79,206,171,28,451,28,14,50.0,13,46.4,291,1884,663,15,15,1,35,21,320,44,Matches
Calvin Verdonk,nl NED,DF,25-327,10.7,832,80,372,383,88,11,832,7,6,85.7,1,14.3,481,2471,1315,8,10,0,7,9,518,17,Matches
Joris Kramer,nl NED,DF,26-229,8.8,515,76,297,210,10,7,515,2,1,50.0,1,50.0,286,1681,755,1,0,0,1,1,323,3,Matches
Ibrahim Cissoko,nl NED,"FW,MF",19-358,7.2,334,4,33,118,187,51,334,47,14,29.8,22,46.8,238,2078,1238,44,28,23,26,7,252,83,Matches
Pedro David Rosendo Marques,pt POR,FW,24-328,6.0,224,10,18,95,115,38,224,7,1,14.3,6,85.7,105,354,140,3,3,2,27,6,161,42,Matches
Jordy Bruijn,nl NED,"MF,FW",26-239,4.1,224,5,31,139,56,16,224,8,4,50.0,3,37.5,121,645,306,4,5,1,12,3,149,15,Matches
Terry Lartey Sanniez,nl NED,DF,26-221,1.2,75,11,36,36,3,1,75,0,0,,0,,51,195,111,1,0,0,1,0,49,0,Matches
Mattijs Branderhorst,nl NED,GK,29-078,1.0,36,33,36,0,0,0,36,0,0,,0,,20,129,63,0,0,0,0,0,17,0,Matches
Andri Fannar Baldursson,is ISL,"MF,FW",21-068,1.4,72,4,28,39,5,2,72,2,2,100.0,0,0.0,37,126,41,0,0,0,1,0,34,0,Matches
Anthony Musaba,nl NED,"FW,MF",22-103,1.3,73,2,12,22,40,8,73,12,3,25.0,9,75.0,51,452,209,6,5,5,4,4,53,16,Matches
Ilias Bronkhorst,nl NED,"FW,DF",25-313,0.6,26,2,5,10,11,2,26,0,0,,0,,16,58,7,0,0,0,1,2,18,3,Matches
Squad Total,,,26.3,26.0,15559,1814,5303,6871,3531,553,15556,572,252,44.1,260,45.5,9027,51835,25384,486,374,134,407,254,9847,972,
Opponent Total,,,25.7,26.0,15291,1608,4633,6677,4121,619,15288,389,157,40.4,193,49.6,8584,47204,24995,476,368,120,430,211,9449,1073,
