Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Jasper Cillessen,nl NED,GK,33-346,26,26,2340,26.0,29,1.12,143,114,81.8,7,13,6,7,26.9,3,3,0,0,0.0,Matches
Mattijs Branderhorst,nl NED,GK,29-093,1,1,90,1.0,1,1.0,2,1,50.0,0,0,1,0,0.0,0,0,0,0,,Matches
Squad Total,,,26.4,27,27,2430,27.0,30,1.11,145,115,81.4,7,13,7,7,25.9,3,3,0,0,0.0,
Opponent Total,,,25.8,27,27,2430,27.0,37,1.37,131,93,73.3,7,13,7,10,37.0,3,2,1,0,33.3,
