Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Iván Márquez,es ESP,DF,28-283,25.4,1315,1267,48,40,0,7,0,3,0,0,0,0,1118,0,6,Matches
Jasper Cillessen,nl NED,GK,33-331,25.0,888,638,246,56,0,1,0,0,0,0,0,0,601,4,2,Matches
Bart van Rooij,nl NED,DF,21-297,25.0,1328,1088,239,26,5,10,55,213,0,0,0,0,1022,1,18,Matches
Souffian El Karouani,ma MAR,DF,22-151,24.3,1233,983,247,22,2,2,112,225,0,0,0,0,906,3,43,Matches
Lasse Schöne,dk DEN,MF,36-296,24.1,1440,1283,155,85,2,3,94,5,65,11,47,2,1210,2,13,Matches
Dirk Proper,nl NED,MF,21-023,23.7,1072,1053,18,12,0,6,3,5,0,0,0,0,939,1,12,Matches
Elayis Tavsan,nl NED,FW,21-323,22.2,602,567,33,9,3,3,58,7,17,2,15,0,455,2,28,Matches
Oussama Tannane,ma MAR,MF,28-361,19.2,1000,853,140,58,12,27,114,11,63,16,41,0,714,7,24,Matches
Landry Dimata,be BEL,FW,25-199,18.3,302,279,22,0,1,0,3,0,0,0,0,0,225,1,8,Matches
Magnus Mattsson,dk DEN,"FW,MF",24-022,13.6,445,439,4,2,3,1,10,1,0,0,0,0,344,2,22,Matches
Philippe Sandler,nl NED,DF,26-037,11.5,734,713,21,18,1,8,1,1,0,0,0,0,640,0,5,Matches
Mikkel Duelund,dk DEN,"MF,FW",25-263,10.3,316,311,5,1,5,3,3,1,0,0,0,0,236,0,18,Matches
Calvin Verdonk,nl NED,DF,25-327,10.7,722,659,62,14,0,7,9,45,0,0,0,0,600,1,10,Matches
Joris Kramer,nl NED,DF,26-229,8.8,434,421,13,7,0,5,1,2,0,0,0,0,383,0,6,Matches
Ibrahim Cissoko,nl NED,"FW,MF",19-358,7.2,226,220,6,0,0,0,22,6,0,0,0,0,157,0,9,Matches
Pedro David Rosendo Marques,pt POR,FW,24-328,6.0,138,124,14,0,0,0,0,1,0,0,0,0,101,0,3,Matches
Jordy Bruijn,nl NED,"MF,FW",26-239,4.1,175,166,8,4,0,5,4,0,1,0,1,0,146,1,3,Matches
Terry Lartey Sanniez,nl NED,DF,26-221,1.2,63,62,1,1,0,4,0,0,0,0,0,0,58,0,0,Matches
Mattijs Branderhorst,nl NED,GK,29-078,1.0,36,23,13,1,0,0,0,0,0,0,0,0,19,0,0,Matches
Andri Fannar Baldursson,is ISL,"MF,FW",21-068,1.4,56,55,1,1,0,0,0,0,0,0,0,0,41,0,1,Matches
Anthony Musaba,nl NED,"FW,MF",22-103,1.3,41,40,1,1,0,0,2,0,0,0,0,0,31,0,5,Matches
Ilias Bronkhorst,nl NED,"FW,DF",25-313,0.6,18,16,2,0,0,0,2,1,0,0,0,0,11,0,0,Matches
Squad Total,,,26.3,26.0,12584,11260,1299,358,34,92,493,527,146,29,104,2,9957,25,236,
Opponent Total,,,25.7,26.0,12174,10991,1151,283,30,88,504,472,148,81,45,2,9547,32,207,
