Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Iván Márquez,es ESP,DF,28-298,26.4,21,11,18,3,0,11,20,55.0,9,44,29,15,25,46,119,0,Matches
Jasper Cillessen,nl NED,GK,33-346,26.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,12,0,Matches
Bart van Rooij,nl NED,DF,21-312,26.0,55,29,38,14,3,33,57,57.9,24,40,12,28,25,80,59,1,Matches
Souffian El Karouani,ma MAR,DF,22-166,25.3,58,37,36,20,2,33,55,60.0,22,26,10,16,18,76,59,0,Matches
Lasse Schöne,dk DEN,MF,36-311,25.1,37,17,15,16,6,27,48,56.3,21,29,16,13,30,67,43,0,Matches
Dirk Proper,nl NED,MF,21-038,24.7,51,22,23,15,13,16,33,48.5,17,24,6,18,24,75,24,0,Matches
Elayis Tavsan,nl NED,FW,21-338,23.0,34,21,14,15,5,11,23,47.8,12,20,1,19,2,36,12,0,Matches
Oussama Tannane,ma MAR,MF,29-011,20.2,33,18,9,20,4,9,16,56.3,7,11,0,11,7,40,4,0,Matches
Landry Dimata,be BEL,FW,25-214,19.3,6,3,1,4,1,1,7,14.3,6,5,3,2,0,6,9,0,Matches
Magnus Mattsson,dk DEN,"FW,MF",24-037,14.3,23,11,11,5,7,11,31,35.5,20,20,2,18,12,35,12,0,Matches
Philippe Sandler,nl NED,DF,26-052,12.3,15,9,10,5,0,10,11,90.9,1,14,9,5,13,28,65,2,Matches
Mikkel Duelund,dk DEN,"MF,FW",25-278,10.3,17,13,6,10,1,6,18,33.3,12,12,0,12,6,23,9,0,Matches
Calvin Verdonk,nl NED,DF,25-342,10.7,23,12,15,8,0,8,12,66.7,4,24,8,16,14,37,34,0,Matches
Joris Kramer,nl NED,DF,26-244,8.9,10,6,7,3,0,5,6,83.3,1,12,6,6,14,24,36,0,Matches
Ibrahim Cissoko,nl NED,FW,20-008,7.4,8,5,4,4,0,3,5,60.0,2,7,1,6,0,8,3,0,Matches
Pedro David Rosendo Marques,pt POR,FW,24-343,6.2,2,0,0,1,1,1,2,50.0,1,5,1,4,0,2,7,0,Matches
Jordy Bruijn,nl NED,"MF,FW",26-254,4.2,4,2,2,1,1,4,7,57.1,3,5,3,2,3,7,2,0,Matches
Terry Lartey Sanniez,nl NED,DF,26-236,1.2,2,1,1,1,0,1,1,100.0,0,1,0,1,1,3,4,1,Matches
Mattijs Branderhorst,nl NED,GK,29-093,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Andri Fannar Baldursson,is ISL,"MF,FW",21-083,1.4,8,6,3,5,0,4,5,80.0,1,1,1,0,3,11,2,0,Matches
Anthony Musaba,nl NED,"FW,MF",22-118,1.3,2,1,1,0,1,0,0,,0,5,0,5,0,2,1,0,Matches
Ilias Bronkhorst,nl NED,"FW,DF",25-328,0.6,2,1,1,0,1,0,1,0.0,1,0,0,0,0,2,1,0,Matches
Squad Total,,,26.4,27.0,411,225,215,150,46,194,359,54.0,165,306,108,198,197,608,517,4,
Opponent Total,,,25.8,27.0,526,329,255,197,74,267,533,50.1,266,312,93,219,242,768,552,3,
