Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
1,Feyenoord,13,9,4,0,26,7,19,31,2.38,25.2,8.8,16.4,1.26,13,9,3,1,33,18,15,30,2.31,24.1,13.8,10.2,0.79
2,PSV Eindhoven,13,11,1,1,42,10,32,34,2.62,32.7,10.8,22.0,1.69,14,6,4,4,29,23,6,22,1.57,30.5,15.2,15.3,1.09
3,Ajax,13,7,4,2,37,12,25,25,1.92,35.3,9.0,26.3,2.02,13,9,3,1,35,16,19,30,2.31,25.8,13.1,12.7,0.97
4,AZ Alkmaar,13,7,5,1,27,16,11,26,2.0,23.2,15.7,7.6,0.58,14,9,1,4,26,15,11,28,2.0,20.5,15.7,4.8,0.34
5,Twente,13,10,3,0,32,7,25,33,2.54,24.7,11.5,13.2,1.02,14,3,6,5,12,15,-3,15,1.07,20.1,17.6,2.6,0.18
