Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Jurriën Timber,nl NED,DF,21-275,24.7,32,24,17,9,6,13,19,68.4,6,19,11,8,25,57,43,0,Matches
Dušan Tadić,rs SRB,"FW,MF",34-119,24.0,20,9,6,7,7,10,14,71.4,4,23,3,20,7,27,17,0,Matches
Edson Álvarez,mx MEX,"MF,DF",25-146,20.7,58,33,33,21,4,35,57,61.4,22,26,10,16,25,83,57,0,Matches
Devyne Rensch,nl NED,DF,20-060,18.7,47,32,18,15,14,24,32,75.0,8,22,1,21,28,75,16,2,Matches
Kenneth Taylor,nl NED,MF,20-307,19.3,35,16,11,13,11,21,40,52.5,19,9,2,7,14,49,9,0,Matches
Steven Bergwijn,nl NED,"FW,MF",25-162,18.2,23,17,9,10,4,1,6,16.7,5,9,0,9,4,27,6,0,Matches
Steven Berghuis,nl NED,"MF,FW",31-090,18.2,34,18,12,11,11,14,29,48.3,15,15,0,15,4,38,8,2,Matches
Calvin Bassey,ng NGA,DF,23-078,18.5,40,25,21,16,3,15,22,68.2,7,22,5,17,18,58,40,1,Matches
Davy Klaassen,nl NED,MF,30-026,17.0,25,15,8,11,6,8,19,42.1,11,19,6,13,6,31,12,0,Matches
Remko Pasveer,nl NED,GK,39-131,15.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
Kudus Mohammed,gh GHA,"FW,MF",22-229,14.4,19,14,6,9,4,6,11,54.5,5,15,0,15,6,25,11,0,Matches
Brian Brobbey,nl NED,FW,21-046,13.2,5,5,1,1,3,1,2,50.0,1,3,1,2,2,7,10,0,Matches
Owen Wijndal,nl NED,DF,23-111,11.1,17,12,7,6,4,9,15,60.0,6,9,0,9,5,22,14,0,Matches
Daley Blind,nl NED,DF,33-010,10.5,18,12,7,10,1,9,13,69.2,4,9,2,7,12,30,18,0,Matches
Gerónimo Rulli,ar ARG,GK,30-303,10.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,Matches
Jorge Eduardo Sánchez,mx MEX,DF,25-099,7.3,31,18,19,6,6,17,27,63.0,10,15,3,12,9,40,17,0,Matches
Francisco Conceição,pt POR,"FW,MF",20-095,4.8,11,5,5,5,1,5,16,31.3,11,0,0,0,1,12,0,0,Matches
Antony,br BRA,FW,23-023,2.0,2,2,1,0,1,1,1,100.0,0,2,0,2,0,2,0,0,Matches
Florian Grillitsch,at AUT,"MF,DF",27-224,1.9,1,1,1,0,0,1,4,25.0,3,2,0,2,4,5,2,0,Matches
Lucas Ocampos,ar ARG,FW,28-251,1.1,2,1,0,2,0,1,3,33.3,2,2,0,2,2,4,1,0,Matches
Perr Schuurs,nl NED,DF,23-113,0.6,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,3,0,Matches
Lorenzo Lucca,it ITA,"FW,MF",22-190,1.3,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches
Youri Baas,nl NED,"DF,MF",20-002,0.6,5,2,4,1,0,2,2,100.0,0,1,1,0,2,7,2,0,Matches
Jorrel Hato,nl NED,DF,17-012,0.5,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0,Matches
Lisandro Magallán,ar ARG,DF,29-173,0.2,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches
Kian Fitz-Jim,nl NED,"MF,DF",19-257,0.2,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
Youri Regeer,nl NED,MF,19-213,0.1,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,0,0,Matches
Christian Rasmussen,dk DEN,FW,20-059,0.0,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,Matches
Squad Total,,,26.4,25.0,431,263,190,155,86,196,337,58.2,141,226,45,181,175,606,294,6,
Opponent Total,,,25.8,25.0,471,259,285,140,46,191,406,47.0,215,333,116,217,271,742,715,2,
