Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Jurriën Timber,nl NED,DF,21-293,26.7,2174,2110,63,47,3,0,3,13,0,0,0,0,2002,1,4,Matches
Dušan Tadić,rs SRB,"FW,MF",34-137,26.0,1534,1305,222,42,12,2,269,38,125,34,70,0,1069,7,64,Matches
Edson Álvarez,mx MEX,"MF,DF",25-164,22.7,1903,1864,36,26,4,9,0,9,0,0,0,0,1686,3,7,Matches
Kenneth Taylor,nl NED,MF,20-325,21.2,1558,1521,34,20,2,2,21,12,2,0,0,0,1370,3,17,Matches
Steven Berghuis,nl NED,"MF,FW",31-108,20.1,1500,1383,109,18,14,30,131,37,54,36,6,0,1184,8,19,Matches
Devyne Rensch,nl NED,DF,20-078,18.7,1272,1134,135,27,1,4,20,108,0,0,0,0,1090,3,36,Matches
Steven Bergwijn,nl NED,"FW,MF",25-180,19.3,985,937,45,8,3,4,33,21,15,0,0,0,850,3,22,Matches
Calvin Bassey,ng NGA,DF,23-096,19.5,1510,1417,88,32,1,6,33,49,0,0,0,0,1318,5,15,Matches
Davy Klaassen,nl NED,MF,30-044,18.1,697,677,14,4,2,2,5,7,0,0,0,0,581,6,13,Matches
Kudus Mohammed,gh GHA,"FW,MF",22-247,16.4,522,502,17,4,0,6,9,2,0,0,0,0,445,3,10,Matches
Remko Pasveer,nl NED,GK,39-149,15.0,588,499,86,20,0,1,0,1,0,0,0,0,470,3,0,Matches
Brian Brobbey,nl NED,FW,21-064,14.1,273,251,22,0,1,1,0,0,0,0,0,0,211,0,3,Matches
Owen Wijndal,nl NED,DF,23-129,12.0,778,692,83,13,0,3,15,70,0,0,0,0,686,3,14,Matches
Gerónimo Rulli,ar ARG,GK,30-321,12.0,510,433,76,28,0,2,0,0,0,0,0,0,446,1,1,Matches
Daley Blind,nl NED,DF,33-028,10.5,1133,1069,58,15,1,10,21,41,0,0,0,0,989,6,7,Matches
Jorge Eduardo Sánchez,mx MEX,DF,25-117,9.3,553,459,91,8,0,1,23,83,0,0,0,0,450,3,10,Matches
Francisco Conceição,pt POR,"FW,MF",20-113,5.2,234,224,10,2,1,1,14,4,4,0,0,0,179,0,11,Matches
Antony,br BRA,FW,23-041,2.0,104,96,7,1,2,1,6,5,1,0,0,0,79,1,0,Matches
Florian Grillitsch,at AUT,"MF,DF",27-242,1.9,186,175,11,6,0,3,1,0,4,0,0,0,167,0,1,Matches
Youri Baas,nl NED,"DF,MF",20-020,1.4,105,93,12,2,0,1,3,10,0,0,0,0,84,0,1,Matches
Lucas Ocampos,ar ARG,FW,28-269,1.1,67,67,0,0,0,0,2,0,0,0,0,0,58,0,0,Matches
Perr Schuurs,nl NED,DF,23-131,0.6,47,43,4,1,0,2,0,0,0,0,0,0,42,0,0,Matches
Lorenzo Lucca,it ITA,"FW,DF",22-208,1.4,41,41,0,0,0,1,0,0,0,0,0,0,21,0,2,Matches
Jorrel Hato,nl NED,DF,17-030,0.5,53,50,3,0,0,0,0,3,0,0,0,0,49,0,0,Matches
Lisandro Magallán,ar ARG,DF,29-191,0.2,11,11,0,0,0,0,0,0,0,0,0,0,8,0,1,Matches
Kian Fitz-Jim,nl NED,"MF,DF",19-275,0.2,19,19,0,0,0,0,0,0,0,0,0,0,18,0,0,Matches
Youri Regeer,nl NED,MF,19-231,0.1,7,7,0,0,0,0,0,0,0,0,0,0,6,0,1,Matches
Christian Rasmussen,dk DEN,FW,20-077,0.0,4,4,0,0,0,0,1,0,0,0,0,0,3,0,0,Matches
Squad Total,,,26.4,27.0,18368,17083,1226,324,47,92,610,513,205,70,76,0,15561,59,259,
Opponent Total,,,25.8,27.0,9208,8021,1154,295,12,59,336,428,86,43,34,0,6638,33,210,
