Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Jurriën Timber,nl NED,DF,21-293,26.7,3,0,0,30,20,0,3,30,28,0,0,0,156,39,43,47.6,Matches
Dušan Tadić,rs SRB,"FW,MF",34-137,26.0,3,0,0,23,33,12,269,7,12,0,0,0,84,10,16,38.5,Matches
Edson Álvarez,mx MEX,"MF,DF",25-164,22.7,9,0,0,27,12,3,0,28,37,0,0,0,210,75,59,56.0,Matches
Kenneth Taylor,nl NED,MF,20-325,21.2,3,0,0,21,27,0,21,17,16,0,0,0,128,15,19,44.1,Matches
Steven Berghuis,nl NED,"MF,FW",31-108,20.1,3,0,0,10,9,0,131,4,22,0,0,0,105,12,5,70.6,Matches
Devyne Rensch,nl NED,DF,20-078,18.7,2,1,0,14,21,1,20,28,32,0,0,0,99,20,12,62.5,Matches
Steven Bergwijn,nl NED,"FW,MF",25-180,19.3,0,0,0,11,28,9,33,4,18,1,0,0,84,6,7,46.2,Matches
Calvin Bassey,ng NGA,DF,23-096,19.5,0,0,0,13,24,0,33,21,25,0,0,0,152,34,21,61.8,Matches
Davy Klaassen,nl NED,MF,30-044,18.1,3,0,0,11,12,2,5,6,15,1,0,0,86,14,24,36.8,Matches
Kudus Mohammed,gh GHA,"FW,MF",22-247,16.4,1,0,0,26,31,16,9,7,15,0,0,0,91,10,12,45.5,Matches
Remko Pasveer,nl NED,GK,39-149,15.0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,100.0,Matches
Brian Brobbey,nl NED,FW,21-064,14.1,1,0,0,15,17,11,0,2,5,0,0,0,26,31,35,47.0,Matches
Owen Wijndal,nl NED,DF,23-129,12.0,2,0,0,12,20,1,15,5,12,0,0,0,58,9,11,45.0,Matches
Gerónimo Rulli,ar ARG,GK,30-321,12.0,0,0,0,0,0,0,0,1,0,0,0,0,15,7,0,100.0,Matches
Daley Blind,nl NED,DF,33-028,10.5,1,0,0,5,6,0,21,12,12,0,0,0,72,15,10,60.0,Matches
Jorge Eduardo Sánchez,mx MEX,DF,25-117,9.3,2,0,0,13,7,2,23,13,21,0,0,0,61,8,6,57.1,Matches
Francisco Conceição,pt POR,"FW,MF",20-113,5.2,3,0,0,9,11,1,14,1,6,0,0,0,22,3,6,33.3,Matches
Antony,br BRA,FW,23-041,2.0,0,0,0,0,5,0,6,0,2,0,0,0,8,1,0,100.0,Matches
Florian Grillitsch,at AUT,"MF,DF",27-242,1.9,2,0,0,2,3,0,1,4,1,0,0,0,18,3,3,50.0,Matches
Youri Baas,nl NED,"DF,MF",20-020,1.4,0,0,0,1,2,0,3,3,2,0,0,0,8,1,2,33.3,Matches
Lucas Ocampos,ar ARG,FW,28-269,1.1,0,0,0,2,1,0,2,2,1,0,0,0,8,1,3,25.0,Matches
Perr Schuurs,nl NED,DF,23-131,0.6,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,100.0,Matches
Lorenzo Lucca,it ITA,"FW,DF",22-208,1.4,1,0,0,4,3,1,0,0,0,0,0,0,3,19,8,70.4,Matches
Jorrel Hato,nl NED,DF,17-030,0.5,0,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0.0,Matches
Lisandro Magallán,ar ARG,DF,29-191,0.2,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,100.0,Matches
Kian Fitz-Jim,nl NED,"MF,DF",19-275,0.2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,Matches
Youri Regeer,nl NED,MF,19-231,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
Christian Rasmussen,dk DEN,FW,20-077,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,Matches
Squad Total,,,26.4,27.0,39,1,0,253,292,59,610,195,284,2,0,0,1546,337,303,52.7,
Opponent Total,,,25.8,27.0,54,0,0,306,236,33,336,283,283,0,4,0,1385,303,337,47.3,
