Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Remko Pasveer,nl NED,GK,39-149,15,15,1350,15.0,18,1.2,50,32,64.0,9,4,2,4,26.7,0,0,0,0,,Matches
Gerónimo Rulli,ar ARG,GK,30-321,12,12,1080,12.0,10,0.83,39,29,74.4,7,4,1,5,41.7,0,0,0,0,,Matches
Squad Total,,,26.4,27,27,2430,27.0,28,1.04,89,61,68.5,16,8,3,9,33.3,0,0,0,0,,
Opponent Total,,,25.8,27,27,2430,27.0,72,2.67,180,108,62.2,3,8,16,2,7.4,4,4,0,0,0.0,
