Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Tim Ream,us USA,DF,35-180,28.0,1636,1581,52,31,0,22,4,10,0,0,0,0,1416,3,6,Matches
Andreas Pereira,br BRA,MF,27-092,25.8,911,705,197,72,0,19,168,5,97,43,41,0,597,9,35,Matches
Harrison Reed,eng ENG,MF,28-066,24.4,956,907,45,11,0,3,39,4,2,1,1,0,735,4,31,Matches
Bernd Leno,de GER,GK,31-030,26.0,995,719,274,88,0,2,0,0,0,0,0,0,780,2,0,Matches
Bobby Reid,jm JAM,"FW,DF",30-060,23.6,802,724,74,6,0,2,51,68,0,0,0,0,561,4,32,Matches
João Palhinha,pt POR,MF,27-268,24.7,861,835,24,18,0,24,2,0,0,0,0,0,702,2,11,Matches
Antonee Robinson,us USA,DF,25-238,24.3,1315,1079,236,15,0,3,95,221,0,0,0,0,966,0,36,Matches
Kenny Tete,nl NED,DF,27-176,20.5,1106,839,260,24,1,7,70,236,0,0,0,0,808,7,32,Matches
Aleksandar Mitrović,rs SRB,FW,28-199,20.1,449,443,6,0,4,9,4,3,0,0,0,0,270,0,21,Matches
Willian,br BRA,FW,34-237,16.2,575,553,21,3,3,9,30,3,15,3,4,0,449,1,13,Matches
Issa Diop,fr FRA,DF,26-084,16.7,1043,1006,36,34,0,8,2,0,0,0,0,0,887,1,5,Matches
Tosin Adarabioyo,eng ENG,DF,25-191,13.2,652,621,27,22,0,6,2,4,0,0,0,0,526,4,8,Matches
Neeskens Kebano,cd COD,FW,31-024,7.9,188,186,2,0,0,1,20,0,2,0,0,0,139,0,15,Matches
Carlos Vinícius,br BRA,FW,28-009,7.2,121,118,2,0,2,0,4,0,0,0,0,0,71,1,10,Matches
Harry Wilson,wls WAL,FW,26-012,5.1,188,177,11,2,0,0,12,4,4,1,1,0,141,0,10,Matches
Daniel James,wls WAL,FW,25-144,4.4,129,125,4,0,0,0,16,4,0,0,0,0,84,0,11,Matches
Manor Solomon,il ISR,FW,23-253,4.1,134,130,3,1,0,0,4,2,0,0,0,0,112,1,0,Matches
Saša Lukić,rs SRB,MF,26-233,2.4,140,135,5,5,0,0,1,0,0,0,0,0,128,0,0,Matches
Marek Rodák,sk SVK,GK,26-111,2.0,61,38,23,8,0,0,0,0,0,0,0,0,29,0,0,Matches
Layvin Kurzawa,fr FRA,DF,30-211,1.5,41,29,12,0,0,0,2,12,0,0,0,0,28,0,2,Matches
Tom Cairney,sct SCO,MF,32-073,5.5,415,400,15,2,2,3,19,4,6,2,2,0,355,0,4,Matches
Kevin Mbabu,ch SUI,"DF,FW",27-349,1.6,94,71,23,0,0,1,7,23,0,0,0,0,68,0,2,Matches
Jay Stansfield,eng ENG,FW,20-130,1.0,23,23,0,0,0,0,3,0,0,0,0,0,9,0,3,Matches
Nathaniel Chalobah,eng ENG,MF,28-112,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Cédric Soares,pt POR,DF,31-215,0.2,25,19,5,0,0,0,3,5,0,0,0,0,17,1,0,Matches
Josh Onomah,eng ENG,MF,25-341,0.2,6,6,0,0,0,0,0,0,0,0,0,0,4,0,1,Matches
Luke Harris,wls WAL,"MF,FW",18-000,0.1,14,14,0,0,0,0,1,0,0,0,0,0,13,0,0,Matches
Shane Duffy,ie IRL,"FW,DF",31-092,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Tyrese Francois,au AUS,FW,22-261,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Squad Total,,,29.0,28.0,12891,11494,1357,342,12,119,559,608,126,50,49,0,9903,40,288,
Opponent Total,,,27.3,28.0,14350,13008,1274,321,58,104,455,551,153,66,52,1,11354,68,272,
