Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Tim Ream,us USA,DF,35-165,27.0,1799,265,953,803,53,12,1799,13,9,69.2,2,15.4,1099,6037,4022,21,11,0,13,4,1178,1,Matches
Andreas Pereira,br BRA,MF,27-077,24.9,1078,13,87,513,492,50,1077,42,14,33.3,22,52.4,591,3316,1458,46,38,9,43,42,695,110,Matches
Harrison Reed,eng ENG,MF,28-051,23.7,1150,42,211,628,319,31,1150,19,7,36.8,12,63.2,537,2460,860,24,17,2,33,18,680,67,Matches
Bernd Leno,de GER,GK,31-015,25.0,1010,800,1004,6,0,0,1010,0,0,,0,,548,2714,1553,0,0,0,1,0,475,0,Matches
Bobby Reid,jm JAM,"FW,DF",30-045,22.9,1023,49,206,416,414,58,1023,44,16,36.4,20,45.5,548,2617,1232,44,29,11,49,23,640,147,Matches
João Palhinha,pt POR,MF,27-253,23.7,1144,58,269,717,170,27,1144,21,7,33.3,9,42.9,503,1803,589,4,9,2,22,17,587,14,Matches
Antonee Robinson,us USA,DF,25-223,23.3,1491,80,516,621,379,20,1491,55,26,47.3,22,40.0,753,5210,2932,76,60,10,29,16,804,96,Matches
Aleksandar Mitrović,rs SRB,FW,28-184,20.1,743,26,76,356,316,132,737,45,23,51.1,20,44.4,416,1731,627,19,11,10,57,53,593,91,Matches
Kenny Tete,nl NED,DF,27-161,19.6,1311,78,380,626,323,17,1311,19,12,63.2,5,26.3,555,2868,1538,47,36,3,16,17,647,44,Matches
Willian,br BRA,FW,34-222,16.2,717,5,86,266,378,46,717,46,24,52.2,13,28.3,476,3461,1724,63,49,17,30,18,522,88,Matches
Issa Diop,fr FRA,DF,26-069,15.7,1095,118,521,563,23,8,1095,3,2,66.7,1,33.3,691,4580,2928,8,4,0,5,1,745,3,Matches
Tosin Adarabioyo,eng ENG,DF,25-176,13.2,777,122,412,349,22,4,777,3,2,66.7,1,33.3,393,2187,1343,7,9,0,2,4,475,1,Matches
Neeskens Kebano,cd COD,FW,31-009,7.9,285,10,46,80,166,27,285,28,9,32.1,14,50.0,182,1403,794,37,14,10,15,10,194,63,Matches
Carlos Vinícius,br BRA,FW,27-359,6.2,192,9,13,75,106,29,192,8,1,12.5,6,75.0,106,399,107,3,5,2,30,11,137,25,Matches
Harry Wilson,wls WAL,FW,25-362,5.0,246,10,44,93,111,16,246,10,7,70.0,3,30.0,158,890,284,8,8,4,10,10,178,38,Matches
Daniel James,wls WAL,FW,25-129,4.2,164,8,19,51,99,15,164,8,1,12.5,3,37.5,98,858,472,15,8,4,7,8,108,27,Matches
Manor Solomon,il ISR,FW,23-238,3.1,140,4,31,51,63,6,140,15,9,60.0,6,40.0,91,667,327,7,7,2,6,7,90,25,Matches
Saša Lukić,rs SRB,MF,26-218,2.3,146,4,27,94,25,3,146,2,2,100.0,0,0.0,90,510,271,3,3,1,2,0,104,4,Matches
Marek Rodák,sk SVK,GK,26-096,2.0,65,58,65,0,0,0,65,0,0,,0,,36,206,94,0,0,0,1,0,21,0,Matches
Layvin Kurzawa,fr FRA,DF,30-196,1.5,64,8,35,18,11,0,64,4,2,50.0,2,50.0,29,100,20,1,0,0,3,1,24,2,Matches
Tom Cairney,sct SCO,MF,32-058,5.2,466,2,71,220,184,18,466,11,5,45.5,4,36.4,300,1649,821,21,18,6,13,10,354,26,Matches
Kevin Mbabu,ch SUI,"DF,FW",27-334,1.6,114,4,38,40,38,0,114,6,4,66.7,2,33.3,57,273,159,4,2,0,1,2,59,11,Matches
Jay Stansfield,eng ENG,FW,20-115,1.0,35,2,7,14,15,7,35,0,0,,0,,13,88,35,2,2,0,2,2,23,4,Matches
Nathaniel Chalobah,eng ENG,MF,28-097,0.1,11,4,5,3,3,1,11,0,0,,0,,6,16,8,0,1,0,1,1,8,0,Matches
Josh Onomah,eng ENG,MF,25-326,0.2,11,0,3,4,4,0,11,1,0,0.0,1,100.0,5,38,24,1,0,0,1,1,5,0,Matches
Luke Harris,wls WAL,"MF,FW",17-350,0.1,14,0,0,8,6,0,14,0,0,,0,,9,46,14,0,0,0,0,1,13,0,Matches
Cédric Soares,pt POR,DF,31-200,0.1,16,0,3,8,5,0,16,0,0,,0,,8,22,14,0,0,0,1,0,8,0,Matches
Shane Duffy,ie IRL,"FW,DF",31-077,0.1,5,0,2,3,0,0,5,0,0,,0,,1,1,0,0,0,0,1,0,2,0,Matches
Tyrese Francois,au AUS,FW,22-246,0.0,5,0,1,3,1,0,5,0,0,,0,,1,0,0,0,0,0,1,0,2,1,Matches
Squad Total,,,29.0,27.0,15317,1779,5131,6629,3726,527,15310,403,182,45.2,168,41.7,8300,46150,24250,461,341,93,395,277,9371,888,
Opponent Total,,,27.3,27.0,16970,1790,5926,7456,3715,639,16966,435,172,39.5,196,45.1,9484,47602,24088,398,247,115,401,234,10935,1008,
