Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Bernd Leno,de GER,GK,31-015,25,25,2250,25.0,35,1.4,134,99,76.9,11,4,10,7,28.0,4,4,0,0,0.0,Matches
Marek Rodák,sk SVK,GK,26-096,2,2,180,2.0,2,1.0,4,2,50.0,0,2,0,1,50.0,0,0,0,0,,Matches
Squad Total,,,29.0,27,27,2430,27.0,37,1.37,138,101,76.1,11,6,10,8,29.6,4,4,0,0,0.0,
Opponent Total,,,27.3,27,27,2430,27.0,38,1.41,107,70,68.2,10,6,11,6,22.2,7,4,2,1,33.3,
