Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Tim Ream,us USA,DF,35-165,27,27,2427.0,27.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.3,21.0,98.0,1.0,0.04,0.0,0.04,0.04,0.04,0.01,0.0,0.01,0.01,0.01,Matches
Andreas Pereira,br BRA,MF,27-077,27,27,2240.0,24.9,2.0,6.0,8.0,1.0,1.0,1.0,7.0,0.0,4.8,4.0,5.0,9.0,46.0,101.0,110.0,0.08,0.24,0.32,0.04,0.28,0.19,0.2,0.39,0.16,0.36,Matches
Harrison Reed,eng ENG,MF,28-051,26,26,2130.0,23.7,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.3,1.3,2.2,3.6,24.0,73.0,67.0,0.08,0.04,0.13,0.08,0.13,0.06,0.09,0.15,0.06,0.15,Matches
Bernd Leno,de GER,GK,31-015,25,25,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bobby Reid,jm JAM,"FW,DF",30-045,26,25,2058.0,22.9,4.0,1.0,5.0,4.0,0.0,0.0,7.0,0.0,3.7,3.7,1.4,5.1,44.0,47.0,147.0,0.17,0.04,0.22,0.17,0.22,0.16,0.06,0.22,0.16,0.22,Matches
João Palhinha,pt POR,MF,27-253,24,24,2135.0,23.7,3.0,0.0,3.0,3.0,0.0,0.0,10.0,0.0,2.2,2.2,0.3,2.4,4.0,73.0,14.0,0.13,0.0,0.13,0.13,0.13,0.09,0.01,0.1,0.09,0.1,Matches
Antonee Robinson,us USA,DF,25-223,24,24,2098.0,23.3,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.1,1.1,76.0,87.0,96.0,0.0,0.04,0.04,0.0,0.04,0.0,0.05,0.05,0.0,0.05,Matches
Aleksandar Mitrović,rs SRB,FW,28-184,21,21,1813.0,20.1,11.0,1.0,12.0,8.0,3.0,6.0,6.0,0.0,12.3,7.6,2.1,9.8,19.0,41.0,91.0,0.55,0.05,0.6,0.4,0.45,0.61,0.11,0.72,0.38,0.49,Matches
Kenny Tete,nl NED,DF,27-161,21,20,1768.0,19.6,0.0,4.0,4.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,1.4,1.8,47.0,65.0,44.0,0.0,0.2,0.2,0.0,0.2,0.02,0.07,0.09,0.02,0.09,Matches
Willian,br BRA,FW,34-222,19,17,1459.0,16.2,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,2.5,2.5,2.5,5.0,63.0,74.0,88.0,0.19,0.12,0.31,0.19,0.31,0.15,0.16,0.31,0.15,0.31,Matches
Issa Diop,fr FRA,DF,26-069,18,15,1416.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,8.0,54.0,3.0,0.06,0.0,0.06,0.06,0.06,0.02,0.0,0.02,0.02,0.02,Matches
Tosin Adarabioyo,eng ENG,DF,25-176,15,13,1185.0,13.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,7.0,40.0,1.0,0.08,0.0,0.08,0.08,0.08,0.02,0.0,0.02,0.02,0.02,Matches
Neeskens Kebano,cd COD,FW,31-009,12,9,713.0,7.9,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.4,1.8,37.0,21.0,63.0,0.0,0.38,0.38,0.0,0.38,0.06,0.17,0.23,0.06,0.23,Matches
Carlos Vinícius,br BRA,FW,27-359,18,5,562.0,6.2,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.5,1.5,0.6,2.1,3.0,6.0,25.0,0.32,0.16,0.48,0.32,0.48,0.23,0.1,0.33,0.23,0.33,Matches
Harry Wilson,wls WAL,FW,25-362,18,4,453.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,0.1,1.2,8.0,16.0,38.0,0.0,0.0,0.0,0.0,0.0,0.22,0.02,0.24,0.22,0.24,Matches
Daniel James,wls WAL,FW,25-129,13,3,376.0,4.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.3,1.6,15.0,12.0,27.0,0.24,0.0,0.24,0.24,0.24,0.32,0.08,0.39,0.32,0.39,Matches
Manor Solomon,il ISR,FW,23-238,9,2,281.0,3.1,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.1,7.0,15.0,25.0,1.28,0.0,1.28,1.28,1.28,0.32,0.03,0.35,0.32,0.35,Matches
Saša Lukić,rs SRB,MF,26-218,4,2,210.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Marek Rodák,sk SVK,GK,26-096,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Layvin Kurzawa,fr FRA,DF,30-196,3,2,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tom Cairney,sct SCO,MF,32-058,22,1,471.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,1.2,1.9,21.0,50.0,26.0,0.0,0.0,0.0,0.0,0.0,0.12,0.24,0.36,0.12,0.36,Matches
Kevin Mbabu,ch SUI,"DF,FW",27-334,6,1,144.0,1.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,4.0,8.0,11.0,0.0,0.62,0.62,0.0,0.62,0.0,0.25,0.25,0.0,0.25,Matches
Jay Stansfield,eng ENG,FW,20-115,3,1,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.26,0.09,0.35,0.26,0.35,Matches
Nathaniel Chalobah,eng ENG,MF,28-097,4,1,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.71,0.71,0.71,Matches
Josh Onomah,eng ENG,MF,25-326,2,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luke Harris,wls WAL,"MF,FW",17-350,3,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cédric Soares,pt POR,DF,31-200,2,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Shane Duffy,ie IRL,"FW,DF",31-077,4,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tyrese Francois,au AUS,FW,22-246,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Terry Ablade,fi FIN,FW,21-158,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Martial Godo,eng ENG,MF,20-005,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Rodrigo Muniz,br BRA,FW,21-319,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Stefan Parkes,eng ENG,DF,18-356,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Charlie Robinson,eng ENG,DF,18-181,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Kristian Sekularac,eng ENG,MF,19-102,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
George Wickens,eng ENG,GK,21-131,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,29.0,27,297,2430.0,27.0,35.0,21.0,56.0,31.0,4.0,7.0,64.0,1.0,33.7,28.2,20.2,48.4,461.0,894.0,888.0,1.3,0.78,2.07,1.15,1.93,1.25,0.75,2.0,1.04,1.79,
Opponent Total,,,27.3,27,297,2430.0,27.0,37.0,23.0,60.0,33.0,4.0,4.0,36.0,5.0,44.9,42.3,33.4,75.7,398.0,1021.0,1008.0,1.37,0.85,2.22,1.22,2.07,1.66,1.24,2.9,1.57,2.81,
