Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Jiří Pavlenka,cz CZE,GK,30-339,23.3,45,1,0,4,2,38.6,0.3,-4.4,-0.19,154,360,42.8,654,106,39.1,35.9,195,53.3,44.8,310,13,4.2,30,1.29,15.8,Matches
Michael Zetterer,de GER,GK,27-250,1.7,3,0,0,1,0,3.2,0.24,0.2,0.11,16,33,48.5,49,13,51.0,41.6,12,66.7,50.3,15,3,20.0,4,2.37,16.5,Matches
Squad Total,,,27.9,25.0,48,1,0,5,2,41.8,0.3,-4.2,-0.17,170,393,43.3,703,119,40.0,36.3,207,54.1,45.1,325,16,4.9,34,1.36,15.8,
Opponent Total,,,26.9,25.0,39,5,1,3,1,35.7,0.27,-2.3,-0.09,162,428,37.9,839,112,42.8,36.6,139,49.6,43.8,314,22,7.0,32,1.28,16.0,
