Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Marvin Ducksch,de GER,FW,29-030,26,2180.0,84.0,93.2,24.2,26,84.0,15,0,,0,1.19,33.0,47.0,-14.0,-0.58,-2.83,28.7,38.5,-9.8,-0.4,-0.27,Matches
Niclas Füllkrug,de GER,FW,30-056,25,2207.0,88.0,94.3,24.5,25,88.0,23,0,,0,1.24,38.0,42.0,-4.0,-0.16,3.9,29.2,36.1,-6.9,-0.28,1.81,Matches
Jiří Pavlenka,cz CZE,GK,30-357,25,2188.0,88.0,93.5,24.3,25,88.0,24,0,,0,1.2,38.0,47.0,-9.0,-0.37,0.22,28.9,37.3,-8.4,-0.35,0.6,Matches
Anthony Jung,de GER,"DF,FW",31-154,26,2041.0,79.0,87.2,22.7,25,81.0,8,1,23.0,0,1.19,30.0,47.0,-17.0,-0.75,-2.86,24.1,37.4,-13.3,-0.59,-1.57,Matches
Mitchell Weiser,de GER,"DF,FW",28-350,23,1929.0,84.0,82.4,21.4,22,87.0,17,1,23.0,0,1.09,32.0,43.0,-11.0,-0.51,-0.73,25.9,33.8,-7.8,-0.37,0.11,Matches
Marco Friedl,at AUT,DF,25-021,22,1874.0,85.0,80.1,20.8,22,85.0,19,0,,0,1.23,34.0,40.0,-6.0,-0.29,0.48,25.2,30.6,-5.4,-0.26,0.63,Matches
Amos Pieper,de GER,DF,25-079,25,1860.0,74.0,79.5,20.7,21,85.0,15,4,17.0,0,1.12,29.0,37.0,-8.0,-0.39,-0.01,25.7,29.9,-4.2,-0.2,0.9,Matches
Miloš Veljković,rs SRB,DF,27-192,21,1611.0,77.0,68.8,17.9,18,88.0,17,3,12.0,0,1.43,31.0,36.0,-5.0,-0.28,0.34,21.8,28.0,-6.2,-0.35,0.13,Matches
Christian Groß,de GER,MF,34-057,20,1451.0,73.0,62.0,16.1,18,78.0,4,2,26.0,1,1.45,25.0,34.0,-9.0,-0.56,-0.46,19.7,23.3,-3.6,-0.22,0.42,Matches
Niklas Stark,de GER,DF,27-357,19,1389.0,73.0,59.4,15.4,15,86.0,12,4,26.0,4,1.26,24.0,30.0,-6.0,-0.39,-0.01,17.1,27.0,-9.9,-0.64,-0.63,Matches
Ilia Gruev,bg BUL,MF,22-335,23,1306.0,57.0,55.8,14.5,15,78.0,4,8,18.0,2,1.3,21.0,31.0,-10.0,-0.69,-0.69,17.5,28.5,-11.0,-0.76,-0.84,Matches
Jens Stage,dk DEN,MF,26-149,25,1241.0,50.0,53.0,13.8,14,74.0,1,11,18.0,1,1.2,20.0,24.0,-4.0,-0.29,0.2,14.0,19.0,-5.0,-0.36,0.05,Matches
Leonardo Bittencourt,de GER,"MF,DF",29-108,17,1048.0,62.0,44.8,11.6,14,69.0,3,3,26.0,1,1.35,19.0,21.0,-2.0,-0.17,0.39,11.9,16.9,-5.0,-0.43,-0.08,Matches
