Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Jiří Pavlenka,cz CZE,GK,30-339,24,24,2098,23.3,45,1.93,121,77,63.6,9,3,12,4,16.7,2,1,1,0,50.0,Matches
Michael Zetterer,de GER,GK,27-250,2,1,152,1.7,3,1.78,14,11,78.6,0,1,0,0,0.0,0,0,0,0,,Matches
Squad Total,,,27.9,25,25,2250,25.0,48,1.92,135,88,65.2,9,4,12,4,16.0,2,1,1,0,50.0,
Opponent Total,,,26.9,25,25,2250,25.0,39,1.56,111,72,69.4,12,4,9,5,20.0,6,5,1,0,16.7,
