Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Marvin Ducksch,de GER,FW,29-012,23.2,2,0,0,1,14,10,127,6,3,1,0,0,74,21,23,47.7,Matches
Niclas Füllkrug,de GER,FW,30-038,23.5,4,0,0,27,41,22,17,1,4,0,0,0,76,129,104,55.4,Matches
Jiří Pavlenka,cz CZE,GK,30-339,23.3,0,0,0,0,5,0,0,2,0,0,0,0,34,6,0,100.0,Matches
Anthony Jung,de GER,"DF,FW",31-136,21.7,1,0,0,20,18,1,33,16,23,0,0,0,140,23,23,50.0,Matches
Amos Pieper,de GER,DF,25-061,20.5,8,0,0,22,11,2,16,26,26,0,1,0,127,61,22,73.5,Matches
Mitchell Weiser,de GER,"DF,FW",28-332,20.4,6,0,0,28,44,3,49,24,34,1,0,0,147,22,22,50.0,Matches
Marco Friedl,at AUT,DF,25-003,19.8,6,1,0,15,20,2,23,46,27,0,0,2,173,28,34,45.2,Matches
Miloš Veljković,rs SRB,DF,27-174,16.9,1,0,0,10,9,0,1,26,13,0,0,0,81,39,28,58.2,Matches
Christian Groß,de GER,MF,34-039,15.3,2,0,0,37,13,0,4,17,20,0,0,0,111,20,18,52.6,Matches
Ilia Gruev,bg BUL,MF,22-317,14.5,1,0,0,25,11,0,11,19,22,0,0,0,95,14,16,46.7,Matches
Niklas Stark,de GER,DF,27-339,14.6,6,0,0,23,10,1,0,27,27,0,0,0,80,26,27,49.1,Matches
Jens Stage,dk DEN,MF,26-131,13.4,1,0,0,15,11,0,9,13,13,0,0,0,66,27,23,54.0,Matches
Leonardo Bittencourt,de GER,"MF,DF",29-090,11.3,6,0,0,29,25,3,30,9,14,0,0,0,72,3,11,21.4,Matches
Romano Schmid,at AUT,MF,23-051,12.1,1,0,0,9,15,1,16,6,13,0,0,0,72,11,18,37.9,Matches
Niklas Schmidt,de GER,MF,25-018,10.1,2,0,0,17,11,0,27,3,10,0,0,0,77,11,10,52.4,Matches
Lee Buchanan,eng ENG,"DF,FW",22-012,3.6,1,0,0,4,4,0,17,8,7,0,0,0,23,5,4,55.6,Matches
Oliver Burke,sct SCO,"FW,MF",25-346,3.0,0,0,0,3,4,3,6,0,0,1,0,0,7,6,11,35.3,Matches
Michael Zetterer,de GER,GK,27-250,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Fabio Chiarodia,it ITA,DF,17-287,0.7,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,50.0,Matches
Eren Dinkçi,de GER,"FW,MF",21-096,2.0,0,0,0,4,2,1,3,0,4,0,0,0,6,4,8,33.3,Matches
Maximilian Philipp,de GER,"MF,FW",29-018,1.0,0,0,0,1,2,0,0,3,1,0,0,0,4,0,0,,Matches
Nicolai Rapp,de GER,"MF,DF",26-096,0.8,0,0,0,2,0,0,1,0,1,0,0,0,6,1,2,33.3,Matches
Felix Agu,de GER,"DF,FW",23-173,0.5,0,0,0,3,3,0,1,0,0,0,1,0,3,1,1,50.0,Matches
Dikeni Salifou,tg TOG,MF,19-284,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,27.9,25.0,48,1,0,295,273,49,391,254,262,3,2,2,1476,460,406,53.1,
Opponent Total,,,26.9,25.0,46,0,0,287,280,71,410,228,213,2,6,1,1537,406,460,46.9,
