Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Kai Havertz,de GER,"FW,MF",23-296,23.0,7,56,25,44.6,2.44,1.09,0.11,0.24,12.6,0,1,1,9.1,8.3,0.15,-2.1,-2.3,Matches
Thiago Silva,br BRA,DF,38-193,20.1,0,10,1,10.0,0.5,0.05,0.0,0.0,11.9,0,0,0,1.0,1.0,0.1,-1.0,-1.0,Matches
Kepa Arrizabalaga,es ESP,GK,28-182,19.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mason Mount,eng ENG,"MF,FW",24-083,18.1,3,32,9,28.1,1.77,0.5,0.09,0.33,19.4,2,0,0,2.0,2.0,0.06,1.0,1.0,Matches
Marc Cucurella,es ESP,DF,24-255,16.8,0,7,0,0.0,0.42,0.0,0.0,,19.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Kalidou Koulibaly,sn SEN,DF,31-287,17.9,2,11,4,36.4,0.61,0.22,0.18,0.5,12.0,0,0,0,0.9,0.9,0.09,1.1,1.1,Matches
Ruben Loftus-Cheek,eng ENG,"MF,DF",27-070,14.6,0,9,2,22.2,0.62,0.14,0.0,0.0,18.6,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches
Raheem Sterling,eng ENG,"FW,MF",28-116,14.9,4,28,11,39.3,1.88,0.74,0.14,0.36,12.4,0,0,0,4.5,4.5,0.17,-0.5,-0.5,Matches
Jorginho,it ITA,MF,31-104,14.2,2,3,1,33.3,0.21,0.07,0.0,0.0,34.1,0,2,2,1.7,0.1,0.04,0.3,-0.1,Matches
Mateo Kovačić,hr CRO,MF,28-332,13.9,1,19,1,5.3,1.37,0.07,0.05,1.0,23.7,0,0,0,0.8,0.8,0.04,0.2,0.2,Matches
Reece James,eng ENG,"DF,MF",23-116,11.4,1,14,4,28.6,1.22,0.35,0.07,0.25,21.6,2,0,0,1.0,1.0,0.07,0.0,0.0,Matches
César Azpilicueta,es ESP,DF,33-218,12.3,0,7,1,14.3,0.57,0.08,0.0,0.0,18.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Trevoh Chalobah,eng ENG,DF,23-272,11.2,0,5,1,20.0,0.45,0.09,0.0,0.0,11.1,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
Ben Chilwell,eng ENG,"DF,MF",26-103,10.7,2,13,3,23.1,1.21,0.28,0.15,0.67,16.3,0,0,0,1.1,1.1,0.08,0.9,0.9,Matches
Conor Gallagher,eng ENG,"MF,FW",23-056,10.6,1,16,7,43.8,1.51,0.66,0.06,0.14,18.6,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
Edouard Mendy,sn SEN,GK,31-033,8.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Enzo Fernández,ar ARG,MF,22-076,7.9,0,11,1,9.1,1.39,0.13,0.0,0.0,23.3,1,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
João Félix,pt POR,"FW,MF",23-144,6.7,2,28,12,42.9,4.16,1.78,0.07,0.17,18.3,2,0,0,3.1,3.1,0.11,-1.1,-1.1,Matches
Christian Pulisic,us USA,"FW,DF",24-197,7.8,1,16,5,31.3,2.06,0.64,0.06,0.2,16.9,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
Benoît Badiashile,fr FRA,DF,22-008,7.1,0,5,1,20.0,0.71,0.14,0.0,0.0,7.2,0,0,0,0.8,0.8,0.16,-0.8,-0.8,Matches
Hakim Ziyech,ma MAR,"FW,MF",30-015,6.4,0,13,2,15.4,2.05,0.31,0.0,0.0,21.0,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
Wesley Fofana,fr FRA,DF,22-107,6.2,1,5,2,40.0,0.81,0.32,0.2,0.5,11.9,0,0,0,0.6,0.6,0.11,0.4,0.4,Matches
Pierre-Emerick Aubameyang,ga GAB,FW,33-289,4.9,1,10,5,50.0,2.04,1.02,0.1,0.2,15.3,0,0,0,0.7,0.7,0.07,0.3,0.3,Matches
Denis Zakaria,ch SUI,MF,26-134,3.8,0,2,0,0.0,0.53,0.0,0.0,,16.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
Mykhailo Mudryk,ua UKR,"FW,MF",22-088,3.5,0,6,2,33.3,1.69,0.56,0.0,0.0,16.8,0,0,0,1.0,1.0,0.17,-1.0,-1.0,Matches
Lewis Hall,eng ENG,"DF,MF",18-207,3.4,0,5,2,40.0,1.48,0.59,0.0,0.0,13.3,0,0,0,0.5,0.5,0.1,-0.5,-0.5,Matches
Armando Broja,al ALB,FW,21-205,3.3,1,6,5,83.3,1.84,1.53,0.17,0.2,11.0,0,0,0,0.8,0.8,0.14,0.2,0.2,Matches
Noni Madueke,eng ENG,"FW,DF",21-024,2.4,0,4,2,50.0,1.67,0.83,0.0,0.0,18.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
N'Golo Kanté,fr FRA,MF,32-005,2.3,0,4,1,25.0,1.73,0.43,0.0,0.0,18.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Carney Chukwuemeka,eng ENG,"MF,FW",19-165,2.6,0,4,1,25.0,1.55,0.39,0.0,0.0,16.4,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Datro Fofana,ci CIV,FW,20-102,0.7,0,3,1,33.3,4.43,1.48,0.0,0.0,19.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Omari Hutchinson,eng ENG,FW,19-155,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.3,28.0,29,352,112,31.8,12.57,4.0,0.07,0.23,16.7,7,3,3,35.7,33.4,0.1,-6.7,-7.4,
