Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Kepa Arrizabalaga,es ESP,GK,28-182,20,20,1755,19.5,18,0.92,74,58,75.7,7,7,6,8,40.0,0,0,0,0,,Matches
Edouard Mendy,sn SEN,GK,31-033,9,8,765,8.5,12,1.41,37,25,67.6,3,1,4,1,12.5,0,0,0,0,,Matches
Squad Total,,,27.3,28,28,2520,28.0,30,1.07,111,83,73.0,10,8,10,9,32.1,0,0,0,0,,
Opponent Total,,,27.3,28,28,2520,28.0,29,1.04,115,85,77.4,10,8,10,10,35.7,3,3,0,0,0.0,
