Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Kai Havertz,de GER,"FW,MF",23-280,21.0,30,14,4,16,10,7,21,33.3,14,25,0,25,6,36,31,0,Matches
Thiago Silva,br BRA,DF,38-177,20.1,34,22,19,15,0,18,24,75.0,6,30,22,8,29,63,91,2,Matches
Mason Mount,eng ENG,"MF,FW",24-067,18.1,32,18,6,16,10,14,27,51.9,13,24,6,18,8,40,9,0,Matches
Kepa Arrizabalaga,es ESP,GK,28-166,17.5,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,10,0,Matches
Marc Cucurella,es ESP,DF,24-239,15.9,56,27,34,13,9,28,53,52.8,25,26,8,18,13,69,43,0,Matches
Kalidou Koulibaly,sn SEN,DF,31-271,15.9,32,20,22,8,2,15,25,60.0,10,22,8,14,22,54,59,0,Matches
Raheem Sterling,eng ENG,"FW,MF",28-100,14.9,12,7,4,2,6,5,10,50.0,5,12,0,12,1,13,3,0,Matches
Ruben Loftus-Cheek,eng ENG,"MF,DF",27-054,13.9,22,12,8,11,3,10,19,52.6,9,13,2,11,11,33,20,0,Matches
Jorginho,it ITA,MF,31-088,14.2,42,23,22,14,6,22,46,47.8,24,18,3,15,21,63,7,0,Matches
César Azpilicueta,es ESP,DF,33-202,12.3,28,17,17,7,4,16,22,72.7,6,20,4,16,15,43,42,0,Matches
Trevoh Chalobah,eng ENG,DF,23-256,11.1,17,11,12,2,3,11,18,61.1,7,8,3,5,15,32,36,1,Matches
Mateo Kovačić,hr CRO,MF,28-316,12.1,26,17,11,11,4,9,20,45.0,11,6,1,5,14,40,11,0,Matches
Conor Gallagher,eng ENG,"MF,FW",23-040,10.2,31,21,14,10,7,8,23,34.8,15,23,5,18,15,46,15,0,Matches
Reece James,eng ENG,"DF,MF",23-100,9.4,20,12,5,13,2,9,12,75.0,3,9,1,8,9,29,19,0,Matches
Ben Chilwell,eng ENG,"DF,MF",26-087,8.7,15,11,10,4,1,12,18,66.7,6,8,0,8,11,26,16,0,Matches
Edouard Mendy,sn SEN,GK,31-017,8.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,2,Matches
Christian Pulisic,us USA,"FW,DF",24-181,7.0,11,6,3,6,2,3,5,60.0,2,4,0,4,3,14,4,0,Matches
Hakim Ziyech,ma MAR,"FW,MF",29-364,6.4,18,10,11,5,2,4,9,44.4,5,6,0,6,4,22,5,1,Matches
Benoît Badiashile,fr FRA,DF,21-357,6.1,10,6,6,4,0,6,8,75.0,2,2,1,1,8,18,24,1,Matches
Enzo Fernández,ar ARG,MF,22-060,5.9,20,12,14,5,1,8,28,28.6,20,18,2,16,9,29,6,0,Matches
João Félix,pt POR,"MF,FW",23-128,4.8,8,4,4,2,2,2,7,28.6,5,2,0,2,1,9,0,1,Matches
Wesley Fofana,fr FRA,DF,22-091,5.2,7,4,3,3,1,1,3,33.3,2,8,3,5,10,17,10,0,Matches
Pierre-Emerick Aubameyang,ga GAB,FW,33-273,4.9,1,0,1,0,0,0,1,0.0,1,1,0,1,2,3,4,2,Matches
Denis Zakaria,ch SUI,MF,26-118,3.8,9,5,5,2,2,2,6,33.3,4,3,0,3,3,12,9,0,Matches
Lewis Hall,eng ENG,"DF,MF",18-191,3.4,11,3,10,1,0,8,12,66.7,4,4,0,4,10,21,5,1,Matches
Mykhailo Mudryk,ua UKR,FW,22-072,2.9,7,6,1,3,3,3,8,37.5,5,4,1,3,0,7,1,0,Matches
Armando Broja,al ALB,FW,21-189,3.3,4,1,0,3,1,1,1,100.0,0,10,1,9,1,5,1,0,Matches
Noni Madueke,eng ENG,FW,21-008,2.0,3,3,2,1,0,1,1,100.0,0,9,1,8,0,3,0,0,Matches
N'Golo Kanté,fr FRA,MF,31-354,1.9,5,3,1,4,0,2,4,50.0,2,1,0,1,3,8,0,0,Matches
Carney Chukwuemeka,eng ENG,"MF,FW",19-149,2.5,11,6,6,5,0,2,4,50.0,2,4,0,4,4,15,1,0,Matches
Datro Fofana,ci CIV,FW,20-086,0.7,2,1,0,1,1,0,0,,0,1,0,1,0,2,0,0,Matches
Omari Hutchinson,eng ENG,FW,19-139,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
Squad Total,,,27.4,26.0,526,304,257,187,82,229,438,52.3,209,321,72,249,249,775,485,11,
Opponent Total,,,27.3,26.0,520,313,263,187,70,241,449,53.7,208,323,92,231,281,801,523,6,
