Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Kepa Arrizabalaga,es ESP,GK,28-182,19.5,18,0,1,4,2,20.0,0.27,4.0,0.2,45,136,33.1,564,100,15.4,25.6,131,37.4,32.5,242,10,4.1,35,1.79,17.8,Matches
Edouard Mendy,sn SEN,GK,31-033,8.5,12,0,0,4,0,11.7,0.35,-0.3,-0.03,27,76,35.5,212,42,23.1,28.1,56,48.2,37.3,117,8,6.8,9,1.06,13.8,Matches
Squad Total,,,27.3,28.0,30,0,1,8,2,31.7,0.3,3.7,0.13,72,212,34.0,776,142,17.5,26.3,187,40.6,33.9,359,18,5.0,44,1.57,16.6,
Opponent Total,,,27.3,28.0,29,3,1,5,0,34.2,0.27,5.2,0.19,124,361,34.3,719,139,36.9,34.4,203,47.3,40.3,414,27,6.5,33,1.18,15.4,
