Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Ivor Pandur,hr CRO,GK,23-012,24.0,37,2,0,3,2,35.0,0.28,0.0,0.0,206,470,43.8,708,110,41.9,36.2,234,73.9,51.6,481,55,11.4,17,0.71,11.6,Matches
Yanick van Osch,nl NED,GK,26-013,3.0,10,0,0,1,0,6.6,0.35,-3.4,-1.14,34,73,46.6,84,11,56.0,42.9,32,81.3,56.4,57,5,8.8,1,0.33,10.7,Matches
Squad Total,,,27.5,27.0,47,2,0,4,2,41.6,0.29,-3.4,-0.13,240,543,44.2,792,121,43.4,37.0,266,74.8,52.2,538,60,11.2,18,0.67,11.5,
Opponent Total,,,26.0,27.0,35,6,1,3,0,32.4,0.26,-2.6,-0.1,131,357,36.7,624,123,38.3,35.5,182,64.8,48.8,414,30,7.2,33,1.22,14.8,
