Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Rodrigo Guth,br BRA,DF,22-147,26.4,36,22,27,8,1,13,19,68.4,6,63,45,18,33,69,158,0,Matches
Ivor Pandur,hr CRO,GK,23-012,24.0,1,1,1,0,0,0,0,,0,2,0,2,1,2,10,0,Matches
Burak Yılmaz,tr TUR,FW,37-265,23.8,8,5,1,5,2,1,10,10.0,9,8,0,8,2,10,27,0,Matches
Iñigo Córdoba,es ESP,"FW,MF",26-024,18.9,61,37,33,19,9,37,78,47.4,41,43,7,36,31,92,17,0,Matches
George Cox,eng ENG,DF,25-082,20.4,28,16,16,10,2,15,34,44.1,19,33,15,18,35,63,40,0,Matches
Ivo Pinto,pt POR,DF,33-089,18.7,33,18,18,13,2,15,23,65.2,8,20,5,15,22,55,60,1,Matches
Dimitris Siovas,gr GRE,DF,34-202,16.0,16,13,13,3,0,11,17,64.7,6,27,14,13,36,52,94,1,Matches
Arianit Ferati,xk KVX,MF,25-211,15.2,42,27,24,16,2,20,41,48.8,21,23,5,18,19,61,22,1,Matches
Oğuzhan Özyakup,tr TUR,MF,30-195,15.8,18,10,6,10,2,7,24,29.2,17,14,1,13,7,25,10,0,Matches
Deroy Duarte,cv CPV,MF,23-276,13.6,16,8,12,4,0,7,17,41.2,10,19,5,14,24,40,20,0,Matches
Doğan Erdoğan,tr TUR,"MF,DF",26-227,13.5,27,18,18,8,1,10,20,50.0,10,10,2,8,14,41,31,0,Matches
Úmaro Embaló,pt POR,"FW,MF",21-335,11.7,25,17,11,10,4,9,17,52.9,8,10,0,10,4,29,7,0,Matches
Ximo Navarro,es ESP,DF,33-073,11.5,15,9,13,2,0,9,11,81.8,2,20,12,8,12,27,64,1,Matches
Tijjani Noslin,nl NED,"FW,MF",23-273,11.6,36,23,23,10,3,17,32,53.1,15,17,3,14,13,49,23,0,Matches
Mats Seuntjens,nl NED,"MF,FW",30-354,10.7,16,6,5,9,2,5,17,29.4,12,6,1,5,7,23,10,0,Matches
Kristijan Bistrović,hr CRO,MF,24-362,9.0,11,8,2,6,3,6,20,30.0,14,8,2,6,12,23,6,0,Matches
Rémy Vita,mg MAD,"DF,MF",22-005,9.9,19,15,17,1,1,10,29,34.5,19,11,2,9,10,29,11,0,Matches
Paul Gladon,nl NED,"FW,MF",31-019,8.9,6,4,1,3,2,2,7,28.6,5,5,0,5,0,6,14,0,Matches
Mickaël Tirpan,be BEL,DF,29-165,4.3,11,7,9,2,0,4,9,44.4,5,3,2,1,6,17,16,0,Matches
Thomas Buitink,nl NED,"FW,MF",22-296,3.7,7,2,3,3,1,1,7,14.3,6,5,0,5,1,8,1,0,Matches
Yanick van Osch,nl NED,GK,26-013,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Cole Bassett,us USA,"MF,FW",21-252,2.2,3,2,1,2,0,1,1,100.0,0,1,0,1,1,4,4,0,Matches
Stipe Radić,hr CRO,DF,22-300,2.1,3,2,0,2,1,1,2,50.0,1,3,3,0,1,4,8,0,Matches
Muhammet Tunahan Taşçı,tr TUR,"FW,MF",20-342,0.9,8,6,3,5,0,2,5,40.0,3,2,0,2,1,9,0,0,Matches
Roel Janssen,nl NED,"DF,MF",32-294,0.5,3,2,3,0,0,2,4,50.0,2,1,0,1,1,4,7,1,Matches
Vasileios Sourlis,gr GRE,MF,20-141,0.2,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0,Matches
Gianmarco Cangiano,it ITA,"FW,DF",21-141,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Mike van Beijnen,nl NED,DF,24-030,0.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,Matches
Squad Total,,,27.5,27.0,450,279,261,151,38,206,446,46.2,240,357,124,233,293,743,663,5,
Opponent Total,,,26.0,27.0,451,265,200,173,78,217,440,49.3,223,252,70,182,199,650,484,3,
