Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Rodrigo Guth,br BRA,DF,22-129,25.4,1487,334,979,464,52,21,1487,5,5,100.0,0,0.0,827,4943,2750,12,6,0,12,3,879,8,Matches
Ivor Pandur,hr CRO,GK,22-359,23.0,969,870,964,5,0,0,969,0,0,,0,,545,3006,1549,0,0,0,0,0,401,0,Matches
Burak Yılmaz,tr TUR,FW,37-247,22.8,759,27,46,330,386,100,753,41,12,29.3,24,58.5,459,2212,878,33,24,12,61,27,597,139,Matches
George Cox,eng ENG,DF,25-064,20.4,1086,74,415,439,247,23,1086,21,7,33.3,10,47.6,486,2521,1294,23,15,4,27,6,518,49,Matches
Iñigo Córdoba,es ESP,"FW,MF",26-006,17.9,898,32,207,386,328,61,898,64,31,48.4,28,43.8,525,3670,1898,69,45,12,37,27,548,99,Matches
Ivo Pinto,pt POR,DF,33-071,17.7,1095,70,385,450,269,16,1095,42,16,38.1,26,61.9,538,3869,2004,53,44,6,25,11,573,52,Matches
Arianit Ferati,xk KVX,MF,25-193,15.1,807,43,251,429,136,10,807,28,16,57.1,10,35.7,449,2296,1060,15,17,1,14,13,466,29,Matches
Dimitris Siovas,gr GRE,DF,34-184,15.0,865,132,477,356,34,21,865,6,2,33.3,4,66.7,405,2208,1296,10,7,0,7,6,476,3,Matches
Oğuzhan Özyakup,tr TUR,MF,30-177,14.9,726,21,134,385,213,24,726,19,10,52.6,8,42.1,396,1619,726,15,22,4,13,20,490,51,Matches
Deroy Duarte,cv CPV,MF,23-258,13.4,545,41,169,291,92,9,545,11,8,72.7,2,18.2,218,1021,397,10,6,3,6,4,249,22,Matches
Úmaro Embaló,pt POR,"FW,MF",21-317,11.5,417,12,81,132,210,46,417,35,14,40.0,17,48.6,252,1628,787,31,12,13,33,24,267,97,Matches
Doğan Erdoğan,tr TUR,"MF,DF",26-209,12.6,678,45,214,363,108,2,678,14,10,71.4,3,21.4,310,1547,751,9,4,0,15,12,365,17,Matches
Ximo Navarro,es ESP,DF,33-055,11.5,662,112,408,230,29,9,662,6,3,50.0,1,16.7,365,2020,1055,11,4,0,7,1,405,3,Matches
Tijjani Noslin,nl NED,"FW,MF",23-255,10.8,511,26,128,198,198,51,511,43,23,53.5,19,44.2,291,1804,963,35,21,13,33,22,311,70,Matches
Mats Seuntjens,nl NED,"MF,FW",30-336,10.7,455,11,69,233,160,17,455,36,12,33.3,19,52.8,265,1710,748,23,11,5,24,14,292,30,Matches
Kristijan Bistrović,hr CRO,MF,24-344,8.0,420,12,75,226,125,8,420,17,11,64.7,6,35.3,218,1042,449,13,7,3,9,2,253,18,Matches
Paul Gladon,nl NED,"FW,MF",31-001,8.9,335,12,30,155,151,52,335,4,0,0.0,3,75.0,161,603,201,12,8,7,25,9,250,58,Matches
Rémy Vita,mg MAD,"DF,MF",21-352,8.9,414,20,145,158,125,14,414,35,20,57.1,15,42.9,215,1295,696,19,11,2,16,10,234,31,Matches
Mickaël Tirpan,be BEL,DF,29-147,4.3,214,21,78,97,41,4,214,3,1,33.3,2,66.7,116,718,326,10,4,1,4,2,123,6,Matches
Thomas Buitink,nl NED,"FW,MF",22-278,3.7,141,5,26,62,54,13,141,16,8,50.0,7,43.8,82,347,135,5,1,3,12,5,95,12,Matches
Yanick van Osch,nl NED,GK,25-360,3.0,122,103,120,2,0,0,122,0,0,,0,,66,415,237,0,0,0,0,0,43,0,Matches
Cole Bassett,us USA,"MF,FW",21-234,2.2,127,3,14,66,48,10,127,4,1,25.0,2,50.0,74,338,188,3,3,0,5,5,74,8,Matches
Stipe Radić,hr CRO,DF,22-282,2.1,106,19,64,42,1,0,106,0,0,,0,,57,252,176,0,0,0,0,0,69,0,Matches
Muhammet Tunahan Taşçı,tr TUR,"FW,MF",20-324,0.9,73,1,11,33,31,5,73,8,4,50.0,4,50.0,40,307,94,5,2,3,3,2,40,8,Matches
Roel Janssen,nl NED,"DF,MF",32-276,0.5,30,5,22,7,1,0,30,0,0,,0,,8,8,4,0,0,0,1,0,8,0,Matches
Vasileios Sourlis,gr GRE,MF,20-123,0.2,15,2,2,11,2,1,15,0,0,,0,,7,44,2,0,0,0,2,0,6,1,Matches
Gianmarco Cangiano,it ITA,"FW,DF",21-123,0.1,10,0,2,5,3,0,10,0,0,,0,,7,37,31,1,1,0,1,0,7,0,Matches
Mike van Beijnen,nl NED,DF,24-012,0.1,9,0,4,2,3,0,9,1,0,0.0,1,100.0,3,21,0,0,0,0,0,0,4,1,Matches
Squad Total,,,27.5,26.0,13976,2053,5520,5557,3047,517,13970,459,214,46.6,211,46.0,7385,41501,20695,417,275,92,392,225,8043,812,
Opponent Total,,,26.0,26.0,16320,1439,4327,7363,4796,728,16318,456,216,47.4,198,43.4,9549,54099,29080,599,442,155,412,240,10437,1312,
