Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Rodrigo Guth,br BRA,DF,22-129,25.4,1,11,4,36.4,0.43,0.16,0.09,0.25,10.2,0,0,0,1.1,1.1,0.1,-0.1,-0.1,Matches
Ivor Pandur,hr CRO,GK,22-359,23.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Burak Yılmaz,tr TUR,FW,37-247,22.8,9,68,19,27.9,2.99,0.83,0.04,0.16,19.7,10,6,6,12.1,7.6,0.11,-3.1,-4.6,Matches
George Cox,eng ENG,DF,25-064,20.4,0,16,3,18.8,0.78,0.15,0.0,0.0,23.8,0,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
Iñigo Córdoba,es ESP,"FW,MF",26-006,17.9,3,33,11,33.3,1.84,0.61,0.09,0.27,17.1,0,0,0,2.5,2.5,0.08,0.5,0.5,Matches
Ivo Pinto,pt POR,DF,33-071,17.7,0,4,2,50.0,0.23,0.11,0.0,0.0,20.5,0,0,0,0.4,0.4,0.1,-0.4,-0.4,Matches
Arianit Ferati,xk KVX,MF,25-193,15.1,1,11,2,18.2,0.73,0.13,0.09,0.5,24.9,0,0,0,0.5,0.5,0.04,0.5,0.5,Matches
Dimitris Siovas,gr GRE,DF,34-184,15.0,1,9,3,33.3,0.6,0.2,0.11,0.33,9.1,0,0,0,0.8,0.8,0.08,0.2,0.2,Matches
Oğuzhan Özyakup,tr TUR,MF,30-177,14.9,3,10,5,50.0,0.67,0.33,0.3,0.6,18.8,1,0,0,0.6,0.6,0.06,2.4,2.4,Matches
Deroy Duarte,cv CPV,MF,23-258,13.4,1,5,2,40.0,0.37,0.15,0.2,0.5,21.2,0,0,0,0.2,0.2,0.05,0.8,0.8,Matches
Úmaro Embaló,pt POR,"FW,MF",21-317,11.5,2,17,7,41.2,1.47,0.61,0.12,0.29,17.5,0,0,0,1.5,1.5,0.09,0.5,0.5,Matches
Doğan Erdoğan,tr TUR,"MF,DF",26-209,12.6,0,1,0,0.0,0.08,0.0,0.0,,28.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Ximo Navarro,es ESP,DF,33-055,11.5,0,7,1,14.3,0.61,0.09,0.0,0.0,16.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Tijjani Noslin,nl NED,"FW,MF",23-255,10.8,5,27,11,40.7,2.51,1.02,0.19,0.45,14.5,0,0,0,2.5,2.5,0.09,2.5,2.5,Matches
Mats Seuntjens,nl NED,"MF,FW",30-336,10.7,0,14,4,28.6,1.31,0.37,0.0,0.0,25.6,2,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Kristijan Bistrović,hr CRO,MF,24-344,8.0,1,15,6,40.0,1.87,0.75,0.07,0.17,21.0,0,0,0,1.5,1.5,0.1,-0.5,-0.5,Matches
Paul Gladon,nl NED,"FW,MF",31-001,8.9,3,25,8,32.0,2.81,0.9,0.12,0.38,13.1,0,0,0,2.1,2.1,0.08,0.9,0.9,Matches
Rémy Vita,mg MAD,"DF,MF",21-352,8.9,2,7,2,28.6,0.79,0.22,0.29,1.0,14.0,0,0,0,1.2,1.2,0.17,0.8,0.8,Matches
Mickaël Tirpan,be BEL,DF,29-147,4.3,0,2,0,0.0,0.47,0.0,0.0,,11.1,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
Thomas Buitink,nl NED,"FW,MF",22-278,3.7,0,10,5,50.0,2.72,1.36,0.0,0.0,16.8,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches
Yanick van Osch,nl NED,GK,25-360,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Cole Bassett,us USA,"MF,FW",21-234,2.2,0,4,1,25.0,1.82,0.45,0.0,0.0,12.1,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
Stipe Radić,hr CRO,DF,22-282,2.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Muhammet Tunahan Taşçı,tr TUR,"FW,MF",20-324,0.9,0,1,0,0.0,1.13,0.0,0.0,,19.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Roel Janssen,nl NED,"DF,MF",32-276,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Vasileios Sourlis,gr GRE,MF,20-123,0.2,0,1,0,0.0,4.74,0.0,0.0,,9.1,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
Gianmarco Cangiano,it ITA,"FW,DF",21-123,0.1,0,1,0,0.0,9.0,0.0,0.0,,28.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Mike van Beijnen,nl NED,DF,24-012,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.5,26.0,32,299,96,32.1,11.5,3.69,0.09,0.27,17.9,13,6,6,29.6,25.1,0.09,2.4,0.9,
Opponent Total,,,26.0,26.0,44,420,135,32.1,16.15,5.19,0.1,0.31,17.4,9,2,2,45.1,43.5,0.11,-1.1,-1.5,
