Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Rodrigo Guth,br BRA,DF,22-129,25.4,1161,1134,24,22,1,9,5,1,0,0,0,0,950,3,9,Matches
Ivor Pandur,hr CRO,GK,22-359,23.0,918,644,269,43,0,1,0,0,0,0,0,0,638,5,0,Matches
Burak Yılmaz,tr TUR,FW,37-247,22.8,522,456,62,4,2,2,14,6,1,0,0,0,384,4,5,Matches
George Cox,eng ENG,DF,25-064,20.4,887,660,224,27,1,7,84,158,39,13,24,0,614,3,28,Matches
Iñigo Córdoba,es ESP,"FW,MF",26-006,17.9,625,615,6,2,2,0,59,2,2,0,2,0,422,4,14,Matches
Ivo Pinto,pt POR,DF,33-071,17.7,895,698,191,10,0,8,71,181,0,0,0,0,652,6,35,Matches
Arianit Ferati,xk KVX,MF,25-193,15.1,635,612,19,16,4,8,16,1,2,1,1,0,502,4,9,Matches
Dimitris Siovas,gr GRE,DF,34-184,15.0,677,650,25,24,0,3,2,1,0,0,0,0,531,2,6,Matches
Oğuzhan Özyakup,tr TUR,MF,30-177,14.9,622,590,30,17,5,6,28,3,10,3,6,0,478,2,16,Matches
Deroy Duarte,cv CPV,MF,23-258,13.4,433,423,9,6,1,6,5,3,0,0,0,0,330,1,8,Matches
Úmaro Embaló,pt POR,"FW,MF",21-317,11.5,278,269,9,0,1,0,38,7,2,1,0,0,183,0,13,Matches
Doğan Erdoğan,tr TUR,"MF,DF",26-209,12.6,563,519,38,8,1,9,13,29,0,0,0,0,417,6,4,Matches
Ximo Navarro,es ESP,DF,33-055,11.5,527,492,35,16,0,3,1,19,0,0,0,0,452,0,4,Matches
Tijjani Noslin,nl NED,"FW,MF",23-255,10.8,334,317,15,3,1,3,27,12,0,0,0,0,230,2,12,Matches
Mats Seuntjens,nl NED,"MF,FW",30-336,10.7,335,283,46,14,6,8,49,4,26,1,20,1,223,6,8,Matches
Kristijan Bistrović,hr CRO,MF,24-344,8.0,355,301,51,20,3,0,38,1,30,4,18,1,277,3,3,Matches
Paul Gladon,nl NED,"FW,MF",31-001,8.9,233,214,14,0,0,0,5,1,0,0,0,0,124,5,10,Matches
Rémy Vita,mg MAD,"DF,MF",21-352,8.9,317,273,42,2,1,1,16,39,1,0,0,0,247,2,8,Matches
Mickaël Tirpan,be BEL,DF,29-147,4.3,167,138,28,1,0,0,11,27,0,0,0,0,124,1,3,Matches
Thomas Buitink,nl NED,"FW,MF",22-278,3.7,92,90,2,0,0,1,7,0,0,0,0,0,61,0,5,Matches
Yanick van Osch,nl NED,GK,25-360,3.0,118,73,43,11,0,0,0,0,0,0,0,0,74,2,0,Matches
Cole Bassett,us USA,"MF,FW",21-234,2.2,100,88,12,3,0,2,7,3,4,0,3,0,75,0,2,Matches
Stipe Radić,hr CRO,DF,22-282,2.1,90,90,0,0,0,1,0,0,0,0,0,0,78,0,0,Matches
Muhammet Tunahan Taşçı,tr TUR,"FW,MF",20-324,0.9,51,44,6,1,0,0,5,2,3,3,0,0,33,1,1,Matches
Roel Janssen,nl NED,"DF,MF",32-276,0.5,17,15,2,2,0,0,0,0,0,0,0,0,9,0,0,Matches
Vasileios Sourlis,gr GRE,MF,20-123,0.2,8,7,0,0,0,0,0,0,0,0,0,0,6,1,0,Matches
Gianmarco Cangiano,it ITA,"FW,DF",21-123,0.1,6,5,1,0,0,0,0,1,0,0,0,0,4,0,1,Matches
Mike van Beijnen,nl NED,DF,24-012,0.1,4,4,0,0,0,0,1,0,0,0,0,0,3,0,0,Matches
Squad Total,,,27.5,26.0,10970,9704,1203,252,29,78,502,501,120,26,74,2,8121,63,204,
Opponent Total,,,26.0,26.0,13432,12124,1274,304,33,97,607,562,164,64,64,1,10560,34,258,
