Player,minutes_played,matches_played,matches_started,tackles,tackles_won,defensive_third_tackles,midfield_tackles,attacking_third_tackles,shots_blocked,interceptions,clearances,errors_leading_to_goal,shot_creating_actions,sca_live_passes,sca_dead_passes,sca_take_ons,sca_shots,sca_fouls_drawn,sca_defensive_actions,goal_creation_actions,gca_live_passes,gca_dead_passes,gca_take_ons,gca_shots,gca_fouls_drawn,gca_defensive_actions,yellow_cards,red_cards,fouls,fouls_drawn,offsides,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerial_duels_won,aerial_duels_lost,short_passes_completed,short_passes_attempted,medium_passes_completed,medium_passes_attempted,long_passes_completed,long_passes_attempted,assists,expected_assists,key_passes,passes_into_final_third,passes_into_penalty_box,crosses_into_penalty_area,progressive_passes,touches_penalty_area_defending,touches_defensive_third,touches_middle_third,touches_attacking_third,touches_penalty_area_attacking,attempted_take_ons,successful_take_ons,tackled_take_ons,carries,total_carrying_distance,progressive_carrying_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,carry_miscontrols,carry_dispossessions,goals,total_shots,shots_on_target,goals_per_shot,average_shot_distance,freekick_shots,penalty_kicks_converted,penalty_kicks_attempted,xG
Rade Krunić,1010.0,15,11,28.0,21.0,12.0,13.0,3.0,7.0,11.0,14.0,0.0,26.0,22.0,1.0,0.0,2.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,70.0,15.0,16.0,181.0,209.0,150.0,173.0,20.0,29.0,1.0,0.8,11.0,31.0,7.0,0.0,43.0,27.0,143.0,327.0,97.0,17.0,15.0,10.0,3.0,285.0,1683.0,947.0,17.0,20.0,2.0,9.0,5.0,0.0,8.0,1.0,0.0,13.3,0.0,0.0,0.0,0.7
Mike Maignan,990.0,11,11,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,49.0,50.0,162.0,164.0,98.0,175.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,312.0,413.0,6.0,0.0,0.0,0.0,0.0,0.0,310.0,1691.0,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Alexis Saelemaekers,872.0,19,10,25.0,17.0,11.0,12.0,2.0,1.0,8.0,8.0,0.0,28.0,23.0,2.0,0.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,16.0,1.0,0.0,1.0,0.0,33.0,7.0,3.0,160.0,195.0,96.0,126.0,16.0,27.0,2.0,2.1,11.0,19.0,20.0,9.0,28.0,11.0,81.0,209.0,225.0,26.0,29.0,10.0,15.0,294.0,1853.0,899.0,30.0,13.0,9.0,28.0,16.0,0.0,13.0,4.0,0.0,22.7,0.0,0.0,0.0,0.8
Malick Thiaw,684.0,11,8,18.0,15.0,14.0,4.0,0.0,5.0,5.0,38.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,40.0,30.0,12.0,90.0,111.0,202.0,224.0,44.0,66.0,0.0,0.1,2.0,21.0,2.0,0.0,22.0,62.0,262.0,212.0,21.0,7.0,4.0,1.0,2.0,268.0,1135.0,553.0,4.0,4.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,8.8,0.0,0.0,0.0,0.5
Simon Kjær,668.0,11,8,8.0,4.0,5.0,3.0,0.0,6.0,7.0,19.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,40.0,13.0,5.0,105.0,119.0,194.0,206.0,69.0,99.0,0.0,0.1,0.0,32.0,1.0,0.0,31.0,50.0,249.0,222.0,8.0,1.0,0.0,0.0,0.0,277.0,1132.0,658.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Charles De Ketelaere,872.0,23,7,18.0,9.0,4.0,11.0,3.0,2.0,3.0,7.0,0.0,37.0,33.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,9.0,1.0,0.0,0.0,0.0,43.0,14.0,24.0,134.0,166.0,73.0,85.0,10.0,14.0,1.0,1.7,17.0,24.0,15.0,0.0,46.0,9.0,40.0,188.0,187.0,46.0,43.0,28.0,10.0,232.0,1692.0,958.0,38.0,19.0,9.0,21.0,20.0,0.0,15.0,3.0,0.0,12.8,0.0,0.0,0.0,1.7
Divock Origi,699.0,19,6,5.0,2.0,2.0,1.0,2.0,1.0,0.0,12.0,0.0,19.0,11.0,0.0,3.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,14.0,4.0,0.0,0.0,0.0,17.0,11.0,24.0,52.0,67.0,20.0,35.0,3.0,7.0,1.0,0.3,9.0,4.0,4.0,0.0,10.0,12.0,24.0,95.0,122.0,30.0,25.0,10.0,8.0,136.0,740.0,335.0,13.0,9.0,9.0,33.0,21.0,2.0,21.0,9.0,0.1,19.2,0.0,0.0,0.0,1.6
Ante Rebić,621.0,17,6,6.0,4.0,1.0,1.0,4.0,0.0,1.0,4.0,0.0,25.0,16.0,1.0,1.0,2.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15.0,10.0,5.0,0.0,0.0,0.0,25.0,10.0,8.0,67.0,92.0,31.0,62.0,10.0,25.0,2.0,1.0,10.0,11.0,5.0,1.0,18.0,3.0,14.0,100.0,174.0,30.0,18.0,7.0,10.0,165.0,862.0,256.0,10.0,10.0,4.0,18.0,11.0,3.0,20.0,10.0,0.15,17.3,2.0,0.0,0.0,2.4
Matteo Gabbia,603.0,11,6,17.0,10.0,12.0,5.0,0.0,3.0,5.0,28.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,37.0,15.0,4.0,75.0,89.0,142.0,158.0,59.0,91.0,0.0,0.0,0.0,12.0,0.0,0.0,14.0,53.0,254.0,158.0,7.0,1.0,0.0,0.0,0.0,182.0,812.0,397.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,19.8,0.0,0.0,0.0,0.0
Tommaso Pobega,574.0,13,6,14.0,7.0,3.0,9.0,2.0,2.0,7.0,8.0,0.0,18.0,13.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,31.0,9.0,11.0,78.0,99.0,71.0,82.0,17.0,29.0,0.0,0.5,4.0,15.0,4.0,1.0,18.0,9.0,59.0,153.0,70.0,11.0,4.0,2.0,2.0,111.0,585.0,274.0,7.0,8.0,0.0,8.0,3.0,1.0,10.0,3.0,0.1,17.7,0.0,0.0,0.0,0.8
Fodé Ballo-Touré,286.0,4,3,7.0,2.0,2.0,5.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,19.0,4.0,2.0,63.0,65.0,60.0,69.0,10.0,18.0,0.0,0.2,1.0,9.0,5.0,3.0,13.0,6.0,40.0,95.0,65.0,6.0,7.0,1.0,5.0,79.0,439.0,286.0,8.0,3.0,0.0,3.0,3.0,1.0,2.0,2.0,0.5,5.9,0.0,0.0,0.0,0.4
Sergiño Dest,329.0,8,2,12.0,6.0,3.0,5.0,4.0,0.0,4.0,2.0,0.0,11.0,8.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,1.0,0.0,29.0,3.0,1.0,95.0,102.0,65.0,73.0,5.0,12.0,0.0,0.2,4.0,15.0,3.0,1.0,14.0,7.0,75.0,116.0,61.0,3.0,18.0,8.0,9.0,134.0,827.0,470.0,11.0,3.0,0.0,3.0,5.0,0.0,2.0,1.0,0.0,20.3,0.0,0.0,0.0,0.3
Zlatan Ibrahimović,146.0,4,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,4.0,22.0,31.0,10.0,13.0,2.0,2.0,0.0,0.1,1.0,3.0,2.0,0.0,4.0,3.0,5.0,31.0,36.0,7.0,3.0,0.0,2.0,38.0,145.0,53.0,0.0,1.0,1.0,5.0,2.0,1.0,5.0,2.0,0.0,24.8,1.0,1.0,1.0,1.2
Yacine Adli,124.0,5,1,6.0,3.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,3.0,20.0,25.0,14.0,20.0,7.0,13.0,0.0,0.1,1.0,5.0,2.0,0.0,9.0,1.0,11.0,42.0,33.0,1.0,1.0,1.0,0.0,49.0,299.0,147.0,5.0,4.0,0.0,2.0,3.0,0.0,2.0,2.0,0.0,18.5,0.0,0.0,0.0,0.1
Alessandro Florenzi,111.0,3,1,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,28.0,31.0,35.0,39.0,5.0,17.0,0.0,0.1,2.0,4.0,3.0,2.0,8.0,2.0,21.0,44.0,31.0,4.0,0.0,0.0,0.0,58.0,200.0,76.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.2,0.0,0.0,0.0,0.5
Aster Vranckx,76.0,7,0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,10.0,16.0,7.0,10.0,3.0,8.0,0.0,0.1,1.0,1.0,2.0,1.0,2.0,0.0,11.0,23.0,11.0,1.0,2.0,1.0,0.0,31.0,170.0,70.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Tiemoué Bakayoko,33.0,2,0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,5.0,10.0,11.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,13.0,10.0,1.0,0.0,2.0,1.0,1.0,12.0,72.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Marko Lazetić,9.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,13.2,0.0,0.0,0.0,0.1
Andrea Bozzolan,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Jungdal,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Mirante,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lapo Nava,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devis Vásquez,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mehdi Bourabia,2088.0,27,26,34.0,15.0,12.0,17.0,5.0,12.0,26.0,42.0,0.0,60.0,45.0,6.0,4.0,2.0,1.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,26.0,16.0,1.0,0.0,0.0,0.0,163.0,16.0,22.0,398.0,466.0,315.0,381.0,57.0,114.0,2.0,3.0,26.0,77.0,24.0,8.0,86.0,78.0,356.0,671.0,289.0,12.0,49.0,21.0,24.0,629.0,2833.0,1361.0,26.0,20.0,4.0,41.0,19.0,0.0,21.0,2.0,0.0,27.4,1.0,0.0,0.0,1.1
Bartłomiej Drągowski,2136.0,25,25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,3.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,33.0,6.0,1.0,153.0,154.0,231.0,233.0,178.0,436.0,0.0,0.1,0.0,15.0,2.0,0.0,0.0,753.0,904.0,5.0,0.0,0.0,0.0,0.0,0.0,525.0,2744.0,1728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Dimitris Nikolaou,2139.0,25,24,32.0,23.0,25.0,6.0,1.0,21.0,20.0,59.0,0.0,16.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,15.0,15.0,0.0,0.0,0.0,0.0,155.0,19.0,18.0,436.0,470.0,447.0,505.0,112.0,224.0,0.0,0.5,6.0,82.0,3.0,2.0,76.0,187.0,767.0,607.0,75.0,11.0,10.0,7.0,2.0,890.0,4325.0,2328.0,17.0,14.0,0.0,12.0,8.0,0.0,7.0,1.0,0.0,22.1,0.0,0.0,0.0,0.3
Emmanuel Gyasi,1967.0,24,24,14.0,8.0,6.0,7.0,1.0,5.0,7.0,18.0,0.0,31.0,26.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,32.0,23.0,18.0,0.0,0.0,0.0,86.0,15.0,33.0,316.0,360.0,122.0,156.0,7.0,16.0,0.0,0.9,16.0,12.0,9.0,0.0,34.0,31.0,140.0,320.0,341.0,71.0,27.0,7.0,19.0,456.0,2425.0,873.0,26.0,26.0,11.0,52.0,33.0,1.0,27.0,10.0,0.04,13.7,0.0,0.0,0.0,3.0
M'Bala Nzola,1987.0,23,22,9.0,4.0,0.0,5.0,4.0,4.0,5.0,19.0,0.0,47.0,37.0,0.0,4.0,4.0,2.0,0.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,44.0,26.0,8.0,0.0,0.0,0.0,53.0,31.0,68.0,242.0,283.0,77.0,98.0,5.0,6.0,2.0,2.0,21.0,19.0,15.0,2.0,39.0,27.0,56.0,275.0,411.0,105.0,58.0,22.0,27.0,470.0,2474.0,726.0,36.0,16.0,20.0,95.0,59.0,12.0,47.0,17.0,0.19,15.7,0.0,3.0,3.0,9.2
Ethan Ampadu,1810.0,21,21,51.0,29.0,23.0,24.0,4.0,13.0,26.0,61.0,0.0,29.0,25.0,0.0,0.0,2.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,28.0,15.0,1.0,0.0,1.0,0.0,136.0,46.0,32.0,309.0,361.0,392.0,450.0,96.0,181.0,1.0,0.8,9.0,85.0,11.0,4.0,94.0,134.0,555.0,604.0,112.0,14.0,7.0,4.0,1.0,649.0,3815.0,1956.0,18.0,12.0,0.0,11.0,5.0,0.0,13.0,4.0,0.0,16.7,0.0,0.0,0.0,0.9
Kevin Agudelo,1788.0,26,21,58.0,29.0,16.0,24.0,18.0,5.0,9.0,6.0,0.0,42.0,30.0,1.0,5.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,30.0,32.0,2.0,0.0,0.0,0.0,111.0,14.0,24.0,242.0,290.0,140.0,180.0,25.0,43.0,1.0,1.8,21.0,50.0,24.0,2.0,89.0,10.0,143.0,394.0,356.0,42.0,71.0,31.0,31.0,523.0,3728.0,2095.0,61.0,50.0,16.0,52.0,46.0,0.0,20.0,5.0,0.0,20.0,0.0,0.0,0.0,1.2
Arkadiusz Reca,1610.0,21,19,35.0,21.0,19.0,9.0,7.0,3.0,21.0,43.0,0.0,38.0,30.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,26.0,9.0,2.0,0.0,1.0,0.0,90.0,10.0,11.0,291.0,358.0,222.0,293.0,65.0,147.0,1.0,1.4,15.0,53.0,22.0,17.0,58.0,74.0,342.0,457.0,290.0,27.0,46.0,14.0,26.0,538.0,3854.0,2304.0,64.0,42.0,7.0,28.0,8.0,1.0,15.0,6.0,0.07,23.7,0.0,0.0,0.0,0.7
Jakub Kiwior,1443.0,17,17,22.0,17.0,15.0,7.0,0.0,18.0,24.0,71.0,1.0,15.0,9.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,5.0,0.0,0.0,0.0,0.0,93.0,22.0,12.0,209.0,238.0,343.0,371.0,93.0,147.0,0.0,0.6,4.0,25.0,5.0,0.0,37.0,177.0,594.0,307.0,58.0,15.0,7.0,5.0,2.0,464.0,2749.0,1395.0,13.0,3.0,1.0,8.0,5.0,0.0,10.0,2.0,0.0,16.6,1.0,0.0,0.0,0.6
Emil Holm,1393.0,20,17,26.0,15.0,13.0,8.0,5.0,6.0,9.0,41.0,0.0,36.0,24.0,5.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,16.0,2.0,0.0,0.0,0.0,81.0,65.0,62.0,178.0,246.0,127.0,204.0,17.0,63.0,1.0,1.1,13.0,30.0,12.0,5.0,40.0,42.0,179.0,318.0,318.0,40.0,44.0,18.0,21.0,338.0,2509.0,1128.0,41.0,24.0,10.0,47.0,22.0,1.0,15.0,5.0,0.07,14.9,0.0,0.0,0.0,1.2
Kelvin Amian,1499.0,20,16,37.0,22.0,20.0,10.0,7.0,8.0,18.0,51.0,1.0,25.0,20.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,24.0,2.0,1.0,0.0,1.0,0.0,72.0,22.0,24.0,261.0,302.0,209.0,271.0,38.0,78.0,1.0,1.2,10.0,51.0,11.0,6.0,63.0,68.0,320.0,344.0,213.0,25.0,19.0,11.0,5.0,393.0,2119.0,1121.0,24.0,13.0,1.0,16.0,10.0,0.0,15.0,3.0,0.0,19.1,1.0,0.0,0.0,1.2
