Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Marco Silvestri,it ITA,GK,32-032,27.0,6,0.22,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Walace,br BRA,MF,27-364,26.1,38,1.46,32,1,0,3,2,0,4,0.15,3,0,0,0,1,0,Matches
Nehuén Pérez,ar ARG,DF,22-283,22.4,24,1.07,20,2,0,1,0,1,1,0.04,1,0,0,0,0,0,Matches
Iyenoma Udogie,it ITA,DF,20-126,22.2,66,2.97,47,4,4,4,6,1,7,0.31,6,0,0,1,0,0,Matches
Roberto Pereyra,ar ARG,"DF,MF",32-086,21.5,78,3.62,68,0,5,4,1,0,9,0.42,9,0,0,0,0,0,Matches
Jaka Bijol,si SVN,DF,24-057,20.4,13,0.64,12,0,0,1,0,0,2,0.1,2,0,0,0,0,0,Matches
Rodrigo Becão,br BRA,DF,27-074,20.7,23,1.11,14,4,0,1,2,2,1,0.05,1,0,0,0,0,0,Matches
Beto,gw GNB,FW,25-062,19.0,38,2.0,24,0,8,3,3,0,2,0.11,1,0,1,0,0,0,Matches
Isaac Success,ng NGA,FW,27-086,17.9,70,3.91,50,0,6,1,12,1,9,0.5,7,0,1,0,1,0,Matches
Sandi Lovrić,si SVN,MF,25-006,16.2,57,3.52,36,9,4,6,1,1,7,0.43,4,1,1,1,0,0,Matches
Gerard Deulofeu,es ESP,FW,29-021,13.5,82,6.09,54,14,6,5,3,0,9,0.67,7,2,0,0,0,0,Matches
Tolgay Arslan,de GER,MF,32-230,10.3,35,3.39,21,5,3,1,4,1,0,0.0,0,0,0,0,0,0,Matches
Jean-Victor Makengo,fr FRA,MF,24-295,8.9,13,1.45,11,0,1,0,1,0,1,0.11,1,0,0,0,0,0,Matches
Kingsley Ehizibue,nl NED,DF,27-313,11.7,24,2.05,17,2,0,3,1,1,3,0.26,2,0,0,0,1,0,Matches
Lazar Samardzic,rs SRB,MF,21-038,11.7,65,5.58,33,17,5,6,1,3,6,0.51,2,2,0,0,0,2,Matches
Enzo Ebosse,cm CMR,DF,24-023,10.3,8,0.78,7,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Adam Masina,ma MAR,DF,29-091,5.3,2,0.37,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Bram Nuytinck,nl NED,DF,32-334,4.3,2,0.47,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Florian Thauvin,fr FRA,FW,30-067,2.2,7,3.2,4,2,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Festy Ebosele,ie IRL,"DF,FW",20-244,1.7,6,3.53,5,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Brandon Soppy,fr FRA,DF,21-041,1.0,4,4.0,2,1,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ilija Nestorovski,mk MKD,"FW,MF",33-022,1.3,1,0.78,1,0,0,0,0,0,1,0.78,1,0,0,0,0,0,Matches
Mato Jajalo,ba BIH,MF,34-313,0.7,3,4.29,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Simone Pafundi,it ITA,MF,17-048,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Marvin Zeegelaar,nl NED,DF,32-234,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Vivaldo Semedo,pt POR,FW,18-065,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,26.8,27.0,665,24.63,469,62,43,39,40,12,62,2.3,47,5,3,2,3,2,
Opponent Total,,,27.3,27.0,558,20.67,392,51,31,39,35,10,55,2.04,42,1,4,3,4,1,
