Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Marco Silvestri,it ITA,GK,32-035,28.0,890,800,890,0,0,0,890,0,0,,0,,442,2173,1600,0,0,0,0,0,365,0,Matches
Walace,br BRA,MF,28-002,26.1,1592,89,449,947,209,12,1592,21,5,23.8,12,57.1,885,4447,2207,40,24,0,30,27,925,28,Matches
Iyenoma Udogie,it ITA,DF,20-129,23.0,1165,52,257,504,430,63,1165,90,34,37.8,40,44.4,689,4962,2530,80,56,25,48,30,686,121,Matches
Roberto Pereyra,ar ARG,"DF,MF",32-089,22.5,1186,40,239,510,458,88,1186,72,28,38.9,35,48.6,712,4232,2057,53,37,13,29,25,787,146,Matches
Nehuén Pérez,ar ARG,DF,22-286,22.4,1544,165,711,711,131,19,1544,8,3,37.5,5,62.5,877,4610,2704,20,19,1,13,9,975,24,Matches
Jaka Bijol,si SVN,DF,24-060,21.4,1168,205,697,435,39,28,1168,3,1,33.3,2,66.7,631,2990,1482,2,6,2,7,2,655,6,Matches
Rodrigo Becão,br BRA,DF,27-077,20.7,1231,107,596,505,138,33,1231,9,4,44.4,5,55.6,611,2667,1568,7,11,1,13,2,672,38,Matches
Beto,gw GNB,FW,25-065,20.0,563,27,37,233,299,115,563,67,28,41.8,35,52.2,316,1543,519,21,12,12,99,37,409,108,Matches
Isaac Success,ng NGA,FW,27-089,17.9,762,18,45,322,407,95,762,62,28,45.2,29,46.8,521,2342,836,35,24,12,82,42,670,184,Matches
Sandi Lovrić,si SVN,MF,25-009,17.1,920,26,146,469,322,35,920,30,13,43.3,15,50.0,548,2847,1293,29,26,6,39,12,600,61,Matches
Gerard Deulofeu,es ESP,FW,29-024,13.5,725,5,44,295,400,82,725,45,20,44.4,21,46.7,455,3177,2005,72,39,33,22,18,506,118,Matches
Kingsley Ehizibue,nl NED,DF,27-316,12.7,606,39,203,215,193,23,606,26,6,23.1,13,50.0,302,1737,766,25,11,6,15,9,309,55,Matches
Tolgay Arslan,de GER,MF,32-233,10.5,586,12,104,301,186,22,586,29,13,44.8,11,37.9,356,2204,1168,36,24,10,22,13,384,32,Matches
Jean-Victor Makengo,fr FRA,MF,24-298,8.9,393,11,64,223,112,6,393,15,11,73.3,1,6.7,259,1518,688,18,17,0,15,11,290,31,Matches
Lazar Samardzic,rs SRB,MF,21-041,12.5,700,12,97,329,285,36,700,44,19,43.2,24,54.5,389,2265,978,23,22,7,21,14,426,39,Matches
Enzo Ebosse,cm CMR,DF,24-026,10.3,667,51,292,306,72,0,667,7,4,57.1,1,14.3,338,1593,868,11,7,1,8,3,383,20,Matches
Adam Masina,ma MAR,DF,29-094,5.5,303,29,148,130,29,4,303,0,0,,0,,177,990,507,3,2,1,2,1,177,4,Matches
Bram Nuytinck,nl NED,DF,32-337,4.3,185,37,117,65,4,2,185,1,1,100.0,0,0.0,90,425,187,1,0,0,1,0,88,0,Matches
Florian Thauvin,fr FRA,"FW,MF",30-070,3.0,133,1,3,62,70,11,133,10,1,10.0,8,80.0,84,475,236,9,7,2,10,3,94,21,Matches
Festy Ebosele,ie IRL,DF,20-247,2.2,106,6,30,43,38,6,106,16,5,31.3,7,43.8,57,436,257,13,8,2,8,5,56,10,Matches
Marvin Zeegelaar,nl NED,DF,32-237,1.0,76,6,38,30,8,3,76,1,1,100.0,0,0.0,54,148,59,0,0,0,2,0,57,0,Matches
Brandon Soppy,fr FRA,DF,21-044,1.0,48,2,8,19,21,3,48,6,1,16.7,4,66.7,33,272,137,4,4,0,0,0,27,4,Matches
Ilija Nestorovski,mk MKD,"FW,MF",33-025,1.8,67,3,5,34,29,9,67,3,3,100.0,0,0.0,33,127,57,0,1,0,3,0,43,7,Matches
Mato Jajalo,ba BIH,MF,34-316,0.7,36,4,7,14,16,1,36,2,1,50.0,1,50.0,17,67,40,0,2,0,1,0,22,1,Matches
Simone Pafundi,it ITA,MF,17-051,0.3,31,0,4,18,10,1,31,3,2,66.7,0,0.0,23,139,86,1,1,0,0,2,23,3,Matches
James Abankwah,ie IRL,DF,19-080,0.1,6,0,3,3,0,0,6,1,1,100.0,0,0.0,2,9,0,0,0,0,1,1,3,0,Matches
Vivaldo Semedo,pt POR,FW,18-068,0.0,0,0,0,0,0,0,0,0,0,,0,,1,3,0,0,0,0,0,1,1,0,Matches
Squad Total,,,26.8,28.0,15689,1747,5234,6723,3906,697,15689,571,233,40.8,269,47.1,8902,48398,24835,503,360,134,491,267,9633,1061,
Opponent Total,,,27.3,28.0,16668,1689,5183,7761,3900,557,16664,542,209,38.6,266,49.1,9215,49453,25839,481,385,92,443,241,10670,1095,
