Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Alisson,br BRA,GK,30-130,20.0,742,604,136,31,0,2,0,0,0,0,0,0,636,2,1,Matches
Mohamed Salah,eg EGY,FW,30-239,19.7,537,521,11,0,3,1,13,6,0,0,0,0,404,5,19,Matches
Virgil van Dijk,nl NED,DF,31-216,16.5,1325,1290,34,27,1,13,0,7,0,0,0,0,1180,1,4,Matches
Trent Alexander-Arnold,eng ENG,DF,24-125,16.0,1422,1144,271,32,9,29,137,186,53,10,39,1,1039,7,17,Matches
Andrew Robertson,sct SCO,DF,28-335,14.7,1110,912,197,26,0,5,110,122,49,14,31,0,875,1,25,Matches
Fabinho,br BRA,MF,29-109,13.9,897,872,23,19,3,2,4,4,0,0,0,0,790,2,7,Matches
Thiago Alcántara,es ESP,MF,31-304,12.8,980,949,28,21,8,14,1,5,0,0,0,0,842,3,21,Matches
Harvey Elliott,eng ENG,"MF,FW",19-311,12.6,686,657,24,0,4,2,28,5,1,0,0,0,546,5,14,Matches
Joe Gomez,eng ENG,DF,25-262,12.3,1029,999,25,6,0,10,3,19,0,0,0,0,869,5,4,Matches
Darwin Núñez,uy URU,FW,23-230,11.0,210,203,4,0,1,1,12,2,1,0,0,0,135,3,9,Matches
Roberto Firmino,br BRA,"FW,MF",31-130,10.3,439,424,14,1,6,0,11,6,0,0,0,0,342,1,19,Matches
Jordan Henderson,eng ENG,MF,32-237,10.2,759,736,20,7,6,7,9,6,0,0,0,0,619,3,13,Matches
Joël Matip,cm CMR,DF,31-185,7.1,481,473,7,6,0,2,1,1,0,0,0,0,407,1,3,Matches
Luis Díaz,co COL,FW,26-027,6.8,256,254,2,0,0,6,7,2,0,0,0,0,203,0,10,Matches
James Milner,eng ENG,"DF,MF",37-036,6.1,420,350,68,14,1,2,41,43,11,2,9,0,311,2,14,Matches
Kostas Tsimikas,gr GRE,DF,26-273,5.0,360,272,87,14,0,1,56,51,22,7,14,0,276,1,6,Matches
Ibrahima Konaté,fr FRA,DF,23-260,4.2,269,263,6,5,0,0,0,1,0,0,0,0,231,0,3,Matches
Fabio Carvalho,pt POR,"MF,FW",20-163,3.7,135,132,2,0,0,0,2,1,0,0,0,0,111,1,3,Matches
Alex Oxlade-Chamberlain,eng ENG,"FW,MF",29-178,3.5,99,95,2,0,2,3,2,2,0,0,0,0,73,2,3,Matches
Cody Gakpo,nl NED,FW,23-278,2.8,44,42,1,0,0,0,5,0,0,0,0,0,27,1,2,Matches
Naby Keïta,gn GUI,MF,27-364,2.7,145,139,5,0,0,0,2,1,0,0,0,0,111,1,5,Matches
Diogo Jota,pt POR,"FW,MF",26-067,2.2,64,63,1,0,1,1,3,0,0,0,0,0,38,0,4,Matches
Stefan Bajcetic,es ESP,MF,18-110,2.2,104,101,3,3,0,0,4,0,0,0,0,0,83,0,1,Matches
Curtis Jones,eng ENG,"MF,FW",22-010,2.1,138,135,3,0,1,1,3,2,0,0,0,0,118,0,2,Matches
Nathaniel Phillips,eng ENG,DF,25-325,0.7,82,80,2,2,0,2,0,0,0,0,0,0,71,0,0,Matches
Ben Doak,sct SCO,FW,17-090,0.3,14,14,0,0,0,0,0,0,0,0,0,0,10,0,1,Matches
Bobby Clark,eng ENG,MF,18-002,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Squad Total,,,28.2,20.0,12748,11725,976,214,46,104,454,472,137,33,93,1,10348,47,210,
Opponent Total,,,27.0,20.0,8784,7846,895,221,40,71,274,357,69,39,18,1,6566,43,167,
