Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Alisson,br BRA,GK,30-130,20.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mohamed Salah,eg EGY,FW,30-239,19.7,7,62,24,38.7,3.14,1.22,0.11,0.29,14.7,0,0,0,9.2,9.2,0.15,-2.2,-2.2,Matches
Virgil van Dijk,nl NED,DF,31-216,16.5,2,18,5,27.8,1.09,0.3,0.11,0.4,12.6,0,0,0,1.1,1.1,0.06,0.9,0.9,Matches
Trent Alexander-Arnold,eng ENG,DF,24-125,16.0,1,21,3,14.3,1.31,0.19,0.05,0.33,22.5,3,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
Andrew Robertson,sct SCO,DF,28-335,14.7,0,9,1,11.1,0.61,0.07,0.0,0.0,14.5,0,0,0,1.0,1.0,0.12,-1.0,-1.0,Matches
Fabinho,br BRA,MF,29-109,13.9,0,8,3,37.5,0.57,0.22,0.0,0.0,18.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Thiago Alcántara,es ESP,MF,31-304,12.8,0,9,1,11.1,0.7,0.08,0.0,0.0,25.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Harvey Elliott,eng ENG,"MF,FW",19-311,12.6,1,21,6,28.6,1.67,0.48,0.05,0.17,19.3,0,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches
Joe Gomez,eng ENG,DF,25-262,12.3,0,3,0,0.0,0.24,0.0,0.0,,20.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Darwin Núñez,uy URU,FW,23-230,11.0,5,61,25,41.0,5.55,2.28,0.08,0.2,15.4,0,0,0,8.1,8.1,0.13,-3.1,-3.1,Matches
Roberto Firmino,br BRA,"FW,MF",31-130,10.3,7,33,20,60.6,3.2,1.94,0.21,0.35,12.7,0,0,0,4.2,4.2,0.13,2.8,2.8,Matches
Jordan Henderson,eng ENG,MF,32-237,10.2,0,12,3,25.0,1.18,0.29,0.0,0.0,23.1,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Joël Matip,cm CMR,DF,31-185,7.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Luis Díaz,co COL,FW,26-027,6.8,3,16,7,43.8,2.35,1.03,0.19,0.43,13.3,0,0,0,1.7,1.7,0.11,1.3,1.3,Matches
James Milner,eng ENG,"DF,MF",37-036,6.1,0,6,1,16.7,0.99,0.16,0.0,0.0,16.2,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Kostas Tsimikas,gr GRE,DF,26-273,5.0,0,7,2,28.6,1.41,0.4,0.0,0.0,15.5,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
Ibrahima Konaté,fr FRA,DF,23-260,4.2,0,3,1,33.3,0.71,0.24,0.0,0.0,9.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Fabio Carvalho,pt POR,"MF,FW",20-163,3.7,2,11,4,36.4,2.94,1.07,0.18,0.5,11.5,0,0,0,1.1,1.1,0.1,0.9,0.9,Matches
Alex Oxlade-Chamberlain,eng ENG,"FW,MF",29-178,3.5,1,7,3,42.9,2.01,0.86,0.14,0.33,16.3,0,0,0,1.3,1.3,0.19,-0.3,-0.3,Matches
Cody Gakpo,nl NED,FW,23-278,2.8,0,9,1,11.1,3.18,0.35,0.0,0.0,13.7,0,0,0,1.0,1.0,0.11,-1.0,-1.0,Matches
Naby Keïta,gn GUI,MF,27-364,2.7,0,10,0,0.0,3.64,0.0,0.0,,20.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Diogo Jota,pt POR,"FW,MF",26-067,2.2,0,3,1,33.3,1.38,0.46,0.0,0.0,7.8,0,0,0,0.8,0.8,0.26,-0.8,-0.8,Matches
Stefan Bajcetic,es ESP,MF,18-110,2.2,1,2,1,50.0,0.93,0.46,0.5,1.0,13.1,0,0,0,0.6,0.6,0.29,0.4,0.4,Matches
Curtis Jones,eng ENG,"MF,FW",22-010,2.1,0,4,1,25.0,1.9,0.48,0.0,0.0,17.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Nathaniel Phillips,eng ENG,DF,25-325,0.7,0,1,0,0.0,1.36,0.0,0.0,,10.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Ben Doak,sct SCO,FW,17-090,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Bobby Clark,eng ENG,MF,18-002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,28.2,20.0,30,336,113,33.6,16.8,5.65,0.09,0.27,15.9,3,0,0,35.4,35.4,0.11,-5.4,-5.4,
Opponent Total,,,27.0,20.0,26,206,90,43.7,10.3,4.5,0.12,0.27,15.8,6,2,3,29.2,27.1,0.14,-3.2,-3.1,
