Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
1,Barcelona,12,10,2,0,25,1,24,32,2.67,27.5,8.2,19.3,1.61,13,11,0,2,22,7,15,33,2.54,22.2,12.1,10.1,0.78
2,Real Madrid,12,8,4,0,26,9,17,28,2.33,27.6,9.1,18.5,1.54,13,9,1,3,24,10,14,28,2.15,24.1,12.9,11.2,0.86
3,Atlético Madrid,13,7,3,3,25,11,14,24,1.85,22.4,13.8,8.7,0.67,13,8,3,2,17,8,9,27,2.08,17.3,13.7,3.6,0.27
4,Real Sociedad,12,5,4,3,13,12,1,19,1.58,15.8,11.1,4.7,0.39,13,8,2,3,20,12,8,26,2.0,16.2,10.8,5.4,0.42
