Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Vinicius Júnior,br BRA,FW,22-250,24,24,2115.0,23.5,8.0,4.0,12.0,8.0,0.0,0.0,8.0,0.0,8.5,8.5,5.7,14.2,159.0,59.0,363.0,0.34,0.17,0.51,0.34,0.51,0.36,0.24,0.61,0.36,0.61,Matches
Federico Valverde,uy URU,"FW,MF",24-240,25,22,1956.0,21.7,7.0,2.0,9.0,7.0,0.0,0.0,2.0,0.0,3.3,3.3,4.7,8.0,60.0,114.0,102.0,0.32,0.09,0.41,0.32,0.41,0.15,0.21,0.37,0.15,0.37,Matches
Thibaut Courtois,be BEL,GK,30-312,19,19,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Éder Militão,br BRA,DF,25-060,21,19,1668.0,18.5,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,1.6,1.6,0.3,1.9,20.0,59.0,12.0,0.22,0.0,0.22,0.22,0.22,0.09,0.02,0.1,0.09,0.1,Matches
David Alaba,at AUT,DF,30-268,19,17,1545.0,17.2,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,1.1,1.8,14.0,60.0,58.0,0.06,0.17,0.23,0.06,0.23,0.04,0.06,0.1,0.04,0.1,Matches
Toni Kroos,de GER,MF,33-074,20,17,1440.0,16.0,2.0,3.0,5.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.7,3.7,36.0,218.0,24.0,0.12,0.19,0.31,0.12,0.31,0.06,0.17,0.23,0.06,0.23,Matches
Rodrygo,br BRA,FW,22-069,22,16,1546.0,17.2,4.0,5.0,9.0,3.0,1.0,1.0,2.0,0.0,8.8,8.0,5.2,13.2,83.0,51.0,174.0,0.23,0.29,0.52,0.17,0.47,0.51,0.3,0.82,0.47,0.77,Matches
Antonio Rüdiger,de GER,DF,30-016,22,16,1513.0,16.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.4,1.4,0.1,1.5,8.0,38.0,3.0,0.06,0.0,0.06,0.06,0.06,0.08,0.0,0.09,0.08,0.09,Matches
Dani Carvajal,es ESP,DF,31-067,20,15,1362.0,15.1,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,1.8,2.0,14.0,42.0,93.0,0.0,0.13,0.13,0.0,0.13,0.02,0.12,0.13,0.02,0.13,Matches
Luka Modrić,hr CRO,MF,37-191,23,15,1334.0,14.8,4.0,3.0,7.0,3.0,1.0,1.0,5.0,0.0,4.0,3.2,3.6,6.9,35.0,134.0,51.0,0.27,0.2,0.47,0.2,0.4,0.27,0.24,0.52,0.22,0.46,Matches
