Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Vinicius Júnior,br BRA,FW,22-250,23.5,25,17,9,9,7,11,29,37.9,18,18,1,17,6,31,1,0,Matches
Federico Valverde,uy URU,"FW,MF",24-240,21.7,28,18,13,10,5,13,25,52.0,12,26,4,22,13,41,15,0,Matches
Thibaut Courtois,be BEL,GK,30-312,19.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,5,1,Matches
Éder Militão,br BRA,DF,25-060,18.5,31,21,18,11,2,17,21,81.0,4,38,17,21,25,56,67,1,Matches
David Alaba,at AUT,DF,30-268,17.2,13,10,6,4,3,8,13,61.5,5,15,8,7,12,25,28,1,Matches
Toni Kroos,de GER,MF,33-074,16.0,30,21,7,23,0,15,46,32.6,31,18,2,16,16,46,6,0,Matches
Rodrygo,br BRA,FW,22-069,17.2,13,6,1,7,5,2,10,20.0,8,14,0,14,5,18,3,0,Matches
Antonio Rüdiger,de GER,DF,30-016,16.8,10,9,7,3,0,7,12,58.3,5,16,10,6,12,22,47,0,Matches
Dani Carvajal,es ESP,DF,31-067,15.1,26,15,11,10,5,14,24,58.3,10,17,5,12,13,39,33,0,Matches
Luka Modrić,hr CRO,MF,37-191,14.8,14,5,5,5,4,8,18,44.4,10,12,5,7,8,22,6,0,Matches
Karim Benzema,fr FRA,FW,35-090,14.5,7,4,2,2,3,1,6,16.7,5,8,0,8,1,8,3,0,Matches
Aurélien Tchouaméni,fr FRA,MF,23-051,13.9,36,23,10,24,2,12,21,57.1,9,13,4,9,28,64,28,0,Matches
Ferland Mendy,fr FRA,DF,27-284,12.5,17,9,12,5,0,11,18,61.1,7,6,2,4,13,30,12,0,Matches
Eduardo Camavinga,fr FRA,"MF,DF",20-129,14.2,39,27,14,14,11,12,39,30.8,27,15,3,12,10,49,15,0,Matches
Dani Ceballos,es ESP,MF,26-224,8.9,24,16,7,8,9,15,35,42.9,20,14,2,12,15,39,5,0,Matches
Nacho,es ESP,DF,33-060,9.6,11,8,6,5,0,5,11,45.5,6,4,4,0,6,17,23,0,Matches
Marco Asensio,es ESP,"FW,MF",27-057,7.6,9,6,5,4,0,3,9,33.3,6,5,1,4,2,11,2,0,Matches
Andriy Lunin,ua UKR,GK,24-036,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Lucas Vázquez,es ESP,DF,31-261,5.5,18,11,10,7,1,9,10,90.0,1,6,0,6,4,22,4,0,Matches
Eden Hazard,be BEL,FW,32-071,1.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Mariano,do DOM,FW,29-230,0.6,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
Álvaro Odriozola,es ESP,DF,27-095,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Álvaro Muñoz,uy URU,"FW,MF",18-248,0.2,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Sergio Arribas,es ESP,FW,21-170,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Casemiro,br BRA,MF,31-024,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Squad Total,,,28.1,25.0,354,226,144,152,58,165,350,47.1,185,245,68,177,189,543,304,3,
Opponent Total,,,28.3,25.0,419,252,238,134,47,234,525,44.6,291,302,117,185,224,643,474,6,
