Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Vinicius Júnior,br BRA,FW,22-250,23.5,658,843,78.1,8420,1600,444,503,88.3,144,181,79.6,27,50,54.0,4,5.7,5.0,-1.7,47,19,36,2,59,Matches
Federico Valverde,uy URU,"FW,MF",24-240,21.7,1100,1270,86.6,16213,3202,662,708,93.5,324,377,85.9,75,105,71.4,2,4.7,3.5,-2.7,35,86,35,6,114,Matches
Thibaut Courtois,be BEL,GK,30-312,19.0,572,673,85.0,13791,8952,122,123,99.2,330,334,98.8,117,211,55.5,0,0.1,0.0,-0.1,1,4,0,0,0,Matches
Éder Militão,br BRA,DF,25-060,18.5,974,1114,87.4,18815,6140,374,400,93.5,461,498,92.6,114,177,64.4,0,0.3,0.4,-0.3,3,81,2,0,59,Matches
David Alaba,at AUT,DF,30-268,17.2,871,995,87.5,12615,4436,509,531,95.9,279,318,87.7,44,79,55.7,3,1.1,1.3,1.9,16,58,9,4,60,Matches
Toni Kroos,de GER,MF,33-074,16.0,1485,1636,90.8,28268,10139,614,632,97.2,627,664,94.4,211,285,74.0,3,2.7,3.2,0.3,37,247,17,6,218,Matches
Rodrygo,br BRA,FW,22-069,17.2,576,659,87.4,6774,1363,400,439,91.1,104,118,88.1,22,27,81.5,5,5.2,4.0,-0.2,31,44,13,2,51,Matches
Antonio Rüdiger,de GER,DF,30-016,16.8,913,992,92.0,16910,5567,330,345,95.7,499,523,95.4,76,102,74.5,0,0.1,0.5,-0.1,2,49,4,0,38,Matches
Dani Carvajal,es ESP,DF,31-067,15.1,849,992,85.6,13718,3083,454,498,91.2,314,360,87.2,63,90,70.0,2,1.8,1.7,0.2,17,47,16,7,42,Matches
Luka Modrić,hr CRO,MF,37-191,14.8,978,1124,87.0,15132,4704,536,572,93.7,310,353,87.8,87,128,68.0,3,3.6,2.9,-0.6,32,117,17,2,134,Matches
Karim Benzema,fr FRA,FW,35-090,14.5,582,675,86.2,7021,1383,397,439,90.4,121,130,93.1,15,20,75.0,3,3.8,3.4,-0.8,33,38,31,0,81,Matches
Aurélien Tchouaméni,fr FRA,MF,23-051,13.9,941,1012,93.0,15088,4580,477,499,95.6,385,415,92.8,54,64,84.4,3,1.6,1.6,1.4,12,87,7,0,91,Matches
Ferland Mendy,fr FRA,DF,27-284,12.5,648,708,91.5,8911,2253,416,438,95.0,177,199,88.9,30,33,90.9,1,0.6,0.6,0.4,13,45,8,0,48,Matches
Eduardo Camavinga,fr FRA,"MF,DF",20-129,14.2,823,904,91.0,12853,3350,420,451,93.1,322,340,94.7,55,68,80.9,1,1.1,1.4,-0.1,14,88,10,1,107,Matches
Dani Ceballos,es ESP,MF,26-224,8.9,748,824,90.8,11989,3564,380,405,93.8,268,283,94.7,66,80,82.5,1,0.9,1.1,0.1,19,124,8,1,119,Matches
Nacho,es ESP,DF,33-060,9.6,553,599,92.3,8566,2975,294,311,94.5,218,232,94.0,28,37,75.7,1,0.6,0.2,0.4,6,37,4,0,36,Matches
Marco Asensio,es ESP,"FW,MF",27-057,7.6,322,393,81.9,4895,937,188,205,91.7,88,102,86.3,31,57,54.4,3,2.2,1.5,0.8,17,29,7,2,29,Matches
Andriy Lunin,ua UKR,GK,24-036,6.0,175,192,91.1,4034,2653,40,40,100.0,100,102,98.0,35,49,71.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Lucas Vázquez,es ESP,DF,31-261,5.5,364,423,86.1,5476,1245,206,225,91.6,123,143,86.0,24,33,72.7,0,0.9,1.1,-0.9,10,13,14,3,26,Matches
Eden Hazard,be BEL,FW,32-071,1.1,62,69,89.9,737,95,41,46,89.1,11,12,91.7,3,3,100.0,0,0.1,0.2,-0.1,3,4,0,0,1,Matches
Mariano,do DOM,FW,29-230,0.6,12,15,80.0,178,41,10,12,83.3,1,2,50.0,1,1,100.0,0,0.4,0.6,-0.4,1,1,0,0,1,Matches
Álvaro Odriozola,es ESP,DF,27-095,0.3,16,17,94.1,209,55,12,13,92.3,3,3,100.0,1,1,100.0,0,0.1,0.1,-0.1,1,0,1,1,1,Matches
Álvaro Muñoz,uy URU,"FW,MF",18-248,0.2,5,7,71.4,73,22,2,2,100.0,3,5,60.0,0,0,,1,0.3,0.1,0.7,1,0,1,0,1,Matches
Sergio Arribas,es ESP,FW,21-170,0.1,8,9,88.9,103,32,6,6,100.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,1,1,1,0,2,Matches
Casemiro,br BRA,MF,31-024,0.1,7,8,87.5,134,50,6,6,100.0,0,0,,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Squad Total,,,28.1,25.0,14242,16153,88.2,230923,72421,7340,7849,93.5,5214,5697,91.5,1180,1702,69.3,36,37.6,34.2,-1.6,352,1220,241,37,1318,
Opponent Total,,,28.3,25.0,8824,10772,81.9,153029,57370,4293,4704,91.3,3365,3808,88.4,875,1617,54.1,11,14.8,15.4,-3.8,192,662,153,39,755,
