Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Vinicius Júnior,br BRA,FW,22-250,24,2115.0,88.0,94.0,23.5,24,88.0,17,0,,0,2.21,41.0,19.0,22.0,0.94,-5.06,43.7,20.5,23.3,0.99,-3.26,Matches
Federico Valverde,uy URU,"FW,MF",24-240,25,1956.0,78.0,86.9,21.7,22,85.0,15,3,30.0,0,2.24,42.0,17.0,25.0,1.15,-0.69,42.6,19.2,23.3,1.07,-0.85,Matches
Thibaut Courtois,be BEL,GK,30-312,19,1710.0,90.0,76.0,19.0,19,90.0,19,0,,1,2.26,38.0,16.0,22.0,1.16,-0.34,39.4,17.6,21.7,1.14,-0.17,Matches
Éder Militão,br BRA,DF,25-060,21,1668.0,79.0,74.1,18.5,19,87.0,17,2,11.0,1,2.24,38.0,14.0,24.0,1.29,0.21,38.9,17.8,21.1,1.14,-0.19,Matches
David Alaba,at AUT,DF,30-268,19,1545.0,81.0,68.7,17.2,17,89.0,14,2,19.0,0,2.32,40.0,15.0,25.0,1.46,0.69,37.6,17.9,19.7,1.15,-0.12,Matches
Toni Kroos,de GER,MF,33-074,20,1440.0,72.0,64.0,16.0,17,83.0,7,3,12.0,1,2.2,29.0,12.0,17.0,1.06,-0.49,29.2,15.1,14.1,0.88,-0.85,Matches
Rodrygo,br BRA,FW,22-069,22,1546.0,70.0,68.7,17.2,16,88.0,11,6,23.0,0,2.23,35.0,12.0,23.0,1.34,0.32,37.9,13.1,24.8,1.44,0.82,Matches
Antonio Rüdiger,de GER,DF,30-016,22,1513.0,69.0,67.2,16.8,16,90.0,16,6,12.0,1,2.27,29.0,10.0,19.0,1.13,-0.34,33.3,13.2,20.1,1.2,0.04,Matches
Dani Carvajal,es ESP,DF,31-067,20,1362.0,68.0,60.5,15.1,15,82.0,5,5,26.0,1,2.3,33.0,13.0,20.0,1.32,0.21,32.1,12.6,19.5,1.29,0.26,Matches
Luka Modrić,hr CRO,MF,37-191,23,1334.0,58.0,59.3,14.8,15,76.0,3,8,24.0,0,2.35,35.0,13.0,22.0,1.48,0.6,27.9,14.8,13.2,0.89,-0.73,Matches
Karim Benzema,fr FRA,FW,35-090,15,1303.0,87.0,57.9,14.5,15,87.0,12,0,,0,2.27,28.0,9.0,19.0,1.31,0.17,30.3,13.6,16.7,1.15,-0.08,Matches
Aurélien Tchouaméni,fr FRA,MF,23-051,20,1249.0,62.0,55.5,13.9,15,76.0,7,5,22.0,1,2.25,29.0,17.0,12.0,0.86,-0.84,27.0,14.3,12.7,0.91,-0.61,Matches
Ferland Mendy,fr FRA,DF,27-284,14,1127.0,81.0,50.1,12.5,14,81.0,6,0,,3,2.29,25.0,14.0,11.0,0.88,-0.72,25.0,13.8,11.3,0.9,-0.57,Matches
Eduardo Camavinga,fr FRA,"MF,DF",20-129,25,1274.0,51.0,56.6,14.2,13,79.0,7,12,21.0,0,2.24,31.0,8.0,23.0,1.62,0.89,33.2,11.0,22.2,1.57,0.89,Matches
Dani Ceballos,es ESP,MF,26-224,18,804.0,45.0,35.7,8.9,10,70.0,1,8,13.0,3,2.39,11.0,3.0,8.0,0.9,-0.54,16.7,4.9,11.8,1.32,0.21,Matches
