Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Vinicius Júnior,br BRA,FW,22-265,24.5,883,849,30,6,3,8,48,18,4,0,0,0,687,4,40,Matches
Federico Valverde,uy URU,"FW,MF",24-255,22.6,1305,1278,19,6,2,18,23,12,0,0,0,0,1127,8,23,Matches
Thibaut Courtois,be BEL,GK,30-327,20.0,711,587,122,27,0,3,0,0,0,0,0,0,604,2,1,Matches
Éder Militão,br BRA,DF,25-075,19.5,1155,1074,81,30,0,33,8,17,0,0,0,0,1009,0,12,Matches
Toni Kroos,de GER,MF,33-089,16.7,1673,1508,155,82,2,33,89,10,63,21,24,1,1521,10,7,Matches
Antonio Rüdiger,de GER,DF,30-031,17.8,1040,1017,23,13,1,12,3,5,0,0,0,0,953,0,6,Matches
David Alaba,at AUT,DF,30-283,17.2,995,897,89,36,3,2,25,46,3,3,0,0,871,9,11,Matches
Rodrygo,br BRA,FW,22-084,17.5,679,642,31,2,2,3,17,6,12,3,1,0,593,6,12,Matches
Dani Carvajal,es ESP,DF,31-082,16.1,1061,946,113,12,1,9,40,101,0,0,0,0,899,2,21,Matches
Luka Modrić,hr CRO,MF,37-206,15.7,1163,1075,86,35,7,16,53,9,37,19,10,0,1015,2,19,Matches
Karim Benzema,fr FRA,FW,35-105,15.5,711,671,35,4,5,4,2,1,6,0,0,0,611,5,18,Matches
Aurélien Tchouaméni,fr FRA,MF,23-066,14.0,1026,1001,24,23,6,6,6,1,0,0,0,0,955,1,4,Matches
Eduardo Camavinga,fr FRA,"MF,DF",20-144,15.0,935,870,60,27,3,4,5,33,0,0,0,0,852,5,8,Matches
Ferland Mendy,fr FRA,DF,27-299,12.8,727,644,81,15,0,2,7,66,0,0,0,0,665,2,4,Matches
Nacho,es ESP,DF,33-075,10.3,630,574,56,16,0,1,7,36,0,0,0,0,576,0,0,Matches
Dani Ceballos,es ESP,MF,26-239,9.1,844,809,31,12,2,16,7,11,7,1,2,0,767,4,13,Matches
Marco Asensio,es ESP,"FW,MF",27-072,7.8,399,362,36,11,3,4,41,6,19,12,2,0,328,1,12,Matches
Andriy Lunin,ua UKR,GK,24-051,6.0,192,159,33,4,0,1,0,0,0,0,0,0,175,0,1,Matches
Lucas Vázquez,es ESP,DF,31-276,5.5,423,371,52,7,1,1,19,45,0,0,0,0,364,0,8,Matches
Eden Hazard,be BEL,FW,32-086,1.1,69,67,2,0,0,0,0,0,0,0,0,0,62,0,0,Matches
Mariano,do DOM,FW,29-245,0.6,15,15,0,0,0,1,0,0,0,0,0,0,12,0,0,Matches
Álvaro Odriozola,es ESP,DF,27-110,0.3,17,16,1,0,0,0,2,1,0,0,0,0,16,0,0,Matches
Álvaro Muñoz,uy URU,"FW,MF",18-263,0.2,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
Sergio Arribas,es ESP,FW,21-185,0.1,9,8,1,0,0,0,1,0,1,1,0,0,8,0,0,Matches
Casemiro,br BRA,MF,31-039,0.1,8,8,0,0,0,1,0,0,0,0,0,0,7,0,0,Matches
Squad Total,,,28.1,26.0,16677,15455,1161,368,41,178,403,424,152,60,39,1,14682,61,220,
Opponent Total,,,28.3,26.0,11382,10262,1085,307,20,83,375,352,113,45,37,2,9345,35,212,
