Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Daniel Leite,pt POR,GK,24-260,24.7,33,5,0,6,1,35.9,0.26,3.9,0.16,96,274,35.0,652,132,27.5,31.0,214,44.4,39.6,388,13,3.4,25,1.01,14.8,Matches
Pedro José Moreira Silva,pt POR,GK,26-052,1.3,6,1,0,2,0,6.4,0.49,0.4,0.3,5,16,31.3,31,9,35.5,35.0,13,38.5,38.2,29,4,13.8,0,0.0,4.3,Matches
Squad Total,,,25.4,26.0,39,6,0,8,1,42.2,0.28,4.2,0.16,101,290,34.8,683,141,27.8,31.2,227,44.1,39.5,417,17,4.1,25,0.96,14.0,
Opponent Total,,,26.7,26.0,22,2,0,2,0,28.1,0.3,6.1,0.24,154,368,41.8,604,126,39.2,34.8,203,64.5,46.4,384,30,7.8,21,0.81,12.2,
